PLAYER_ID,PLAYER,SEASON,Height,Weight,Position,Draft Year
1629018,Gary Trent Jr.,2021-22,6-5,204,Guard,2018
1629018,Gary Trent Jr.,2022-23,6-5,204,Guard,2018
1629018,Gary Trent Jr.,2023-24,6-5,204,Guard,2018
1629018,Gary Trent Jr.,2019-20,6-5,204,Guard,2018
1641753,Chris Livingston,2024-25,6-6,220,Forward,2023
1641753,Chris Livingston,2023-24,6-6,220,Forward,2023
1626171,Bobby Portis,2018-19,6-9,250,Forward,2015
1626171,Bobby Portis,2024-25,6-9,250,Forward,2015
1626171,Bobby Portis,2016-17,6-9,250,Forward,2015
1626171,Bobby Portis,2020-21,6-9,250,Forward,2015
1626171,Bobby Portis,2021-22,6-9,250,Forward,2015
1626171,Bobby Portis,2017-18,6-9,250,Forward,2015
1626171,Bobby Portis,2022-23,6-9,250,Forward,2015
1626171,Bobby Portis,2023-24,6-9,250,Forward,2015
1626171,Bobby Portis,2015-16,6-9,250,Forward,2015
1626171,Bobby Portis,2019-20,6-9,250,Forward,2015
201572,Brook Lopez,2018-19,7-1,282,Center,2008
201572,Brook Lopez,2024-25,7-1,282,Center,2008
201572,Brook Lopez,2016-17,7-1,282,Center,2008
201572,Brook Lopez,2020-21,7-1,282,Center,2008
201572,Brook Lopez,2021-22,7-1,282,Center,2008
201572,Brook Lopez,2017-18,7-1,282,Center,2008
201572,Brook Lopez,2022-23,7-1,282,Center,2008
201572,Brook Lopez,2023-24,7-1,282,Center,2008
201572,Brook Lopez,2015-16,7-1,282,Center,2008
201572,Brook Lopez,2019-20,7-1,282,Center,2008
1627752,Taurean Prince,2018-19,6-6,218,Forward,2016
1627752,Taurean Prince,2024-25,6-6,218,Forward,2016
1627752,Taurean Prince,2016-17,6-6,218,Forward,2016
1627752,Taurean Prince,2020-21,6-6,218,Forward,2016
1627752,Taurean Prince,2021-22,6-6,218,Forward,2016
1627752,Taurean Prince,2017-18,6-6,218,Forward,2016
1627752,Taurean Prince,2022-23,6-6,218,Forward,2016
1627752,Taurean Prince,2023-24,6-6,218,Forward,2016
1627752,Taurean Prince,2019-20,6-6,218,Forward,2016
1631157,Ryan Rollins,2024-25,6-3,180,Guard,2022
1631157,Ryan Rollins,2023-24,6-3,180,Guard,2022
1631157,Ryan Rollins,2022-23,6-3,180,Guard,2022
1631123,Jamaree Bouyea,2024-25,6-2,180,Guard,Undrafted
1631123,Jamaree Bouyea,2023-24,6-2,180,Guard,Undrafted
1631123,Jamaree Bouyea,2022-23,6-2,180,Guard,Undrafted
1630649,Stanley Umude,2024-25,6-6,210,Guard,Undrafted
1630649,Stanley Umude,2023-24,6-6,210,Guard,Undrafted
1630649,Stanley Umude,2022-23,6-6,210,Guard,Undrafted
1628398,Kyle Kuzma,2018-19,6-8,221,Forward,2017
1628398,Kyle Kuzma,2024-25,6-8,221,Forward,2017
1628398,Kyle Kuzma,2020-21,6-8,221,Forward,2017
1628398,Kyle Kuzma,2021-22,6-8,221,Forward,2017
1628398,Kyle Kuzma,2017-18,6-8,221,Forward,2017
1628398,Kyle Kuzma,2022-23,6-8,221,Forward,2017
1628398,Kyle Kuzma,2023-24,6-8,221,Forward,2017
1628398,Kyle Kuzma,2019-20,6-8,221,Forward,2017
1631260,AJ Green,2024-25,6-4,190,Guard,Undrafted
1631260,AJ Green,2023-24,6-4,190,Guard,Undrafted
1631260,AJ Green,2022-23,6-4,190,Guard,Undrafted
1641890,Tyler Smith,2024-25,6-9,224,Forward,2024
1626192,Pat Connaughton,2018-19,6-5,209,Guard,2015
1626192,Pat Connaughton,2024-25,6-5,209,Guard,2015
1626192,Pat Connaughton,2016-17,6-5,209,Guard,2015
1626192,Pat Connaughton,2020-21,6-5,209,Guard,2015
1626192,Pat Connaughton,2021-22,6-5,209,Guard,2015
1626192,Pat Connaughton,2017-18,6-5,209,Guard,2015
1626192,Pat Connaughton,2022-23,6-5,209,Guard,2015
1626192,Pat Connaughton,2023-24,6-5,209,Guard,2015
1626192,Pat Connaughton,2015-16,6-5,209,Guard,2015
1626192,Pat Connaughton,2019-20,6-5,209,Guard,2015
203507,Giannis Antetokounmpo,2018-19,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2024-25,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2016-17,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2020-21,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2021-22,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2017-18,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2022-23,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2023-24,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2015-16,6-11,243,Forward,2013
203507,Giannis Antetokounmpo,2019-20,6-11,243,Forward,2013
1631250,Pete Nance,2024-25,6-9,225,Forward,Undrafted
1631250,Pete Nance,2023-24,6-9,225,Forward,Undrafted
1641748,Andre Jackson Jr.,2024-25,6-6,209,Guard,2023
1641748,Andre Jackson Jr.,2023-24,6-6,209,Guard,2023
1628978,Donte DiVincenzo,2018-19,6-4,203,Guard,2018
1628978,Donte DiVincenzo,2024-25,6-4,203,Guard,2018
1628978,Donte DiVincenzo,2020-21,6-4,203,Guard,2018
1628978,Donte DiVincenzo,2021-22,6-4,203,Guard,2018
1628978,Donte DiVincenzo,2022-23,6-4,203,Guard,2018
1628978,Donte DiVincenzo,2023-24,6-4,203,Guard,2018
1628978,Donte DiVincenzo,2019-20,6-4,203,Guard,2018
1630545,Terrence Shannon Jr.,2024-25,6-6,215,Guard-Forward,2024
1630183,Jaden McDaniels,2024-25,6-9,185,Forward,2020
1630183,Jaden McDaniels,2020-21,6-9,185,Forward,2020
1630183,Jaden McDaniels,2021-22,6-9,185,Forward,2020
1630183,Jaden McDaniels,2022-23,6-9,185,Forward,2020
1630183,Jaden McDaniels,2023-24,6-9,185,Forward,2020
1642265,Rob Dillingham,2024-25,6-2,175,Guard,2024
1630162,Anthony Edwards,2024-25,6-4,225,Guard,2020
1630162,Anthony Edwards,2020-21,6-4,225,Guard,2020
1630162,Anthony Edwards,2021-22,6-4,225,Guard,2020
1630162,Anthony Edwards,2022-23,6-4,225,Guard,2020
1630162,Anthony Edwards,2023-24,6-4,225,Guard,2020
204060,Joe Ingles,2018-19,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2024-25,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2016-17,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2020-21,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2021-22,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2017-18,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2022-23,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2023-24,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2015-16,6-8,220,Forward-Guard,Undrafted
204060,Joe Ingles,2019-20,6-8,220,Forward-Guard,Undrafted
1631169,Josh Minott,2024-25,6-8,205,Forward,2022
1631169,Josh Minott,2023-24,6-8,205,Forward,2022
1631169,Josh Minott,2022-23,6-8,205,Forward,2022
1629638,Nickeil Alexander-Walker,2024-25,6-5,205,Guard,2019
1629638,Nickeil Alexander-Walker,2020-21,6-5,205,Guard,2019
1629638,Nickeil Alexander-Walker,2021-22,6-5,205,Guard,2019
1629638,Nickeil Alexander-Walker,2022-23,6-5,205,Guard,2019
1629638,Nickeil Alexander-Walker,2023-24,6-5,205,Guard,2019
1629638,Nickeil Alexander-Walker,2019-20,6-5,205,Guard,2019
201144,Mike Conley,2018-19,6-1,175,Guard,2007
201144,Mike Conley,2024-25,6-1,175,Guard,2007
201144,Mike Conley,2016-17,6-1,175,Guard,2007
201144,Mike Conley,2020-21,6-1,175,Guard,2007
201144,Mike Conley,2021-22,6-1,175,Guard,2007
201144,Mike Conley,2017-18,6-1,175,Guard,2007
201144,Mike Conley,2022-23,6-1,175,Guard,2007
201144,Mike Conley,2023-24,6-1,175,Guard,2007
201144,Mike Conley,2015-16,6-1,175,Guard,2007
201144,Mike Conley,2019-20,6-1,175,Guard,2007
1629675,Naz Reid,2024-25,6-9,264,Center-Forward,Undrafted
1629675,Naz Reid,2020-21,6-9,264,Center-Forward,Undrafted
1629675,Naz Reid,2021-22,6-9,264,Center-Forward,Undrafted
1629675,Naz Reid,2022-23,6-9,264,Center-Forward,Undrafted
1629675,Naz Reid,2023-24,6-9,264,Center-Forward,Undrafted
1629675,Naz Reid,2019-20,6-9,264,Center-Forward,Undrafted
1641803,Tristen Newton,2024-25,6-5,190,Guard,2024
1642399,Jesse Edwards,2024-25,7-0,236,Center,Undrafted
1641740,Jaylen Clark,2024-25,6-5,205,Guard,2023
203497,Rudy Gobert,2018-19,7-1,258,Center,2013
203497,Rudy Gobert,2024-25,7-1,258,Center,2013
203497,Rudy Gobert,2016-17,7-1,258,Center,2013
203497,Rudy Gobert,2020-21,7-1,258,Center,2013
203497,Rudy Gobert,2021-22,7-1,258,Center,2013
203497,Rudy Gobert,2017-18,7-1,258,Center,2013
203497,Rudy Gobert,2022-23,7-1,258,Center,2013
203497,Rudy Gobert,2023-24,7-1,258,Center,2013
203497,Rudy Gobert,2015-16,7-1,258,Center,2013
203497,Rudy Gobert,2019-20,7-1,258,Center,2013
203944,Julius Randle,2018-19,6-9,250,Forward-Center,2014
203944,Julius Randle,2024-25,6-9,250,Forward-Center,2014
203944,Julius Randle,2016-17,6-9,250,Forward-Center,2014
203944,Julius Randle,2020-21,6-9,250,Forward-Center,2014
203944,Julius Randle,2021-22,6-9,250,Forward-Center,2014
203944,Julius Randle,2017-18,6-9,250,Forward-Center,2014
203944,Julius Randle,2022-23,6-9,250,Forward-Center,2014
203944,Julius Randle,2023-24,6-9,250,Forward-Center,2014
203944,Julius Randle,2015-16,6-9,250,Forward-Center,2014
203944,Julius Randle,2019-20,6-9,250,Forward-Center,2014
1631159,Leonard Miller,2024-25,6-10,220,Forward,2023
1631159,Leonard Miller,2023-24,6-10,220,Forward,2023
1630568,Luka Garza,2024-25,6-10,243,Center,2021
1630568,Luka Garza,2023-24,6-10,243,Center,2021
1630568,Luka Garza,2021-22,6-10,243,Center,2021
1630568,Luka Garza,2022-23,6-10,243,Center,2021
1630538,Bones Hyland,2024-25,6-2,169,Guard,2021
1630538,Bones Hyland,2023-24,6-2,169,Guard,2021
1630538,Bones Hyland,2021-22,6-2,169,Guard,2021
1630538,Bones Hyland,2022-23,6-2,169,Guard,2021
1641727,Dariq Whitehead,2024-25,6-6,220,Guard-Forward,2023
1641727,Dariq Whitehead,2023-24,6-6,220,Guard-Forward,2023
1626156,D'Angelo Russell,2018-19,6-3,193,Guard,2015
1626156,D'Angelo Russell,2024-25,6-3,193,Guard,2015
1626156,D'Angelo Russell,2016-17,6-3,193,Guard,2015
1626156,D'Angelo Russell,2020-21,6-3,193,Guard,2015
1626156,D'Angelo Russell,2021-22,6-3,193,Guard,2015
1626156,D'Angelo Russell,2017-18,6-3,193,Guard,2015
1626156,D'Angelo Russell,2022-23,6-3,193,Guard,2015
1626156,D'Angelo Russell,2023-24,6-3,193,Guard,2015
1626156,D'Angelo Russell,2015-16,6-3,193,Guard,2015
1626156,D'Angelo Russell,2019-20,6-3,193,Guard,2015
1629661,Cameron Johnson,2024-25,6-8,210,Forward,2019
1629661,Cameron Johnson,2020-21,6-8,210,Forward,2019
1629661,Cameron Johnson,2021-22,6-8,210,Forward,2019
1629661,Cameron Johnson,2022-23,6-8,210,Forward,2019
1629661,Cameron Johnson,2023-24,6-8,210,Forward,2019
1629661,Cameron Johnson,2019-20,6-8,210,Forward,2019
1641736,Reece Beekman,2024-25,6-3,190,Guard,Undrafted
1630533,Ziaire Williams,2024-25,6-9,185,Forward,2021
1630533,Ziaire Williams,2023-24,6-9,185,Forward,2021
1630533,Ziaire Williams,2021-22,6-9,185,Forward,2021
1630533,Ziaire Williams,2022-23,6-9,185,Forward,2021
1630570,Trendon Watford,2024-25,6-8,237,Guard-Forward,Undrafted
1630570,Trendon Watford,2023-24,6-8,237,Guard-Forward,Undrafted
1630570,Trendon Watford,2021-22,6-8,237,Guard-Forward,Undrafted
1630570,Trendon Watford,2022-23,6-8,237,Guard-Forward,Undrafted
1630623,Tyson Etienne,2024-25,6-0,200,Guard,Undrafted
1641787,Tosan Evbuomwan,2024-25,6-8,217,Forward,Undrafted
1641787,Tosan Evbuomwan,2023-24,6-8,217,Forward,Undrafted
1631213,Tyrese Martin,2024-25,6-6,215,Forward,2022
1631213,Tyrese Martin,2022-23,6-6,215,Forward,2022
1629001,De'Anthony Melton,2018-19,6-2,200,Guard,2018
1629001,De'Anthony Melton,2024-25,6-2,200,Guard,2018
1629001,De'Anthony Melton,2020-21,6-2,200,Guard,2018
1629001,De'Anthony Melton,2021-22,6-2,200,Guard,2018
1629001,De'Anthony Melton,2022-23,6-2,200,Guard,2018
1629001,De'Anthony Melton,2023-24,6-2,200,Guard,2018
1629001,De'Anthony Melton,2019-20,6-2,200,Guard,2018
1630549,Day'Ron Sharpe,2024-25,6-10,265,Center,2021
1630549,Day'Ron Sharpe,2023-24,6-10,265,Center,2021
1630549,Day'Ron Sharpe,2021-22,6-10,265,Center,2021
1630549,Day'Ron Sharpe,2022-23,6-10,265,Center,2021
1641730,Noah Clowney,2024-25,6-10,210,Forward-Center,2023
1641730,Noah Clowney,2023-24,6-10,210,Forward-Center,2023
1630592,Jalen Wilson,2024-25,6-6,220,Forward,2023
1630592,Jalen Wilson,2023-24,6-6,220,Forward,2023
1630560,Cam Thomas,2024-25,6-3,210,Guard,2021
1630560,Cam Thomas,2023-24,6-3,210,Guard,2021
1630560,Cam Thomas,2021-22,6-3,210,Guard,2021
1630560,Cam Thomas,2022-23,6-3,210,Guard,2021
1631166,Drew Timme,2024-25,6-10,235,Forward,Undrafted
1641721,Maxwell Lewis,2024-25,6-7,215,Forward,2023
1641721,Maxwell Lewis,2023-24,6-7,215,Forward,2023
1629651,Nic Claxton,2024-25,6-11,215,Center,2019
1629651,Nic Claxton,2020-21,6-11,215,Center,2019
1629651,Nic Claxton,2021-22,6-11,215,Center,2019
1629651,Nic Claxton,2022-23,6-11,215,Center,2019
1629651,Nic Claxton,2023-24,6-11,215,Center,2019
1629651,Nic Claxton,2019-20,6-11,215,Center,2019
1630553,Keon Johnson,2024-25,6-5,185,Guard,2021
1630553,Keon Johnson,2023-24,6-5,185,Guard,2021
1630553,Keon Johnson,2021-22,6-5,185,Guard,2021
1630553,Keon Johnson,2022-23,6-5,185,Guard,2021
200782,P.J. Tucker,2018-19,6-5,245,Forward,2006
200782,P.J. Tucker,2024-25,6-5,245,Forward,2006
200782,P.J. Tucker,2016-17,6-5,245,Forward,2006
200782,P.J. Tucker,2020-21,6-5,245,Forward,2006
200782,P.J. Tucker,2021-22,6-5,245,Forward,2006
200782,P.J. Tucker,2017-18,6-5,245,Forward,2006
200782,P.J. Tucker,2022-23,6-5,245,Forward,2006
200782,P.J. Tucker,2023-24,6-5,245,Forward,2006
200782,P.J. Tucker,2015-16,6-5,245,Forward,2006
200782,P.J. Tucker,2019-20,6-5,245,Forward,2006
1626153,Delon Wright,2018-19,6-5,185,Guard,2015
1626153,Delon Wright,2024-25,6-5,185,Guard,2015
1626153,Delon Wright,2016-17,6-5,185,Guard,2015
1626153,Delon Wright,2020-21,6-5,185,Guard,2015
1626153,Delon Wright,2021-22,6-5,185,Guard,2015
1626153,Delon Wright,2017-18,6-5,185,Guard,2015
1626153,Delon Wright,2022-23,6-5,185,Guard,2015
1626153,Delon Wright,2023-24,6-5,185,Guard,2015
1626153,Delon Wright,2015-16,6-5,185,Guard,2015
1626153,Delon Wright,2019-20,6-5,185,Guard,2015
1630699,MarJon Beauchamp,2024-25,6-7,199,Forward,2022
1630699,MarJon Beauchamp,2023-24,6-7,199,Forward,2022
1630699,MarJon Beauchamp,2022-23,6-7,199,Forward,2022
1626166,Cameron Payne,2018-19,6-3,183,Guard,2015
1626166,Cameron Payne,2024-25,6-3,183,Guard,2015
1626166,Cameron Payne,2016-17,6-3,183,Guard,2015
1626166,Cameron Payne,2020-21,6-3,183,Guard,2015
1626166,Cameron Payne,2021-22,6-3,183,Guard,2015
1626166,Cameron Payne,2017-18,6-3,183,Guard,2015
1626166,Cameron Payne,2022-23,6-3,183,Guard,2015
1626166,Cameron Payne,2023-24,6-3,183,Guard,2015
1626166,Cameron Payne,2015-16,6-3,183,Guard,2015
1626166,Cameron Payne,2019-20,6-3,183,Guard,2015
1630540,Miles McBride,2024-25,6-2,195,Guard,2021
1630540,Miles McBride,2023-24,6-2,195,Guard,2021
1630540,Miles McBride,2021-22,6-2,195,Guard,2021
1630540,Miles McBride,2022-23,6-2,195,Guard,2021
1628404,Josh Hart,2018-19,6-5,215,Guard,2017
1628404,Josh Hart,2024-25,6-5,215,Guard,2017
1628404,Josh Hart,2020-21,6-5,215,Guard,2017
1628404,Josh Hart,2021-22,6-5,215,Guard,2017
1628404,Josh Hart,2017-18,6-5,215,Guard,2017
1628404,Josh Hart,2022-23,6-5,215,Guard,2017
1628404,Josh Hart,2023-24,6-5,215,Guard,2017
1628404,Josh Hart,2019-20,6-5,215,Guard,2017
1642359,Pacôme Dadiet,2024-25,6-9,210,Forward,2024
1630173,Precious Achiuwa,2024-25,6-8,243,Forward,2020
1630173,Precious Achiuwa,2020-21,6-8,243,Forward,2020
1630173,Precious Achiuwa,2021-22,6-8,243,Forward,2020
1630173,Precious Achiuwa,2022-23,6-8,243,Forward,2020
1630173,Precious Achiuwa,2023-24,6-8,243,Forward,2020
1628384,OG Anunoby,2018-19,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2024-25,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2020-21,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2021-22,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2017-18,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2022-23,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2023-24,6-7,240,Forward-Guard,2017
1628384,OG Anunoby,2019-20,6-7,240,Forward-Guard,2017
1641755,Kevin McCullar Jr.,2024-25,6-6,210,Guard,2024
1628973,Jalen Brunson,2018-19,6-2,190,Guard,2018
1628973,Jalen Brunson,2024-25,6-2,190,Guard,2018
1628973,Jalen Brunson,2020-21,6-2,190,Guard,2018
1628973,Jalen Brunson,2021-22,6-2,190,Guard,2018
1628973,Jalen Brunson,2022-23,6-2,190,Guard,2018
1628973,Jalen Brunson,2023-24,6-2,190,Guard,2018
1628973,Jalen Brunson,2019-20,6-2,190,Guard,2018
1642278,Tyler Kolek,2024-25,6-2,195,Guard,2024
1629011,Mitchell Robinson,2018-19,7-0,240,Center-Forward,2018
1629011,Mitchell Robinson,2024-25,7-0,240,Center-Forward,2018
1629011,Mitchell Robinson,2020-21,7-0,240,Center-Forward,2018
1629011,Mitchell Robinson,2021-22,7-0,240,Center-Forward,2018
1629011,Mitchell Robinson,2022-23,7-0,240,Center-Forward,2018
1629011,Mitchell Robinson,2023-24,7-0,240,Center-Forward,2018
1629011,Mitchell Robinson,2019-20,7-0,240,Center-Forward,2018
1628969,Mikal Bridges,2018-19,6-6,209,Guard-Forward,2018
1628969,Mikal Bridges,2024-25,6-6,209,Guard-Forward,2018
1628969,Mikal Bridges,2020-21,6-6,209,Guard-Forward,2018
1628969,Mikal Bridges,2021-22,6-6,209,Guard-Forward,2018
1628969,Mikal Bridges,2022-23,6-6,209,Guard-Forward,2018
1628969,Mikal Bridges,2023-24,6-6,209,Guard-Forward,2018
1628969,Mikal Bridges,2019-20,6-6,209,Guard-Forward,2018
1641817,Anton Watson,2024-25,6-8,225,Forward,2024
1626157,Karl-Anthony Towns,2018-19,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2024-25,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2016-17,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2020-21,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2021-22,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2017-18,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2022-23,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2023-24,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2015-16,7-0,248,Center-Forward,2015
1626157,Karl-Anthony Towns,2019-20,7-0,248,Center-Forward,2015
1629013,Landry Shamet,2018-19,6-5,190,Guard,2018
1629013,Landry Shamet,2024-25,6-5,190,Guard,2018
1629013,Landry Shamet,2020-21,6-5,190,Guard,2018
1629013,Landry Shamet,2021-22,6-5,190,Guard,2018
1629013,Landry Shamet,2022-23,6-5,190,Guard,2018
1629013,Landry Shamet,2023-24,6-5,190,Guard,2018
1629013,Landry Shamet,2019-20,6-5,190,Guard,2018
1630574,Ariel Hukporti,2024-25,7-0,246,Center,2024
1641710,Anthony Black,2024-25,6-7,200,Guard,2023
1641710,Anthony Black,2023-24,6-7,200,Guard,2023
1628371,Jonathan Isaac,2018-19,6-10,230,Forward,2017
1628371,Jonathan Isaac,2024-25,6-10,230,Forward,2017
1628371,Jonathan Isaac,2017-18,6-10,230,Forward,2017
1628371,Jonathan Isaac,2022-23,6-10,230,Forward,2017
1628371,Jonathan Isaac,2023-24,6-10,230,Forward,2017
1628371,Jonathan Isaac,2019-20,6-10,230,Forward,2017
1631216,Caleb Houstan,2024-25,6-8,205,Guard,2022
1631216,Caleb Houstan,2023-24,6-8,205,Guard,2022
1631216,Caleb Houstan,2022-23,6-8,205,Guard,2022
1630217,Desmond Bane,2024-25,6-6,215,Guard,2020
1630217,Desmond Bane,2020-21,6-6,215,Guard,2020
1630217,Desmond Bane,2021-22,6-6,215,Guard,2020
1630217,Desmond Bane,2022-23,6-6,215,Guard,2020
1630217,Desmond Bane,2023-24,6-6,215,Guard,2020
1630591,Jalen Suggs,2024-25,6-5,205,Guard,2021
1630591,Jalen Suggs,2023-24,6-5,205,Guard,2021
1630591,Jalen Suggs,2021-22,6-5,205,Guard,2021
1630591,Jalen Suggs,2022-23,6-5,205,Guard,2021
1631094,Paolo Banchero,2024-25,6-10,250,Forward,2022
1631094,Paolo Banchero,2023-24,6-10,250,Forward,2022
1631094,Paolo Banchero,2022-23,6-10,250,Forward,2022
1630644,Mac McClung,2024-25,6-2,185,Guard,Undrafted
1630644,Mac McClung,2021-22,6-2,185,Guard,Undrafted
1630644,Mac McClung,2022-23,6-2,185,Guard,Undrafted
202709,Cory Joseph,2018-19,6-2,200,Guard,2011
202709,Cory Joseph,2024-25,6-2,200,Guard,2011
202709,Cory Joseph,2016-17,6-2,200,Guard,2011
202709,Cory Joseph,2020-21,6-2,200,Guard,2011
202709,Cory Joseph,2021-22,6-2,200,Guard,2011
202709,Cory Joseph,2017-18,6-2,200,Guard,2011
202709,Cory Joseph,2022-23,6-2,200,Guard,2011
202709,Cory Joseph,2023-24,6-2,200,Guard,2011
202709,Cory Joseph,2015-16,6-2,200,Guard,2011
202709,Cory Joseph,2019-20,6-2,200,Guard,2011
1630243,Trevelin Queen,2024-25,6-5,190,Guard,Undrafted
1630243,Trevelin Queen,2023-24,6-5,190,Guard,Undrafted
1630243,Trevelin Queen,2021-22,6-5,190,Guard,Undrafted
1630243,Trevelin Queen,2022-23,6-5,190,Guard,Undrafted
1641724,Jett Howard,2024-25,6-8,215,Guard,2023
1641724,Jett Howard,2023-24,6-8,215,Guard,2023
203914,Gary Harris,2018-19,6-4,210,Guard,2014
203914,Gary Harris,2024-25,6-4,210,Guard,2014
203914,Gary Harris,2016-17,6-4,210,Guard,2014
203914,Gary Harris,2020-21,6-4,210,Guard,2014
203914,Gary Harris,2021-22,6-4,210,Guard,2014
203914,Gary Harris,2017-18,6-4,210,Guard,2014
203914,Gary Harris,2022-23,6-4,210,Guard,2014
203914,Gary Harris,2023-24,6-4,210,Guard,2014
203914,Gary Harris,2015-16,6-4,210,Guard,2014
203914,Gary Harris,2019-20,6-4,210,Guard,2014
1629021,Moritz Wagner,2018-19,6-11,245,Forward-Center,2018
1629021,Moritz Wagner,2024-25,6-11,245,Forward-Center,2018
1629021,Moritz Wagner,2020-21,6-11,245,Forward-Center,2018
1629021,Moritz Wagner,2021-22,6-11,245,Forward-Center,2018
1629021,Moritz Wagner,2022-23,6-11,245,Forward-Center,2018
1629021,Moritz Wagner,2023-24,6-11,245,Forward-Center,2018
1629021,Moritz Wagner,2019-20,6-11,245,Forward-Center,2018
1630532,Franz Wagner,2024-25,6-10,220,Forward,2021
1630532,Franz Wagner,2023-24,6-10,220,Forward,2021
1630532,Franz Wagner,2021-22,6-10,220,Forward,2021
1630532,Franz Wagner,2022-23,6-10,220,Forward,2021
1641783,Tristan da Silva,2024-25,6-8,217,Forward,2024
1628976,Wendell Carter Jr.,2018-19,6-10,270,Center-Forward,2018
1628976,Wendell Carter Jr.,2024-25,6-10,270,Center-Forward,2018
1628976,Wendell Carter Jr.,2020-21,6-10,270,Center-Forward,2018
1628976,Wendell Carter Jr.,2021-22,6-10,270,Center-Forward,2018
1628976,Wendell Carter Jr.,2022-23,6-10,270,Center-Forward,2018
1628976,Wendell Carter Jr.,2023-24,6-10,270,Center-Forward,2018
1628976,Wendell Carter Jr.,2019-20,6-10,270,Center-Forward,2018
1629048,Goga Bitadze,2024-25,6-11,250,Center-Forward,2019
1629048,Goga Bitadze,2020-21,6-11,250,Center-Forward,2019
1629048,Goga Bitadze,2021-22,6-11,250,Center-Forward,2019
1629048,Goga Bitadze,2022-23,6-11,250,Center-Forward,2019
1629048,Goga Bitadze,2023-24,6-11,250,Center-Forward,2019
1629048,Goga Bitadze,2019-20,6-11,250,Center-Forward,2019
1630169,Tyrese Haliburton,2024-25,6-5,185,Guard,2020
1630169,Tyrese Haliburton,2020-21,6-5,185,Guard,2020
1630169,Tyrese Haliburton,2021-22,6-5,185,Guard,2020
1630169,Tyrese Haliburton,2022-23,6-5,185,Guard,2020
1630169,Tyrese Haliburton,2023-24,6-5,185,Guard,2020
1631097,Bennedict Mathurin,2024-25,6-5,210,Guard-Forward,2022
1631097,Bennedict Mathurin,2023-24,6-5,210,Guard-Forward,2022
1631097,Bennedict Mathurin,2022-23,6-5,210,Guard-Forward,2022
1630167,Obi Toppin,2024-25,6-9,220,Forward,2020
1630167,Obi Toppin,2020-21,6-9,220,Forward,2020
1630167,Obi Toppin,2021-22,6-9,220,Forward,2020
1630167,Obi Toppin,2022-23,6-9,220,Forward,2020
1630167,Obi Toppin,2023-24,6-9,220,Forward,2020
1629614,Andrew Nembhard,2024-25,6-4,191,Guard-Forward,2022
1629614,Andrew Nembhard,2023-24,6-4,191,Guard-Forward,2022
1629614,Andrew Nembhard,2022-23,6-4,191,Guard-Forward,2022
1628418,Thomas Bryant,2018-19,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2024-25,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2020-21,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2021-22,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2017-18,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2022-23,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2023-24,6-9,248,Center-Forward,2017
1628418,Thomas Bryant,2019-20,6-9,248,Center-Forward,2017
1641716,Jarace Walker,2024-25,6-7,235,Forward,2023
1641716,Jarace Walker,2023-24,6-7,235,Forward,2023
1642402,Enrique Freeman,2024-25,6-9,220,Forward,2024
204456,T.J. McConnell,2018-19,6-1,190,Guard,2015
204456,T.J. McConnell,2024-25,6-1,190,Guard,2015
204456,T.J. McConnell,2016-17,6-1,190,Guard,2015
204456,T.J. McConnell,2020-21,6-1,190,Guard,2015
