,PLAYER_ID,SEASON,PERCENTILE,GP,FREQ,PPP,FG_PCT,FT_FREQ,TOV_FREQ,SF_FREQ,AND1_FREQ,SCORE_FREQ,EFG_PCT,POSS,PTS,FGM,FGA
0,203991,2015-16,0.267,77,0.128,1.0,0.638,0.21399999999999997,0.114,0.186,0.0,0.571,0.638,0.011688311688311689,0.011688311688311689,0.005194805194805195,0.007792207792207792
1,1626204,2015-16,0.983,63,0.115,1.537,0.794,0.171,0.024,0.146,0.024,0.805,0.794,0.01111111111111111,0.015873015873015872,0.006349206349206349,0.007936507936507936
2,201950,2015-16,0.208,65,0.105,0.952,0.494,0.096,0.208,0.088,0.024,0.416,0.579,0.02923076923076923,0.027692307692307693,0.010769230769230769,0.021538461538461538
3,204001,2015-16,0.203,72,0.072,0.9499999999999998,0.453,0.1,0.11300000000000002,0.088,0.013,0.44999999999999996,0.516,0.015277777777777779,0.015277777777777779,0.005555555555555556,0.0125
4,201143,2015-16,0.8000000000000002,82,0.10000000000000002,1.246,0.619,0.057,0.09,0.048999999999999995,0.008,0.582,0.676,0.018292682926829267,0.023170731707317073,0.00975609756097561,0.015853658536585366
5,202684,2015-16,0.9570000000000001,82,0.073,1.419,0.767,0.279,0.116,0.256,0.116,0.698,0.767,0.006097560975609756,0.008536585365853657,0.0036585365853658534,0.004878048780487805
6,203468,2015-16,0.363,80,0.131,1.049,0.5,0.12,0.151,0.093,0.018,0.476,0.577,0.034999999999999996,0.0375,0.013750000000000002,0.026250000000000002
7,203901,2015-16,0.241,73,0.154,0.9799999999999999,0.564,0.179,0.199,0.152,0.046,0.48999999999999994,0.579,0.028767123287671233,0.0273972602739726,0.010958904109589041,0.01917808219178082
8,203482,2015-16,0.863,69,0.139,1.316,0.587,0.158,0.084,0.137,0.032,0.589,0.66,0.020289855072463767,0.026086956521739132,0.008695652173913044,0.01594202898550725
9,202696,2015-16,0.574,65,0.051,1.143,0.611,0.095,0.063,0.095,0.016,0.603,0.611,0.015384615384615385,0.016923076923076926,0.007692307692307693,0.012307692307692308
10,203076,2015-16,0.919,61,0.081,1.357,0.691,0.226,0.096,0.157,0.026,0.687,0.704,0.031147540983606555,0.042622950819672135,0.014754098360655738,0.021311475409836068
11,203939,2015-16,0.907,69,0.065,1.346,0.765,0.308,0.115,0.269,0.077,0.692,0.765,0.005797101449275362,0.007246376811594203,0.002898550724637681,0.002898550724637681
12,202681,2015-16,0.749,53,0.131,1.214,0.579,0.136,0.093,0.11399999999999999,0.043,0.557,0.627,0.04905660377358491,0.06037735849056604,0.022641509433962263,0.041509433962264156
13,203915,2015-16,0.007,12,0.132,0.5,0.286,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.0,0.3,0.286,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.049999999999999996
14,202691,2015-16,0.795,80,0.175,1.24,0.54,0.067,0.10600000000000001,0.06,0.011,0.509,0.675,0.04375,0.05500000000000001,0.02,0.0375
15,201566,2015-16,0.582,80,0.233,1.145,0.59,0.229,0.152,0.181,0.048,0.571,0.61,0.07375000000000001,0.08499999999999999,0.028749999999999998,0.05
16,201599,2015-16,0.706,77,0.075,1.194,0.761,0.224,0.134,0.179,0.045,0.627,0.761,0.011688311688311689,0.012987012987012988,0.006493506493506494,0.007792207792207792
17,203999,2015-16,0.23899999999999996,80,0.059,0.9789999999999999,0.5,0.191,0.213,0.191,0.043,0.4680000000000001,0.533,0.0075,0.0075,0.0025,0.005
18,203932,2015-16,0.43899999999999995,78,0.174,1.079,0.558,0.244,0.126,0.21300000000000002,0.047,0.543,0.581,0.020512820512820513,0.023076923076923078,0.007692307692307692,0.014102564102564105
19,1626172,2015-16,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,202710,2015-16,0.437,67,0.121,1.078,0.518,0.23999999999999996,0.11999999999999998,0.21,0.018,0.563,0.541,0.03731343283582089,0.04029850746268657,0.013432835820895522,0.023880597014925373
21,203110,2015-16,0.131,81,0.185,0.881,0.56,0.146,0.288,0.133,0.026999999999999996,0.442,0.593,0.0345679012345679,0.030864197530864196,0.011111111111111112,0.020987654320987655
22,201939,2015-16,0.752,79,0.201,1.215,0.557,0.084,0.12399999999999999,0.064,0.012,0.517,0.668,0.06455696202531645,0.07848101265822785,0.02911392405063291,0.05189873417721518
23,203500,2015-16,0.921,80,0.07,1.357,0.759,0.357,0.048,0.357,0.095,0.69,0.759,0.00625,0.008749999999999999,0.00375,0.005
24,201145,2015-16,0.5747250000000002,80,0.14943749999999997,1.1424625,0.5565,0.1731,0.11463749999999999,0.15277500000000002,0.059762499999999996,0.5347250000000001,0.596725,0.0475,0.053750000000000006,0.02,0.0375
25,201935,2015-16,0.41500000000000004,82,0.21,1.073,0.512,0.185,0.165,0.159,0.03,0.49599999999999994,0.581,0.07317073170731707,0.07804878048780488,0.025609756097560978,0.049999999999999996
26,202695,2015-16,0.732,72,0.128,1.206,0.575,0.159,0.1,0.112,0.047,0.559,0.623,0.03333333333333333,0.03888888888888889,0.015277777777777779,0.02638888888888889
27,1626181,2015-16,0.659,49,0.238,1.176,0.531,0.191,0.103,0.162,0.015,0.559,0.592,0.02857142857142857,0.0326530612244898,0.01020408163265306,0.02040816326530612
28,201587,2015-16,0.315,70,0.106,1.025,0.616,0.041,0.256,0.033,0.008,0.471,0.68,0.024285714285714285,0.025714285714285714,0.011428571428571429,0.017142857142857144
