star_player,player1_archetype,player2_archetype,player3_archetype,player4_archetype,offensive_rating,defensive_rating,net_rating,min_sum
Giannis Antetokounmpo,All Around Guard,All Around Guard,Post Scorer,Wing Shot Creator,94.13609022556392,104.23533834586466,-10.124812030075187,133.0
Giannis Antetokounmpo,All Around Big,Glue guy,Movement Shooter,Movement Shooter,110.424,113.66,-3.2488000000000006,125.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Post Scorer,Shot Creator Guard,109.3432,113.58160000000001,-4.2728,125.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Movement Shooter,Shot Creator Guard,113.90650406504065,104.03333333333333,9.876422764227643,123.0
Giannis Antetokounmpo,Post Scorer,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,100.6983606557377,95.26803278688526,5.454918032786886,122.0
Giannis Antetokounmpo,All Around Big,Shot Creator Guard,Stretch Big,Wing Shot Creator,112.58916666666667,93.30583333333334,19.243333333333332,120.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Post Scorer,Post Scorer,116.2853448275862,119.20775862068966,-2.987931034482759,116.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Movement Shooter,Shot Creator Guard,138.39298245614037,91.38859649122806,47.00438596491228,114.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Post Scorer,Rim Runner/Protector,84.17943925233645,102.74205607476635,-18.566355140186918,107.0
Giannis Antetokounmpo,3&D,Movement Shooter,Shot Creator Guard,Wing Shot Creator,108.78932038834951,94.70097087378642,14.079611650485438,103.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Stretch Big,Wing Shot Creator,112.32058823529411,100.13333333333334,12.187254901960783,102.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Pure Point Guard,Wing Shot Creator,123.801,89.355,34.44,100.0
Giannis Antetokounmpo,3&D,All Around Big,All Around Guard,Shot Creator Guard,112.01326530612246,109.55,2.432653061224489,98.0
Giannis Antetokounmpo,3&D,Movement Shooter,Post Scorer,Pure Point Guard,91.76631578947368,108.60631578947368,-16.84,95.0
Giannis Antetokounmpo,Glue guy,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,103.5641304347826,100.25217391304349,3.2923913043478246,92.0
Giannis Antetokounmpo,All Around Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,110.00219780219778,98.68461538461537,11.32967032967033,91.0
Giannis Antetokounmpo,3&D,Movement Shooter,Shot Creator Guard,Stretch Big,97.46555555555555,112.95111111111112,-15.485555555555557,90.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Stretch Big,Wing Shot Creator,105.01219512195122,118.82195121951221,-13.762195121951219,82.0
Giannis Antetokounmpo,3&D,All Around Guard,Stretch Big,Wing Shot Creator,103.19090909090909,93.02337662337662,10.167532467532467,77.0
Giannis Antetokounmpo,3&D,Movement Shooter,Pure Point Guard,Wing Shot Creator,104.19866666666667,111.75066666666666,-7.551999999999998,75.0
Giannis Antetokounmpo,Shot Creator Guard,Shot Creator Guard,Stretch Big,Wing Shot Creator,105.75866666666666,88.86800000000001,16.890666666666668,75.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Movement Shooter,Wing Shot Creator,109.33714285714287,117.2342857142857,-7.897142857142858,70.0
Giannis Antetokounmpo,Movement Shooter,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,110.84347826086957,98.14637681159421,12.697101449275362,69.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Post Scorer,Wing Shot Creator,121.55882352941177,109.77794117647059,11.780882352941177,68.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Wing Shot Creator,Wing Shot Creator,110.4,104.9,5.5,67.0
Giannis Antetokounmpo,3&D,3&D,All Around Big,Shot Creator Guard,114.97727272727273,101.5,13.477272727272725,66.0
Giannis Antetokounmpo,3&D,All Around Big,Wing Shot Creator,Wing Shot Creator,102.0,78.9,23.0,66.0
Giannis Antetokounmpo,3&D,All Around Guard,Movement Shooter,Stretch Big,104.45079365079364,105.62539682539682,-1.1746031746031746,63.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Post Scorer,Shot Creator Guard,105.52258064516128,102.1516129032258,3.370967741935484,62.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Shot Creator Guard,Wing Shot Creator,113.46229508196721,103.92786885245903,9.534426229508197,61.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Post Scorer,Pure Point Guard,105.1,97.5,7.6,61.0
Giannis Antetokounmpo,3&D,Post Scorer,Pure Point Guard,Shot Creator Guard,103.41833333333334,89.98,13.438333333333333,60.0
Giannis Antetokounmpo,3&D,All Around Big,Glue guy,Movement Shooter,101.64310344827587,106.14827586206897,-4.5137931034482754,58.0
Giannis Antetokounmpo,3&D,All Around Big,All Around Guard,Wing Shot Creator,110.3298245614035,110.20701754385964,0.1807017543859646,57.0
Giannis Antetokounmpo,All Around Big,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,115.62857142857142,92.02857142857144,23.599999999999998,56.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,120.81964285714285,89.99285714285715,30.81607142857143,56.0
Giannis Antetokounmpo,All Around Guard,Stretch Big,Wing Shot Creator,Wing Shot Creator,126.93333333333332,97.71666666666667,29.22222222222222,54.0
Giannis Antetokounmpo,3&D,All Around Big,Movement Shooter,Pure Point Guard,128.95283018867926,116.57169811320757,12.381132075471697,53.0
Giannis Antetokounmpo,3&D,Post Scorer,Shot Creator Guard,Wing Shot Creator,113.80384615384615,85.07115384615385,28.692307692307693,52.0
Giannis Antetokounmpo,3&D,All Around Big,Movement Shooter,Wing Shot Creator,124.87450980392157,124.95882352941176,-0.05098039215686347,51.0
Giannis Antetokounmpo,3&D,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,116.17254901960784,110.25294117647059,5.939215686274509,51.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Shot Creator Guard,Stretch Big,123.98235294117647,110.37058823529411,13.662745098039215,51.0
Giannis Antetokounmpo,Pure Point Guard,Shot Creator Guard,Stretch Big,Wing Shot Creator,110.64901960784314,108.88235294117646,1.788235294117647,51.0
Giannis Antetokounmpo,3&D,3&D,Rim Runner/Protector,Wing Shot Creator,96.2,99.14200000000001,-2.9420000000000006,50.0
Giannis Antetokounmpo,3&D,Stretch Big,Wing Shot Creator,Wing Shot Creator,103.96,98.4,5.48,50.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Movement Shooter,Shot Creator Guard,95.92,107.78200000000001,-11.893999999999998,50.0
Giannis Antetokounmpo,3&D,Movement Shooter,Pure Point Guard,Rim Runner/Protector,105.82916666666667,78.925,26.90416666666667,48.0
Giannis Antetokounmpo,3&D,Movement Shooter,Pure Point Guard,Stretch Big,120.92765957446808,98.69574468085106,22.23191489361702,47.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Movement Shooter,Post Scorer,107.27872340425533,108.68936170212766,-1.4638297872340433,47.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Shot Creator Guard,Stretch Big,111.11276595744681,106.0,5.112765957446808,47.0
Giannis Antetokounmpo,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,106.42727272727274,100.77272727272727,5.681818181818182,44.0
Giannis Antetokounmpo,3&D,Glue guy,Movement Shooter,Post Scorer,115.53953488372095,110.97441860465115,4.565116279069764,43.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Post Scorer,Rim Runner/Protector,101.3813953488372,115.63488372093023,-14.253488372093026,43.0
Giannis Antetokounmpo,Movement Shooter,Shot Creator Guard,Stretch Big,Stretch Big,88.87857142857142,105.16428571428571,-16.285714285714285,42.0
Giannis Antetokounmpo,3&D,Pure Point Guard,Shot Creator Guard,Stretch Big,85.81463414634146,97.62439024390244,-11.819512195121952,41.0
Giannis Antetokounmpo,3&D,Pure Point Guard,Wing Shot Creator,Wing Shot Creator,130.3,82.0,48.3,41.0
Giannis Antetokounmpo,Glue guy,Shot Creator Guard,Stretch Big,Wing Shot Creator,97.52926829268293,91.08780487804877,6.441463414634147,41.0
Giannis Antetokounmpo,Movement Shooter,Post Scorer,Pure Point Guard,Shot Creator Guard,106.8609756097561,123.81951219512196,-16.992682926829268,41.0
Giannis Antetokounmpo,3&D,3&D,All Around Guard,Stretch Big,128.54500000000002,93.19500000000001,35.385000000000005,40.0
Giannis Antetokounmpo,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Shot Creator Guard,95.2,118.6,-23.4,40.0
Giannis Antetokounmpo,All Around Guard,Post Scorer,Post Scorer,Shot Creator Guard,106.78461538461539,87.33846153846153,19.446153846153848,39.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Post Scorer,Post Scorer,125.93947368421053,105.14736842105262,20.760526315789473,38.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Stretch Big,Wing Shot Creator,115.92631578947368,122.1921052631579,-6.234210526315791,38.0
Giannis Antetokounmpo,3&D,All Around Guard,Movement Shooter,Shot Creator Guard,117.23783783783784,97.45405405405405,19.783783783783786,37.0
Giannis Antetokounmpo,3&D,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,99.59189189189189,98.87837837837837,0.713513513513516,37.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,106.93333333333334,104.55833333333334,2.3749999999999982,36.0
Giannis Antetokounmpo,3&D,3&D,Stretch Big,Wing Shot Creator,112.89428571428572,100.0,12.894285714285715,35.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Movement Shooter,Wing Shot Creator,112.71428571428571,98.16571428571429,14.594285714285714,35.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Rim Runner/Protector,Wing Shot Creator,82.25428571428571,108.52571428571429,-26.271428571428572,35.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Movement Shooter,Wing Shot Creator,107.96285714285715,102.36,5.622857142857141,35.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Post Scorer,Wing Shot Creator,100.31470588235295,110.56470588235294,-10.188235294117646,34.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Movement Shooter,Stretch Big,118.98823529411764,106.79411764705883,12.194117647058825,34.0
Giannis Antetokounmpo,3&D,Glue guy,Rim Runner/Protector,Wing Shot Creator,93.16969696969699,92.07272727272728,1.096969696969697,33.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Shot Creator Guard,Stretch Big,130.29999999999998,118.9090909090909,11.39090909090909,33.0
Giannis Antetokounmpo,All Around Guard,Shot Creator Guard,Stretch Big,Wing Shot Creator,128.46363636363637,126.33939393939393,2.124242424242425,33.0
Giannis Antetokounmpo,3&D,Glue guy,Movement Shooter,Shot Creator Guard,134.353125,114.3,19.984375,32.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Movement Shooter,Stretch Big,108.5,139.3,-30.9,32.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Wing Shot Creator,Wing Shot Creator,97.31875,111.91250000000001,-14.593749999999998,32.0
Giannis Antetokounmpo,All Around Big,Pure Point Guard,Stretch Big,Wing Shot Creator,145.7625,97.84375,47.85,32.0
Giannis Antetokounmpo,Post Scorer,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,112.578125,118.859375,-6.28125,32.0
Giannis Antetokounmpo,3&D,Glue guy,Movement Shooter,Wing Shot Creator,102.81290322580645,118.00645161290323,-15.167741935483871,31.0
Giannis Antetokounmpo,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,103.87666666666668,121.34,-17.473333333333336,30.0
Giannis Antetokounmpo,3&D,Post Scorer,Pure Point Guard,Wing Shot Creator,104.8344827586207,77.87931034482759,26.955172413793104,29.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Post Scorer,Wing Shot Creator,101.72413793103448,92.05517241379312,9.668965517241379,29.0
Giannis Antetokounmpo,All Around Guard,Rim Runner/Protector,Rim Runner/Protector,Wing Shot Creator,117.92068965517241,101.55172413793103,16.36896551724138,29.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Movement Shooter,Rim Runner/Protector,113.6,108.5,5.1,29.0
Giannis Antetokounmpo,3&D,Pure Point Guard,Stretch Big,Wing Shot Creator,105.59285714285714,106.06428571428572,-0.47142857142857103,28.0
Giannis Antetokounmpo,Movement Shooter,Post Scorer,Shot Creator Guard,Shot Creator Guard,107.94285714285715,97.32142857142857,10.62142857142857,28.0
Giannis Antetokounmpo,3&D,All Around Guard,Movement Shooter,Post Scorer,122.57777777777777,130.64444444444442,-8.05185185185185,27.0
Giannis Antetokounmpo,3&D,Glue guy,Post Scorer,Shot Creator Guard,139.0,91.8,47.2,27.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Rim Runner/Protector,Shot Creator Guard,93.14444444444443,107.56666666666668,-14.411111111111108,27.0
Giannis Antetokounmpo,3&D,3&D,All Around Big,Pure Point Guard,118.69999999999999,91.75384615384617,26.94615384615384,26.0
Giannis Antetokounmpo,3&D,All Around Big,All Around Guard,Post Scorer,117.5,114.5,3.0,26.0
Giannis Antetokounmpo,3&D,Movement Shooter,Post Scorer,Wing Shot Creator,131.10384615384615,113.44615384615385,17.592307692307692,26.0
Giannis Antetokounmpo,All Around Big,All Around Guard,All Around Guard,Movement Shooter,131.85384615384615,105.28461538461539,26.596153846153843,26.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Movement Shooter,Movement Shooter,120.80384615384615,142.34615384615384,-21.542307692307695,26.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,136.1769230769231,91.6576923076923,44.4923076923077,26.0
Giannis Antetokounmpo,Glue guy,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,88.51538461538462,105.2576923076923,-16.684615384615384,26.0
Giannis Antetokounmpo,3&D,Glue guy,Stretch Big,Wing Shot Creator,93.78,127.72399999999999,-33.924,25.0
Giannis Antetokounmpo,3&D,Movement Shooter,Movement Shooter,Shot Creator Guard,121.552,128.192,-6.639999999999998,25.0
Giannis Antetokounmpo,All Around Guard,Pure Point Guard,Stretch Big,Wing Shot Creator,80.584,90.516,-9.932,25.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Movement Shooter,Post Scorer,94.44999999999999,101.8,-7.3500000000000005,24.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Post Scorer,Post Scorer,106.5,97.8,8.7,24.0
Giannis Antetokounmpo,Movement Shooter,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,106.25,138.125,-31.875,24.0
Giannis Antetokounmpo,3&D,All Around Guard,Pure Point Guard,Stretch Big,112.78260869565217,113.30434782608695,-0.5217391304347826,23.0
Giannis Antetokounmpo,All Around Big,All Around Big,Movement Shooter,Shot Creator Guard,104.67272727272729,113.64545454545454,-8.97272727272727,22.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Movement Shooter,Movement Shooter,83.58181818181818,105.81818181818181,-22.236363636363635,22.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Movement Shooter,Post Scorer,118.44545454545455,123.8,-5.354545454545456,22.0
Giannis Antetokounmpo,3&D,All Around Guard,All Around Guard,Post Scorer,123.34285714285713,106.34285714285713,17.0,21.0
Giannis Antetokounmpo,All Around Guard,Post Scorer,Rim Runner/Protector,Shot Creator Guard,78.44285714285714,95.5952380952381,-17.166666666666668,21.0
Giannis Antetokounmpo,Pure Point Guard,Stretch Big,Wing Shot Creator,Wing Shot Creator,114.0,102.1,11.9,21.0
Giannis Antetokounmpo,3&D,Glue guy,Movement Shooter,Movement Shooter,109.3,96.05,13.25,20.0
Giannis Antetokounmpo,3&D,Movement Shooter,Pure Point Guard,Shot Creator Guard,100.38000000000001,79.81,20.62,20.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,All Around Guard,Rim Runner/Protector,87.5,122.5,-35.0,20.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Glue guy,Post Scorer,78.34,126.35999999999999,-48.02,20.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Post Scorer,Shot Creator Guard,95.65,88.65,7.0,20.0
Giannis Antetokounmpo,Movement Shooter,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,125.16,132.185,-7.025,20.0
Giannis Antetokounmpo,Movement Shooter,Stretch Big,Wing Shot Creator,Wing Shot Creator,79.2,114.3,-35.1,20.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Movement Shooter,Pure Point Guard,115.32105263157894,133.7473684210526,-18.426315789473687,19.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Movement Shooter,Post Scorer,83.42105263157895,121.92105263157895,-38.5,19.0
Giannis Antetokounmpo,3&D,3&D,Shot Creator Guard,Wing Shot Creator,101.67777777777778,62.888888888888886,38.733333333333334,18.0
Giannis Antetokounmpo,3&D,All Around Guard,Rim Runner/Protector,Wing Shot Creator,68.55555555555556,86.1888888888889,-17.672222222222217,18.0
Giannis Antetokounmpo,3&D,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,119.44444444444444,102.25,17.194444444444443,18.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Shot Creator Guard,Shot Creator Guard,108.68333333333334,88.29444444444445,20.38888888888889,18.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Shot Creator Guard,Wing Shot Creator,122.19999999999999,83.8,38.4,18.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Post Scorer,Shot Creator Guard,98.55000000000001,101.98333333333333,-3.433333333333331,18.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Post Scorer,Wing Shot Creator,105.66666666666667,131.38888888888889,-25.72222222222222,18.0
Giannis Antetokounmpo,3&D,All Around Guard,Movement Shooter,Wing Shot Creator,127.21764705882352,105.02941176470588,22.188235294117646,17.0
Giannis Antetokounmpo,3&D,Movement Shooter,Wing Shot Creator,Wing Shot Creator,87.52352941176471,126.27058823529414,-38.747058823529414,17.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Shot Creator Guard,Wing Shot Creator,79.94117647058823,102.55882352941177,-22.599999999999998,17.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Movement Shooter,Stretch Big,85.50588235294117,100.51176470588234,-15.005882352941175,17.0
Giannis Antetokounmpo,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Stretch Big,105.62352941176471,104.52352941176471,1.141176470588234,17.0
Giannis Antetokounmpo,3&D,3&D,Pure Point Guard,Shot Creator Guard,99.4375,85.4125,14.024999999999999,16.0
Giannis Antetokounmpo,3&D,3&D,Shot Creator Guard,Stretch Big,159.90625,66.41875,93.45625,16.0
Giannis Antetokounmpo,3&D,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,86.0,116.7,-30.6,16.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Shot Creator Guard,Shot Creator Guard,105.07499999999999,86.125,18.949999999999996,16.0
Giannis Antetokounmpo,All Around Guard,Post Scorer,Post Scorer,Rim Runner/Protector,100.0,87.5,12.5,16.0
Giannis Antetokounmpo,All Around Guard,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,110.8,117.1,-6.3,16.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Shot Creator Guard,Wing Shot Creator,98.30000000000001,110.425,-12.124999999999993,16.0
Giannis Antetokounmpo,3&D,All Around Guard,Glue guy,Stretch Big,112.16000000000001,78.52,33.64,15.0
Giannis Antetokounmpo,3&D,All Around Guard,Movement Shooter,Movement Shooter,124.87333333333335,75.9,48.973333333333336,15.0
Giannis Antetokounmpo,3&D,Movement Shooter,Movement Shooter,Wing Shot Creator,91.82000000000001,61.32000000000001,30.5,15.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Movement Shooter,Movement Shooter,86.27999999999999,152.14,-65.92,15.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Pure Point Guard,Shot Creator Guard,91.9,86.5,5.4,15.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Movement Shooter,Stretch Big,123.36,83.84,39.519999999999996,15.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Pure Point Guard,Wing Shot Creator,100.0,107.2,-7.2,15.0
Giannis Antetokounmpo,3&D,3&D,Shot Creator Guard,Shot Creator Guard,131.25,83.55,47.75,14.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Shot Creator Guard,Stretch Big,105.12857142857145,78.62857142857142,26.5,14.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Rim Runner/Protector,Wing Shot Creator,119.05714285714285,72.14285714285714,46.91428571428571,14.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,97.0,93.9,3.0,14.0
Giannis Antetokounmpo,Movement Shooter,Pure Point Guard,Shot Creator Guard,Stretch Big,83.48571428571428,104.45714285714287,-20.942857142857147,14.0
Giannis Antetokounmpo,3&D,3&D,Glue guy,Rim Runner/Protector,98.46923076923076,51.800000000000004,46.66923076923077,13.0
Giannis Antetokounmpo,3&D,3&D,Glue guy,Stretch Big,123.5,106.36923076923078,17.06153846153846,13.0
Giannis Antetokounmpo,3&D,3&D,Movement Shooter,Shot Creator Guard,120.84615384615384,77.93846153846154,42.97692307692307,13.0
Giannis Antetokounmpo,3&D,All Around Guard,Pure Point Guard,Wing Shot Creator,124.55384615384615,91.0076923076923,33.54615384615385,13.0
Giannis Antetokounmpo,3&D,Movement Shooter,Movement Shooter,Post Scorer,93.29999999999998,124.0,-30.699999999999996,13.0
Giannis Antetokounmpo,3&D,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,85.38461538461539,134.6153846153846,-49.23076923076923,13.0
Giannis Antetokounmpo,3&D,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,93.6,134.15384615384616,-40.55384615384616,13.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Post Scorer,Shot Creator Guard,65.5,106.70000000000002,-41.10000000000001,13.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Rim Runner/Protector,Wing Shot Creator,158.39999999999998,100.0,58.400000000000006,13.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Pure Point Guard,Wing Shot Creator,85.23076923076923,134.46153846153845,-49.23076923076923,13.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Shot Creator Guard,Shot Creator Guard,102.95384615384616,117.44615384615385,-14.461538461538463,13.0
Giannis Antetokounmpo,3&D,All Around Big,All Around Guard,Pure Point Guard,107.40000000000002,96.3,11.1,12.0
Giannis Antetokounmpo,3&D,All Around Big,Shot Creator Guard,Shot Creator Guard,140.0,128.54999999999998,11.450000000000001,12.0
Giannis Antetokounmpo,3&D,All Around Guard,Movement Shooter,Pure Point Guard,93.94166666666666,109.70833333333333,-15.766666666666666,12.0
Giannis Antetokounmpo,3&D,Glue guy,Shot Creator Guard,Wing Shot Creator,126.95,64.10000000000001,62.85,12.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Movement Shooter,Shot Creator Guard,133.96666666666667,75.09166666666667,58.81666666666666,12.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Pure Point Guard,Rim Runner/Protector,80.02499999999999,85.75,-5.724999999999999,12.0
Giannis Antetokounmpo,Glue guy,Rim Runner/Protector,Shot Creator Guard,Shot Creator Guard,69.6,104.0,-34.4,12.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Movement Shooter,Movement Shooter,92.59999999999998,112.5,-19.9,12.0
Giannis Antetokounmpo,Movement Shooter,Movement Shooter,Stretch Big,Stretch Big,141.9,67.44999999999999,74.50000000000001,12.0
Giannis Antetokounmpo,Movement Shooter,Pure Point Guard,Rim Runner/Protector,Stretch Big,123.8,140.9,-17.1,12.0
Giannis Antetokounmpo,Movement Shooter,Pure Point Guard,Wing Shot Creator,Wing Shot Creator,129.875,103.575,26.3,12.0
Giannis Antetokounmpo,3&D,All Around Big,All Around Guard,Glue guy,113.6,130.4,-16.8,11.0
Giannis Antetokounmpo,3&D,Movement Shooter,Movement Shooter,Movement Shooter,119.26363636363637,100.0,19.200000000000003,11.0
Giannis Antetokounmpo,3&D,Movement Shooter,Rim Runner/Protector,Stretch Big,113.0,62.1,51.0,11.0
Giannis Antetokounmpo,All Around Big,Glue guy,Pure Point Guard,Wing Shot Creator,84.6,96.2,-11.5,11.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Stretch Big,Wing Shot Creator,131.8181818181818,74.78181818181817,57.03636363636363,11.0
Giannis Antetokounmpo,All Around Big,Stretch Big,Stretch Big,Wing Shot Creator,143.5,30.4,113.0,11.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Glue guy,Rim Runner/Protector,62.98181818181818,106.61818181818181,-43.63636363636363,11.0
Giannis Antetokounmpo,All Around Guard,All Around Guard,Post Scorer,Shot Creator Guard,100.0,115.23636363636363,-15.236363636363636,11.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Movement Shooter,Rim Runner/Protector,118.46363636363635,91.19090909090909,27.272727272727273,11.0
Giannis Antetokounmpo,All Around Guard,Post Scorer,Shot Creator Guard,Shot Creator Guard,82.1,158.3,-76.2,11.0
Giannis Antetokounmpo,3&D,All Around Guard,All Around Guard,Movement Shooter,104.02000000000001,104.8,-0.7799999999999997,10.0
Giannis Antetokounmpo,3&D,All Around Guard,Shot Creator Guard,Wing Shot Creator,133.32,123.78,9.54,10.0
Giannis Antetokounmpo,All Around Big,Glue guy,Movement Shooter,Shot Creator Guard,114.98000000000002,99.32000000000001,15.66,10.0
Giannis Antetokounmpo,All Around Big,Movement Shooter,Movement Shooter,Post Scorer,73.1,91.3,-18.2,10.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Pure Point Guard,Stretch Big,123.8,155.6,-31.7,10.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Pure Point Guard,Wing Shot Creator,83.45,98.85,-15.4,10.0
Giannis Antetokounmpo,Glue guy,Post Scorer,Post Scorer,Shot Creator Guard,61.9,105.56000000000002,-43.66,10.0
Giannis Antetokounmpo,3&D,Movement Shooter,Shot Creator Guard,Shot Creator Guard,83.33333333333333,115.53333333333333,-32.2,9.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,117.59999999999998,100.0,17.6,9.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Wing Shot Creator,Wing Shot Creator,90.5,95.0,-4.5,9.0
Giannis Antetokounmpo,Glue guy,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,100.0,106.7,-6.7,9.0
Giannis Antetokounmpo,Glue guy,Shot Creator Guard,Shot Creator Guard,Stretch Big,122.19999999999999,110.5,11.7,9.0
Giannis Antetokounmpo,3&D,Movement Shooter,Movement Shooter,Stretch Big,166.7,58.8,107.8,8.0
Giannis Antetokounmpo,3&D,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,150.15,88.55,61.625,8.0
Giannis Antetokounmpo,All Around Big,All Around Guard,Movement Shooter,Post Scorer,66.7,100.0,-33.3,8.0
Giannis Antetokounmpo,All Around Guard,Glue guy,Glue guy,Movement Shooter,100.0,100.0,0.0,8.0
Giannis Antetokounmpo,All Around Guard,Movement Shooter,Movement Shooter,Movement Shooter,107.15,107.65,-0.5,8.0
Giannis Antetokounmpo,Glue guy,Glue guy,Movement Shooter,Movement Shooter,95.0,122.2,-27.2,8.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Movement Shooter,Wing Shot Creator,77.25,135.95,-58.7,8.0
Giannis Antetokounmpo,Glue guy,Movement Shooter,Pure Point Guard,Shot Creator Guard,99.15,40.85,58.35,8.0
Giannis Antetokounmpo,Glue guy,Pure Point Guard,Wing Shot Creator,Wing Shot Creator,80.0,73.7,6.3,8.0
