PLAYER_ID,SEASON,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
1495,2015-16,0.067,0.0,0.0,0.0,0.0,0.0
1717,2015-16,0.247,0.0,0.0,0.0,0.0,0.0
1717,2016-17,0.229,0.0,0.0,0.0,0.0,0.0
1717,2017-18,0.242,0.0,0.0,0.0,0.0,0.0
1717,2018-19,0.283,0.0,0.0,0.0,0.0,0.0
1889,2015-16,0.579,0.0,0.0,0.0,0.0,0.0
1891,2015-16,0.406,0.0,0.0,0.0,0.0,0.0
1891,2016-17,0.488,0.0,0.0,0.0,0.0,0.0
1891,2017-18,0.314,0.0,0.0,0.0,0.0,0.0
1938,2015-16,0.332,0.0,0.0,0.0,0.0,0.0
1938,2016-17,0.369,0.0,0.0,0.0,0.0,0.0
1938,2017-18,0.316,0.0,0.0,0.0,0.0,0.0
2034,2015-16,0.35,0.0,0.0,0.0,0.0,0.0
2034,2016-17,0.525,0.0,0.0,0.0,0.0,0.0
2037,2015-16,0.402,0.0,0.0,0.0,0.0,0.0
2037,2016-17,0.402,0.0,0.0,0.0,0.0,0.0
2037,2017-18,0.401,0.0,0.0,0.0,0.0,0.0
2037,2018-19,0.347,0.0,0.0,0.0,0.0,0.0
2037,2019-20,1.0,0.0,0.0,0.0,0.0,0.0
2199,2015-16,0.188,0.0,0.0,0.0,0.0,0.0
2199,2016-17,0.124,0.0,0.0,0.0,0.0,0.0
2199,2017-18,0.173,0.0,0.0,0.0,0.0,0.0
2199,2018-19,0.203,0.0,0.0,0.0,0.0,0.0
2199,2019-20,0.296,0.0,0.0,0.0,0.0,0.0
2200,2015-16,0.068,0.0,0.0,0.0,0.0,0.0
2200,2016-17,0.134,0.0,0.0,0.0,0.0,0.0
2200,2017-18,0.177,0.0,0.0,0.0,0.0,0.0
2200,2018-19,0.161,0.0,0.0,0.0,0.0,0.0
2207,2015-16,0.421,0.0,0.0,0.0,0.0,0.0
2207,2016-17,0.422,0.0,0.0,0.0,0.0,0.0
2207,2017-18,0.393,0.0,0.0,0.0,0.0,0.0
2207,2021-22,1.0,0.0,0.0,0.0,0.0,0.0
2210,2015-16,0.422,0.0,0.0,0.0,0.0,0.0
2210,2016-17,0.382,0.0,0.0,0.0,0.0,0.0
2210,2017-18,0.429,0.0,0.0,0.0,0.0,0.0
2225,2015-16,0.318,0.0,0.0,0.0,0.0,0.0
2225,2016-17,0.375,0.0,0.0,0.0,0.0,0.0
2225,2017-18,0.331,0.0,0.0,0.0,0.0,0.0
2225,2018-19,0.395,0.0,0.0,0.0,0.0,0.0
2399,2015-16,0.406,0.0,0.0,0.0,0.0,0.0
2399,2016-17,0.416,0.0,0.0,0.0,0.0,0.0
2403,2015-16,0.115,0.0,0.0,0.0,0.0,0.0
2403,2016-17,0.198,0.0,0.0,0.0,0.0,0.0
2403,2017-18,0.322,0.0,0.0,0.0,0.0,0.0
2403,2018-19,0.257,0.0,0.0,0.0,0.0,0.0
2440,2015-16,0.432,0.0,0.0,0.0,0.0,0.0
2440,2016-17,0.439,0.0,0.0,0.0,0.0,0.0
2446,2015-16,0.41,0.0,0.0,0.0,0.0,0.0
2544,2015-16,0.381,0.0,0.0,0.0,0.0,0.0
2544,2016-17,0.388,0.0,0.0,0.0,0.0,0.0
2544,2017-18,0.383,0.0,0.0,0.0,0.0,0.0
2544,2018-19,0.419,0.0,0.0,0.0,0.0,0.0
2544,2019-20,0.373,0.0,0.0,0.0,0.0,0.0
2544,2020-21,0.403,0.0,0.0,0.0,0.0,0.0
2544,2021-22,0.364,0.0,0.0,0.0,0.0,0.0
2544,2022-23,0.407,0.0,0.0,0.0,0.0,0.0
2544,2023-24,0.427,0.0,0.0,0.0,0.0,0.0
2544,2024-25,0.47,0.0,0.0,0.0,0.0,0.0
2546,2015-16,0.418,0.0,0.0,0.0,0.0,0.0
2546,2016-17,0.436,0.0,0.0,0.0,0.0,0.0
2546,2017-18,0.365,0.0,0.0,0.0,0.0,0.0
2546,2018-19,0.37,0.0,0.0,0.0,0.0,0.0
2546,2019-20,0.47,0.0,0.0,0.0,0.0,0.0
2546,2020-21,0.474,0.0,0.0,0.0,0.0,0.0
2546,2021-22,0.36,0.0,0.0,0.0,0.0,0.0
2548,2015-16,0.367,0.0,0.0,0.0,0.0,0.0
2548,2016-17,0.419,0.0,0.0,0.0,0.0,0.0
2548,2017-18,0.4,0.0,0.0,0.0,0.0,0.0
2548,2018-19,0.45,0.0,0.0,0.0,0.0,0.0
2555,2015-16,0.183,0.0,0.0,0.0,0.0,0.0
2555,2016-17,0.154,0.0,0.0,0.0,0.0,0.0
2555,2017-18,0.194,0.0,0.0,0.0,0.0,0.0
2561,2015-16,0.149,0.0,0.0,0.0,0.0,0.0
2561,2016-17,0.177,0.0,0.0,0.0,0.0,0.0
2561,2017-18,0.25,0.0,0.0,0.0,0.0,0.0
2564,2015-16,0.228,0.0,0.0,0.0,0.0,0.0
2564,2016-17,0.257,0.0,0.0,0.0,0.0,0.0
2571,2015-16,0.348,0.0,0.0,0.0,0.0,0.0
2571,2016-17,0.366,0.0,0.0,0.0,0.0,0.0
2585,2015-16,0.092,0.0,0.0,0.0,0.0,0.0
2585,2016-17,0.127,0.0,0.0,0.0,0.0,0.0
2585,2017-18,0.211,0.0,0.0,0.0,0.0,0.0
2585,2018-19,0.218,0.0,0.0,0.0,0.0,0.0
2588,2015-16,0.184,0.0,0.0,0.0,0.0,0.0
2590,2015-16,0.354,0.0,0.0,0.0,0.0,0.0
2592,2015-16,0.325,0.0,0.0,0.0,0.0,0.0
2592,2016-17,0.27,0.0,0.0,0.0,0.0,0.0
2594,2015-16,0.334,0.0,0.0,0.0,0.0,0.0
2594,2016-17,0.371,0.0,0.0,0.0,0.0,0.0
2594,2017-18,0.369,0.0,0.0,0.0,0.0,0.0
2594,2018-19,0.375,0.0,0.0,0.0,0.0,0.0
2594,2019-20,0.364,0.0,0.0,0.0,0.0,0.0
2730,2015-16,0.112,0.0,0.0,0.0,0.0,0.0
2730,2016-17,0.212,0.0,0.0,0.0,0.0,0.0
2730,2017-18,0.221,0.0,0.0,0.0,0.0,0.0
2730,2018-19,0.184,0.0,0.0,0.0,0.0,0.0
2730,2019-20,0.246,0.0,0.0,0.0,0.0,0.0
2730,2020-21,0.198,0.0,0.0,0.0,0.0,0.0
2730,2021-22,0.22,0.0,0.0,0.0,0.0,0.0
2733,2015-16,0.357,0.0,0.0,0.0,0.0,0.0
2733,2016-17,0.402,0.0,0.0,0.0,0.0,0.0
2733,2017-18,0.313,0.0,0.0,0.0,0.0,0.0
2733,2018-19,0.377,0.0,0.0,0.0,0.0,0.0
2734,2015-16,0.418,0.0,0.0,0.0,0.0,0.0
2734,2016-17,0.431,0.0,0.0,0.0,0.0,0.0
2734,2017-18,0.369,0.0,0.0,0.0,0.0,0.0
2734,2018-19,0.345,0.0,0.0,0.0,0.0,0.0
2738,2015-16,0.353,0.0,0.0,0.0,0.0,0.0
2738,2016-17,0.359,0.0,0.0,0.0,0.0,0.0
2738,2017-18,0.344,0.0,0.0,0.0,0.0,0.0
2738,2018-19,0.374,0.0,0.0,0.0,0.0,0.0
2738,2019-20,0.405,0.0,0.0,0.0,0.0,0.0
2738,2020-21,0.467,0.0,0.0,0.0,0.0,0.0
2738,2021-22,0.333,0.0,0.0,0.0,0.0,0.0
2738,2022-23,0.294,0.0,0.0,0.0,0.0,0.0
2743,2015-16,0.18,0.0,0.0,0.0,0.0,0.0
2743,2016-17,0.164,0.0,0.0,0.0,0.0,0.0
2746,2015-16,0.208,0.0,0.0,0.0,0.0,0.0
2746,2017-18,0.333,0.0,0.0,0.0,0.0,0.0
2747,2015-16,0.412,0.0,0.0,0.0,0.0,0.0
2747,2016-17,0.457,0.0,0.0,0.0,0.0,0.0
2747,2017-18,0.4,0.0,0.0,0.0,0.0,0.0
2747,2018-19,0.429,0.0,0.0,0.0,0.0,0.0
2747,2019-20,0.6,0.0,0.0,0.0,0.0,0.0
2749,2015-16,0.419,0.0,0.0,0.0,0.0,0.0
2749,2016-17,0.384,0.0,0.0,0.0,0.0,0.0
2749,2017-18,0.381,0.0,0.0,0.0,0.0,0.0
2755,2015-16,0.382,0.0,0.0,0.0,0.0,0.0
2760,2015-16,0.168,0.0,0.0,0.0,0.0,0.0
2760,2016-17,0.25,0.0,0.0,0.0,0.0,0.0
2760,2020-21,0.241,0.0,0.0,0.0,0.0,0.0
2772,2015-16,0.38,0.0,0.0,0.0,0.0,0.0
2772,2016-17,0.383,0.0,0.0,0.0,0.0,0.0
2772,2017-18,0.339,0.0,0.0,0.0,0.0,0.0
2772,2018-19,0.354,0.0,0.0,0.0,0.0,0.0
2772,2019-20,0.386,0.0,0.0,0.0,0.0,0.0
2772,2020-21,0.435,0.0,0.0,0.0,0.0,0.0
2772,2021-22,0.319,0.0,0.0,0.0,0.0,0.0
101106,2015-16,0.082,0.0,0.0,0.0,0.0,0.0
101106,2016-17,0.084,0.0,0.0,0.0,0.0,0.0
101106,2017-18,0.228,0.0,0.0,0.0,0.0,0.0
101106,2018-19,0.185,0.0,0.0,0.0,0.0,0.0
101107,2015-16,0.293,0.0,0.0,0.0,0.0,0.0
101107,2016-17,0.363,0.0,0.0,0.0,0.0,0.0
101107,2017-18,0.311,0.0,0.0,0.0,0.0,0.0
101107,2018-19,0.378,0.0,0.0,0.0,0.0,0.0
101107,2019-20,0.366,0.0,0.0,0.0,0.0,0.0
101108,2015-16,0.345,0.0,0.0,0.0,0.0,0.0
101108,2016-17,0.392,0.0,0.0,0.0,0.0,0.0
101108,2017-18,0.318,0.0,0.0,0.0,0.0,0.0
101108,2018-19,0.347,0.0,0.0,0.0,0.0,0.0
101108,2019-20,0.396,0.0,0.0,0.0,0.0,0.0
101108,2020-21,0.399,0.0,0.0,0.0,0.0,0.0
101108,2021-22,0.415,0.0,0.0,0.0,0.0,0.0
101108,2022-23,0.388,0.0,0.0,0.0,0.0,0.0
101108,2023-24,0.401,0.0,0.0,0.0,0.0,0.0
101108,2024-25,0.446,0.0,0.0,0.0,0.0,0.0
101112,2015-16,0.259,0.0,0.0,0.0,0.0,0.0
101112,2016-17,0.178,0.0,0.0,0.0,0.0,0.0
101112,2017-18,0.263,0.0,0.0,0.0,0.0,0.0
101112,2018-19,0.271,0.0,0.0,0.0,0.0,0.0
101114,2015-16,0.429,0.0,0.0,0.0,0.0,0.0
101114,2016-17,0.37,0.0,0.0,0.0,0.0,0.0
101123,2015-16,0.385,0.0,0.0,0.0,0.0,0.0
101123,2016-17,0.448,0.0,0.0,0.0,0.0,0.0
101123,2017-18,0.353,0.0,0.0,0.0,0.0,0.0
101123,2018-19,0.384,0.0,0.0,0.0,0.0,0.0
101123,2021-22,0.0,0.0,0.0,0.0,0.0,0.0
101135,2015-16,0.18,0.0,0.0,0.0,0.0,0.0
101135,2016-17,0.278,0.0,0.0,0.0,0.0,0.0
101139,2015-16,0.323,0.0,0.0,0.0,0.0,0.0
101139,2016-17,0.477,0.0,0.0,0.0,0.0,0.0
