PLAYER_ID,SEASON,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,PTS_PER_PAINT_TOUCH,touches_per_min,time_poss_per_min,front_ct_touches_per_min,paint_touch_share,post_touch_share,elbow_touch_share,DRIVE_FG_PCT,drives_per_min,drive_pts_per_drive,drive_ast_rate,drive_tov_rate,drive_pf_rate,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,dist_miles_per_48min,dist_miles_off_per_48min,dist_miles_def_per_48min,AST_TO_PASS_PCT,passes_per_min,ast_per_pass,secondary_ast_rate,potential_ast_rate,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT,catch_fga_per_min,catch_fg3a_per_min,PULL_UP_FG_PCT,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT,pullup_fga_per_min
1629669,2020-21,3.36,2.97,0.33,1.12,1.5,0.08,0.84,0.02,0.0,0.01,0.49,0.26,0.65,0.05,0.06,0.07,4.38,4.72,4.05,3.713,1.856,1.856,0.08,0.96,0.09,0.01,0.17,0.34,0.34,0.5,0.14,0.14,0.42,0.33,0.49,0.14
1628369,2020-21,3.71,2.61,0.34,0.93,2.17,0.13,1.26,0.03,0.03,0.02,0.48,0.35,0.65,0.07,0.07,0.08,3.97,4.33,3.61,3.352,1.877,1.475,0.09,1.38,0.09,0.01,0.17,0.46,0.45,0.64,0.06,0.05,0.36,0.36,0.46,0.27
201145,2020-21,1.9,0.71,0.31,0.87,1.33,0.04,0.78,0.04,0.01,0.04,0.45,0.07,0.87,0.07,0.04,0.22,3.81,4.05,3.59,3.2,1.778,1.6,0.06,0.96,0.06,0.01,0.12,0.44,0.44,0.64,0.13,0.12,0.31,0.16,0.34,0.03
201952,2020-21,4.73,4.55,0.21,0.15,1.88,0.15,0.72,0.01,0.0,0.01,0.46,0.38,0.56,0.1,0.07,0.09,3.89,4.17,3.61,3.329,1.665,1.665,0.1,1.42,0.1,0.01,0.18,0.43,0.43,0.64,0.05,0.05,0.38,0.45,0.48,0.1
203924,2020-21,2.5,1.57,0.36,0.96,1.82,0.08,1.17,0.03,0.02,0.02,0.47,0.33,0.67,0.06,0.08,0.13,4.09,4.48,3.67,3.398,1.982,1.416,0.07,1.13,0.07,0.01,0.15,0.37,0.37,0.54,0.16,0.14,0.34,0.27,0.37,0.14
1629010,2020-21,2.72,2.14,0.19,0.29,1.41,0.06,0.9,0.02,0.0,0.0,0.2,0.21,0.29,0.08,0.13,0.06,4.62,5.06,4.18,4.022,2.145,1.877,0.08,1.0,0.08,0.02,0.13,0.26,0.25,0.37,0.13,0.12,0.35,0.33,0.38,0.11
1628975,2020-21,2.63,2.04,0.26,0.0,1.36,0.06,0.79,0.01,0.0,0.0,0.59,0.12,0.42,0.1,0.06,0.02,4.4,4.55,4.26,3.63,2.017,1.613,0.1,1.0,0.1,0.02,0.18,0.4,0.39,0.59,0.18,0.18,0.44,0.29,0.49,0.09
202710,2020-21,4.69,3.7,0.28,0.91,2.31,0.18,1.04,0.05,0.04,0.02,0.48,0.46,0.53,0.12,0.04,0.09,4.18,4.44,3.91,3.571,1.857,1.714,0.13,1.64,0.13,0.01,0.25,0.32,0.32,0.43,0.04,0.03,0.38,0.17,0.4,0.12
203925,2020-21,1.54,0.81,0.38,0.97,1.21,0.03,0.8,0.02,0.0,0.01,0.47,0.13,0.46,0.11,0.07,0.04,4.28,4.82,3.75,3.561,2.013,1.548,0.08,0.81,0.08,0.01,0.14,0.52,0.52,0.76,0.17,0.16,0.39,0.32,0.47,0.08
204060,2020-21,3.77,2.86,0.2,0.29,2.14,0.13,1.07,0.0,0.0,0.01,0.59,0.28,0.42,0.16,0.09,0.05,4.16,4.58,3.74,3.613,1.892,1.548,0.1,1.69,0.1,0.01,0.21,0.49,0.49,0.74,0.12,0.12,0.42,0.41,0.6,0.11
203954,2020-21,2.5,1.06,0.4,1.04,2.28,0.09,1.6,0.08,0.17,0.06,0.51,0.12,0.89,0.03,0.05,0.14,3.79,4.01,3.57,3.241,1.698,1.543,0.06,1.41,0.06,0.01,0.1,0.41,0.36,0.54,0.11,0.07,0.46,0.44,0.48,0.18
1628381,2020-21,1.56,0.47,0.34,1.13,1.77,0.05,0.98,0.12,0.06,0.04,0.47,0.08,0.74,0.03,0.08,0.08,4.24,4.54,3.93,3.604,1.966,1.638,0.03,1.24,0.03,0.01,0.06,0.41,0.4,0.56,0.14,0.11,0.55,0.2,0.55,0.03
1629723,2020-21,1.85,0.99,0.22,0.82,1.42,0.04,0.75,0.08,0.0,0.02,0.38,0.1,0.32,0.11,0.04,0.07,4.53,4.77,4.29,3.94,2.149,1.791,0.07,1.11,0.07,0.01,0.17,0.34,0.35,0.51,0.1,0.1,0.86,1.0,1.0,0.01
202322,2020-21,5.77,5.18,0.26,0.71,2.48,0.24,0.83,0.0,0.0,0.0,0.49,0.48,0.56,0.07,0.07,0.09,3.72,4.01,3.43,3.13,1.64,1.491,0.13,1.64,0.13,0.01,0.27,0.38,0.38,0.57,0.1,0.1,0.3,0.26,0.35,0.21
202685,2020-21,1.74,0.51,0.32,1.02,1.91,0.06,1.07,0.2,0.09,0.07,0.49,0.03,0.74,0.0,0.07,0.09,4.01,4.23,3.79,3.392,1.696,1.527,0.05,1.36,0.05,0.0,0.07,0.41,0.3,0.48,0.06,0.03,0.43,1.0,0.45,0.02
203903,2020-21,3.62,3.12,0.44,0.76,1.57,0.09,0.97,0.02,0.0,0.01,0.53,0.39,0.63,0.09,0.07,0.03,4.43,4.89,3.96,3.775,2.157,1.618,0.11,0.83,0.11,0.02,0.2,0.37,0.37,0.55,0.15,0.15,0.35,0.33,0.48,0.24
1629162,2020-21,4.48,4.03,0.12,0.64,2.32,0.17,0.86,0.01,0.0,0.01,0.4,0.32,0.29,0.12,0.06,0.01,4.56,5.04,4.08,3.913,2.087,1.826,0.11,1.92,0.11,0.01,0.22,0.39,0.41,0.59,0.07,0.07,0.26,0.22,0.33,0.04
1629670,2020-21,2.9,2.08,0.44,1.33,1.41,0.07,0.82,0.04,0.01,0.01,0.5,0.11,0.9,0.03,0.03,0.07,4.3,4.72,3.88,3.692,2.11,1.582,0.03,0.75,0.03,0.0,0.11,0.32,0.32,0.48,0.15,0.14,0.52,0.68,0.66,0.19
1629673,2020-21,3.06,2.48,0.33,1.0,1.89,0.1,1.16,0.01,0.0,0.01,0.52,0.27,0.62,0.08,0.04,0.07,4.21,4.74,3.72,3.464,1.979,1.485,0.08,1.24,0.08,0.01,0.15,0.38,0.38,0.56,0.21,0.2,0.37,0.29,0.45,0.14
1630182,2020-21,2.0,1.27,0.24,0.53,0.96,0.03,0.67,0.11,0.0,0.03,0.45,0.11,0.42,0.08,0.08,0.02,4.61,4.86,4.35,3.789,2.105,1.684,0.09,0.67,0.09,0.01,0.19,0.17,0.17,0.25,0.05,0.05,0.4,0.0,0.4,0.04
1628404,2020-21,2.16,1.23,0.23,0.58,1.41,0.05,0.76,0.02,0.0,0.01,0.62,0.1,0.59,0.12,0.04,0.11,4.31,4.63,3.99,3.679,2.007,1.672,0.08,1.06,0.08,0.01,0.14,0.33,0.32,0.48,0.14,0.13,0.41,0.36,0.47,0.02
1628367,2020-21,2.5,1.78,0.36,0.77,1.46,0.06,0.93,0.04,0.01,0.01,0.48,0.28,0.58,0.09,0.1,0.07,4.27,4.55,3.97,3.619,1.905,1.714,0.11,0.83,0.11,0.01,0.19,0.32,0.31,0.47,0.13,0.13,0.39,0.26,0.43,0.1
1629006,2020-21,1.98,1.22,0.27,0.9,0.97,0.03,0.67,0.09,0.01,0.03,0.26,0.11,0.35,0.1,0.12,0.1,4.29,4.35,4.24,3.783,1.892,1.892,0.08,0.66,0.08,0.02,0.17,0.26,0.26,0.39,0.08,0.08,0.23,0.33,0.34,0.02
1626196,2020-21,3.15,2.28,0.27,0.74,1.48,0.08,0.93,0.02,0.0,0.01,0.5,0.21,0.56,0.08,0.07,0.05,4.28,4.52,4.03,3.644,1.901,1.584,0.08,1.04,0.08,0.02,0.15,0.34,0.32,0.49,0.13,0.12,0.43,0.31,0.46,0.12
201950,2020-21,4.35,3.85,0.28,0.78,1.95,0.14,0.8,0.05,0.01,0.01,0.53,0.31,0.57,0.12,0.07,0.06,4.27,4.75,3.85,3.715,1.932,1.783,0.14,1.36,0.14,0.01,0.25,0.37,0.38,0.55,0.07,0.06,0.46,0.4,0.57,0.15
1629308,2020-21,1.88,1.09,0.13,0.76,2.06,0.06,1.05,0.04,0.01,0.02,0.61,0.08,0.52,0.09,0.13,0.03,4.48,4.96,4.04,3.904,2.067,1.837,0.08,1.77,0.08,0.01,0.14,0.45,0.44,0.66,0.07,0.07,0.18,0.2,0.27,0.01
1627823,2020-21,1.47,0.53,0.28,0.9,1.49,0.04,0.81,0.08,0.01,0.02,0.47,0.09,0.74,0.08,0.13,0.19,4.46,4.83,4.09,3.884,1.942,1.665,0.04,1.04,0.04,0.0,0.06,0.34,0.34,0.51,0.18,0.18,0.0,0.0,0.0,0.01
203944,2020-21,3.36,2.27,0.29,0.77,2.23,0.12,1.29,0.03,0.06,0.03,0.48,0.28,0.49,0.14,0.06,0.06,3.99,4.34,3.61,3.319,1.915,1.532,0.11,1.52,0.11,0.01,0.2,0.42,0.42,0.6,0.12,0.1,0.42,0.4,0.45,0.22
203200,2020-21,1.58,0.98,0.31,0.68,1.11,0.03,0.71,0.03,0.0,0.01,0.43,0.08,0.35,0.1,0.06,0.05,4.35,4.78,3.95,3.802,2.059,1.743,0.07,0.77,0.07,0.01,0.11,0.38,0.38,0.56,0.17,0.17,0.4,0.4,0.53,0.06
1628382,2020-21,2.59,1.95,0.27,1.17,1.59,0.07,0.98,0.03,0.0,0.01,0.43,0.22,0.53,0.1,0.09,0.09,4.22,4.55,3.89,3.671,1.976,1.694,0.08,1.1,0.08,0.01,0.16,0.32,0.3,0.47,0.16,0.15,0.38,0.36,0.45,0.11
1628383,2020-21,1.29,0.34,0.2,0.67,1.43,0.03,0.88,0.12,0.02,0.05,0.0,0.0,0.0,0.0,1.0,0.0,4.17,4.44,3.94,3.537,1.768,1.768,0.05,1.06,0.05,0.02,0.12,0.32,0.28,0.45,0.15,0.13,0.0,0.0,0.0,0.02
203994,2020-21,1.77,0.64,0.22,0.83,2.16,0.06,1.28,0.11,0.06,0.09,0.52,0.03,0.89,0.0,0.07,0.07,4.08,4.34,3.81,3.429,1.815,1.613,0.09,1.59,0.09,0.01,0.16,0.42,0.42,0.55,0.04,0.03,0.29,0.67,0.43,0.01
1630231,2020-21,1.53,0.72,0.3,1.11,1.33,0.03,0.69,0.11,0.01,0.02,0.44,0.09,0.63,0.08,0.1,0.1,4.11,4.33,3.9,3.443,1.823,1.62,0.05,0.93,0.05,0.01,0.11,0.38,0.38,0.56,0.08,0.08,0.25,0.29,0.33,0.01
1626157,2020-21,2.14,0.84,0.36,0.99,2.05,0.07,1.45,0.08,0.12,0.05,0.54,0.17,0.8,0.06,0.08,0.12,3.86,4.11,3.61,3.266,1.704,1.562,0.1,1.32,0.1,0.01,0.18,0.41,0.41,0.6,0.16,0.15,0.28,0.26,0.33,0.06
202695,2020-21,4.23,3.26,0.42,0.94,1.75,0.12,1.15,0.04,0.1,0.04,0.56,0.37,0.64,0.1,0.05,0.08,4.12,4.41,3.8,3.519,1.971,1.548,0.15,1.04,0.15,0.02,0.26,0.48,0.47,0.67,0.09,0.07,0.43,0.33,0.48,0.25
1629640,2020-21,2.19,1.31,0.31,0.94,1.43,0.05,0.74,0.04,0.0,0.01,0.48,0.25,0.75,0.05,0.09,0.09,4.29,4.57,4.0,3.537,2.021,1.684,0.06,0.96,0.06,0.01,0.11,0.34,0.35,0.51,0.08,0.07,0.4,0.27,0.45,0.04
203482,2020-21,1.8,0.71,0.25,1.0,1.92,0.06,1.04,0.07,0.03,0.03,0.58,0.1,0.56,0.15,0.13,0.09,4.27,4.66,3.87,3.705,2.021,1.684,0.07,1.44,0.07,0.0,0.13,0.35,0.34,0.52,0.16,0.15,0.28,0.34,0.4,0.04
1626162,2020-21,2.12,1.41,0.4,1.02,1.27,0.04,0.86,0.08,0.01,0.02,0.42,0.15,0.67,0.04,0.07,0.11,4.36,4.61,4.13,3.596,1.876,1.876,0.06,0.73,0.06,0.01,0.12,0.33,0.34,0.5,0.14,0.14,0.31,0.25,0.36,0.07
202689,2020-21,4.64,4.41,0.26,0.53,2.28,0.18,0.8,0.01,0.0,0.0,0.5,0.32,0.54,0.12,0.07,0.07,4.16,4.66,3.66,3.623,1.962,1.509,0.1,1.61,0.1,0.01,0.17,0.4,0.39,0.59,0.08,0.08,0.36,0.35,0.47,0.27
1629134,2020-21,3.71,3.04,0.32,1.03,1.53,0.09,0.76,0.02,0.0,0.01,0.53,0.2,0.58,0.09,0.07,0.04,4.16,4.58,3.74,3.58,1.953,1.627,0.09,1.02,0.09,0.01,0.19,0.42,0.42,0.62,0.15,0.14,0.38,0.26,0.44,0.11
1629026,2020-21,2.53,1.99,0.25,0.74,1.47,0.06,0.89,0.06,0.01,0.01,0.47,0.21,0.41,0.11,0.07,0.04,4.39,4.67,4.1,3.778,2.0,1.778,0.1,1.07,0.1,0.01,0.2,0.45,0.45,0.66,0.07,0.07,0.44,0.41,0.48,0.06
203145,2020-21,2.38,1.6,0.23,0.77,1.6,0.06,0.92,0.04,0.01,0.01,0.45,0.13,0.4,0.07,0.08,0.06,4.37,4.65,4.12,3.618,1.93,1.688,0.07,1.17,0.07,0.01,0.13,0.42,0.42,0.62,0.13,0.12,0.27,0.32,0.32,0.06
203484,2020-21,1.8,0.94,0.26,0.48,1.34,0.04,0.85,0.02,0.0,0.01,0.42,0.08,0.39,0.12,0.12,0.05,4.15,4.24,4.05,3.549,1.859,1.69,0.07,1.0,0.07,0.01,0.12,0.42,0.42,0.62,0.13,0.13,0.34,0.42,0.42,0.05
201142,2020-21,3.2,2.22,0.4,1.22,2.03,0.11,1.11,0.01,0.07,0.02,0.57,0.25,0.85,0.07,0.08,0.12,3.91,4.37,3.48,3.335,1.74,1.595,0.14,1.25,0.13,0.02,0.23,0.47,0.44,0.64,0.13,0.09,0.48,0.46,0.55,0.24
1628989,2020-21,2.81,2.05,0.27,0.81,1.43,0.07,0.96,0.02,0.0,0.01,0.48,0.17,0.57,0.09,0.07,0.03,4.2,4.47,3.92,3.584,1.87,1.714,0.11,1.0,0.11,0.01,0.2,0.38,0.38,0.56,0.14,0.13,0.43,0.33,0.5,0.11
1628995,2020-21,1.66,0.77,0.28,0.64,1.23,0.03,0.8,0.02,0.01,0.02,0.31,0.11,0.42,0.02,0.06,0.08,4.25,4.49,4.01,3.459,1.73,1.73,0.05,0.85,0.05,0.01,0.1,0.42,0.41,0.62,0.18,0.17,0.18,0.12,0.2,0.05
201567,2020-21,1.79,0.44,0.24,0.79,2.07,0.06,1.36,0.04,0.06,0.03,0.67,0.03,0.61,0.06,0.06,0.11,3.78,4.01,3.51,3.277,1.735,1.349,0.06,1.55,0.07,0.0,0.12,0.34,0.34,0.49,0.23,0.2,0.43,0.54,0.58,0.07
1629645,2020-21,4.74,4.18,0.22,0.92,2.31,0.18,0.99,0.01,0.0,0.01,0.47,0.37,0.5,0.1,0.07,0.07,4.14,4.45,3.84,3.589,1.944,1.645,0.12,1.64,0.12,0.02,0.22,0.34,0.33,0.51,0.07,0.07,0.35,0.3,0.44,0.18
1626172,2020-21,1.53,0.55,0.14,0.63,1.56,0.04,1.01,0.12,0.04,0.03,0.59,0.03,0.71,0.06,0.06,0.03,4.07,4.34,3.82,3.537,1.768,1.768,0.08,1.32,0.08,0.01,0.13,0.27,0.24,0.33,0.03,0.02,0.44,0.0,0.44,0.01
203114,2020-21,3.7,2.86,0.32,0.9,1.9,0.12,0.97,0.03,0.03,0.01,0.51,0.24,0.52,0.13,0.08,0.04,4.23,4.72,3.77,3.593,1.868,1.725,0.13,1.24,0.13,0.01,0.22,0.43,0.43,0.61,0.1,0.08,0.45,0.41,0.52,0.24
204001,2020-21,1.5,0.53,0.34,0.95,1.92,0.05,1.16,0.11,0.09,0.05,0.47,0.07,0.76,0.03,0.07,0.12,3.91,4.18,3.62,3.262,1.709,1.398,0.04,1.3,0.04,0.01,0.07,0.39,0.38,0.54,0.22,0.17,0.38,0.35,0.42,0.09
203937,2020-21,2.76,1.65,0.28,0.91,1.61,0.07,0.87,0.03,0.0,0.02,0.52,0.21,0.64,0.09,0.06,0.1,4.18,4.5,3.89,3.504,1.927,1.752,0.12,1.14,0.12,0.01,0.2,0.36,0.34,0.52,0.12,0.11,0.46,0.43,0.52,0.1
1628398,2020-21,2.38,1.47,0.31,0.74,1.45,0.06,0.94,0.05,0.01,0.02,0.44,0.14,0.49,0.08,0.1,0.04,4.28,4.47,4.07,3.679,2.007,1.672,0.07,0.95,0.07,0.02,0.14,0.38,0.38,0.56,0.17,0.16,0.29,0.29,0.34,0.08
200768,2020-21,3.8,3.08,0.21,0.46,2.37,0.15,1.04,0.01,0.0,0.01,0.47,0.31,0.37,0.16,0.06,0.05,3.9,4.36,3.46,3.31,1.793,1.517,0.12,1.8,0.12,0.01,0.24,0.42,0.42,0.63,0.1,0.09,0.37,0.38,0.49,0.17
202681,2020-21,4.56,3.83,0.34,0.72,2.23,0.17,0.84,0.02,0.01,0.01,0.56,0.35,0.8,0.1,0.04,0.06,3.98,4.38,3.6,3.438,1.788,1.513,0.12,1.47,0.12,0.02,0.22,0.45,0.43,0.65,0.09,0.09,0.47,0.37,0.55,0.26
200746,2020-21,1.81,0.58,0.3,0.97,1.72,0.05,1.15,0.07,0.1,0.04,0.17,0.02,0.5,0.08,0.17,0.17,3.93,4.13,3.72,3.336,1.853,1.483,0.06,1.18,0.06,0.01,0.09,0.46,0.39,0.54,0.24,0.11,0.43,0.4,0.45,0.08
1630163,2020-21,4.04,3.64,0.21,0.49,2.58,0.17,1.04,0.02,0.0,0.01,0.48,0.44,0.5,0.11,0.07,0.06,4.54,5.04,4.06,3.833,2.167,1.833,0.11,1.89,0.11,0.01,0.21,0.4,0.39,0.59,0.1,0.1,0.38,0.32,0.46,0.15
1630205,2020-21,2.02,1.07,0.25,0.93,1.34,0.05,0.74,0.06,0.01,0.03,0.35,0.14,0.47,0.01,0.06,0.1,4.3,4.52,4.07,3.84,1.92,1.92,0.05,0.94,0.05,0.02,0.1,0.24,0.17,0.31,0.06,0.05,0.32,0.0,0.32,0.08
1629013,2020-21,2.55,2.01,0.29,0.61,1.37,0.06,0.78,0.01,0.0,0.01,0.48,0.11,0.58,0.15,0.06,0.11,4.45,5.03,3.9,3.757,2.087,1.67,0.07,0.96,0.07,0.01,0.12,0.42,0.42,0.63,0.19,0.19,0.31,0.26,0.39,0.08
204038,2020-21,1.81,1.3,0.41,0.36,1.05,0.03,0.76,0.02,0.0,0.01,0.63,0.13,0.71,0.07,0.05,0.04,4.44,4.73,4.15,3.963,2.202,1.761,0.09,0.63,0.09,0.01,0.17,0.44,0.44,0.65,0.19,0.18,0.44,0.2,0.45,0.09
1626204,2020-21,2.13,0.87,0.19,0.53,1.59,0.06,0.96,0.11,0.04,0.09,0.6,0.04,0.48,0.05,0.14,0.05,4.06,4.25,3.86,3.538,1.846,1.538,0.08,1.24,0.08,0.01,0.13,0.35,0.36,0.51,0.11,0.1,0.4,0.5,0.47,0.01
1628374,2020-21,1.56,0.63,0.38,0.97,1.38,0.04,0.83,0.06,0.02,0.03,0.5,0.11,0.68,0.06,0.09,0.09,4.3,4.77,3.82,3.721,2.047,1.674,0.04,0.88,0.04,0.01,0.08,0.4,0.4,0.6,0.22,0.22,0.37,0.2,0.39,0.02
2544,2020-21,4.43,3.4,0.29,1.07,2.6,0.19,1.14,0.02,0.04,0.02,0.61,0.29,0.69,0.1,0.07,0.09,3.58,3.88,3.29,3.018,1.581,1.437,0.13,1.79,0.13,0.01,0.24,0.36,0.35,0.52,0.07,0.06,0.38,0.38,0.47,0.2
1629022,2020-21,2.89,2.15,0.37,0.66,1.19,0.06,0.78,0.02,0.0,0.01,0.49,0.24,0.45,0.15,0.09,0.03,4.15,4.37,3.93,3.402,1.89,1.701,0.09,0.72,0.09,0.02,0.18,0.38,0.38,0.57,0.15,0.14,0.35,0.27,0.4,0.12
1628366,2020-21,3.38,2.62,0.19,0.77,2.42,0.14,0.99,0.01,0.0,0.01,0.38,0.16,0.34,0.1,0.08,0.04,4.3,4.75,3.85,3.623,1.962,1.66,0.1,1.87,0.1,0.01,0.16,0.41,0.4,0.6,0.19,0.19,0.34,0.31,0.43,0.14
101150,2020-21,4.8,3.97,0.28,0.67,1.91,0.15,0.78,0.01,0.0,0.01,0.44,0.38,0.49,0.12,0.06,0.05,3.89,4.26,3.51,3.333,1.778,1.556,0.13,1.25,0.13,0.01,0.23,0.4,0.37,0.55,0.06,0.05,0.38,0.42,0.43,0.25
1629652,2020-21,3.17,2.62,0.35,0.46,1.34,0.07,0.86,0.02,0.0,0.0,0.41,0.34,0.46,0.07,0.06,0.08,4.12,4.4,3.84,3.556,1.939,1.616,0.07,0.79,0.07,0.01,0.15,0.37,0.37,0.56,0.17,0.17,0.3,0.25,0.38,0.06
1629029,2020-21,6.02,5.53,0.31,0.92,2.59,0.26,0.89,0.01,0.01,0.0,0.59,0.59,0.6,0.11,0.06,0.07,3.87,4.35,3.38,3.219,1.819,1.399,0.15,1.68,0.15,0.02,0.28,0.33,0.34,0.49,0.04,0.04,0.42,0.36,0.52,0.34
1628379,2020-21,2.88,2.09,0.32,0.94,1.33,0.06,0.8,0.02,0.0,0.02,0.46,0.15,0.45,0.13,0.08,0.03,4.22,4.52,3.88,3.429,1.959,1.469,0.09,0.91,0.09,0.01,0.16,0.47,0.45,0.67,0.15,0.13,0.45,0.47,0.53,0.12
1628436,2020-21,1.3,0.34,0.19,0.92,1.63,0.04,0.99,0.09,0.01,0.05,0.0,0.02,0.0,0.0,0.33,0.0,4.2,4.7,3.74,3.429,2.143,1.714,0.05,1.29,0.05,0.0,0.11,0.27,0.25,0.4,0.18,0.17,0.0,0.0,0.0,0.0
1627763,2020-21,4.62,4.41,0.25,0.75,2.5,0.19,1.07,0.02,0.0,0.01,0.5,0.42,0.52,0.09,0.06,0.04,4.21,4.77,3.65,3.617,1.948,1.53,0.1,1.8,0.09,0.01,0.19,0.44,0.44,0.67,0.09,0.09,0.4,0.34,0.49,0.21
1627736,2020-21,2.33,1.69,0.4,1.13,1.49,0.06,1.0,0.03,0.0,0.01,0.42,0.17,0.61,0.08,0.07,0.06,4.33,4.84,3.81,3.659,2.049,1.61,0.08,0.89,0.08,0.01,0.15,0.41,0.41,0.61,0.2,0.19,0.4,0.38,0.5,0.13
1628370,2020-21,2.97,2.44,0.35,0.82,1.61,0.08,1.05,0.01,0.0,0.01,0.48,0.32,0.5,0.1,0.09,0.06,4.25,4.8,3.72,3.675,2.067,1.608,0.1,1.0,0.1,0.01,0.2,0.42,0.42,0.62,0.14,0.14,0.35,0.37,0.47,0.15
1629603,2020-21,1.89,0.69,0.24,0.92,1.3,0.04,0.59,0.14,0.03,0.08,0.43,0.07,0.6,0.0,0.1,0.0,4.26,4.62,3.88,3.802,1.901,1.901,0.06,0.93,0.06,0.0,0.1,0.29,0.17,0.36,0.05,0.04,0.0,0.0,0.0,0.04
201188,2020-21,1.52,0.33,0.15,0.65,1.8,0.05,1.12,0.05,0.04,0.07,0.4,0.02,0.24,0.12,0.0,0.0,3.71,3.82,3.59,3.267,1.759,1.508,0.07,1.5,0.07,0.01,0.14,0.42,0.42,0.61,0.13,0.12,0.24,0.0,0.24,0.02
202694,2020-21,2.11,1.05,0.38,0.64,1.33,0.05,0.88,0.03,0.06,0.04,0.41,0.08,0.63,0.08,0.08,0.07,3.88,4.06,3.69,3.285,1.825,1.643,0.04,0.85,0.05,0.01,0.11,0.5,0.5,0.73,0.18,0.17,0.43,0.22,0.45,0.14
203935,2020-21,3.56,2.98,0.2,0.53,1.96,0.12,0.89,0.02,0.01,0.01,0.49,0.21,0.52,0.13,0.07,0.09,3.95,4.3,3.62,3.356,1.751,1.605,0.12,1.48,0.12,0.01,0.18,0.33,0.32,0.49,0.13,0.13,0.37,0.33,0.46,0.1
1628365,2020-21,6.01,5.84,0.21,0.86,2.27,0.23,0.63,0.01,0.0,0.01,0.53,0.53,0.53,0.12,0.07,0.02,4.53,5.1,4.0,3.747,2.141,1.784,0.13,1.54,0.13,0.02,0.24,0.33,0.33,0.5,0.03,0.03,0.21,0.22,0.24,0.2
202693,2020-21,1.56,0.57,0.25,0.6,1.36,0.04,0.85,0.06,0.06,0.03,0.5,0.06,0.65,0.05,0.12,0.03,3.82,3.93,3.71,3.168,1.706,1.462,0.06,0.97,0.06,0.01,0.11,0.34,0.32,0.48,0.17,0.16,0.33,0.19,0.36,0.06
1628963,2020-21,1.82,0.78,0.37,1.1,1.47,0.04,0.84,0.15,0.07,0.04,0.41,0.1,0.63,0.04,0.1,0.11,4.46,4.76,4.17,3.707,1.853,1.668,0.04,0.92,0.04,0.0,0.07,0.34,0.33,0.49,0.1,0.08,0.41,0.56,0.52,0.02
1630222,2020-21,3.8,3.18,0.2,0.64,2.49,0.16,1.16,0.01,0.0,0.01,0.54,0.26,0.52,0.09,0.07,0.12,4.48,4.95,4.04,3.657,1.829,1.829,0.07,1.91,0.07,0.01,0.16,0.41,0.39,0.59,0.1,0.1,0.37,0.34,0.49,0.15
203486,2020-21,2.25,1.02,0.19,0.83,2.04,0.08,1.22,0.14,0.06,0.06,0.5,0.07,0.5,0.09,0.09,0.05,4.23,4.48,3.95,3.582,1.97,1.612,0.08,1.63,0.08,0.01,0.14,0.16,0.0,0.16,0.01,0.0,0.29,0.0,0.29,0.01
1629680,2020-21,1.38,0.74,0.2,0.83,1.0,0.02,0.61,0.04,0.0,0.01,0.38,0.06,0.41,0.1,0.07,0.01,4.29,4.36,4.21,3.6,1.92,1.68,0.06,0.76,0.06,0.01,0.1,0.3,0.3,0.45,0.11,0.11,0.31,0.33,0.38,0.01
203521,2020-21,4.52,4.45,0.07,0.5,2.41,0.18,0.96,0.01,0.0,0.01,0.29,0.2,0.36,0.11,0.0,0.02,4.18,4.66,3.71,3.628,1.953,1.674,0.13,2.05,0.13,0.01,0.23,0.18,0.18,0.26,0.08,0.08,0.16,0.12,0.18,0.09
203090,2020-21,1.9,0.93,0.24,0.9,1.04,0.03,0.57,0.05,0.01,0.02,0.55,0.09,0.73,0.09,0.03,0.15,4.25,4.42,4.05,3.675,1.837,1.837,0.08,0.75,0.08,0.01,0.11,0.28,0.27,0.41,0.1,0.1,0.47,0.5,0.53,0.02
1629622,2020-21,1.5,0.61,0.46,1.53,1.02,0.03,0.69,0.03,0.0,0.01,0.88,0.05,0.67,0.11,0.04,0.11,4.42,4.88,3.98,3.692,1.846,1.846,0.08,0.59,0.08,0.01,0.11,0.36,0.36,0.55,0.26,0.26,0.14,0.15,0.21,0.03
1628467,2020-21,1.21,0.33,0.23,0.57,1.15,0.02,0.65,0.04,0.01,0.01,0.29,0.03,0.29,0.15,0.21,0.03,3.96,4.17,3.74,3.224,1.791,1.433,0.06,0.91,0.06,0.0,0.09,0.42,0.42,0.62,0.16,0.15,0.27,0.11,0.29,0.02
203487,2020-21,5.32,5.06,0.16,0.75,2.07,0.18,0.72,0.03,0.0,0.01,0.39,0.38,0.42,0.09,0.09,0.06,4.29,4.7,3.88,3.535,2.047,1.674,0.11,1.5,0.11,0.01,0.23,0.26,0.26,0.38,0.06,0.06,0.26,0.2,0.28,0.07
