PLAYER_ID,SEASON,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,PTS_PER_PAINT_TOUCH,touches_per_min,time_poss_per_min,front_ct_touches_per_min,paint_touch_share,post_touch_share,elbow_touch_share,DRIVE_FG_PCT,drives_per_min,drive_pts_per_drive,drive_ast_rate,drive_tov_rate,drive_pf_rate,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF,dist_miles_per_48min,dist_miles_off_per_48min,dist_miles_def_per_48min,AST_TO_PASS_PCT,passes_per_min,ast_per_pass,secondary_ast_rate,potential_ast_rate,CATCH_SHOOT_FG_PCT,CATCH_SHOOT_FG3_PCT,CATCH_SHOOT_EFG_PCT,catch_fga_per_min,catch_fg3a_per_min,PULL_UP_FG_PCT,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT,pullup_fga_per_min
1629140,2018-19,1.6,0.6,0.36,0.85,1.18,0.03,0.74,0.28,0.02,0.1,0.44,0.03,0.82,0.0,0.09,0.09,4.28,4.53,4.04,3.716,1.858,1.858,0.04,0.77,0.05,0.0,0.11,0.33,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0
202720,2018-19,1.67,0.47,0.26,1.03,1.47,0.04,0.79,0.15,0.05,0.06,0.6,0.03,0.58,0.0,0.08,0.08,4.46,4.76,4.14,3.918,1.959,1.469,0.03,1.1,0.03,0.0,0.07,0.34,0.08,0.36,0.09,0.03,0.57,0.0,0.57,0.02
1628413,2018-19,1.32,0.35,0.18,0.77,1.81,0.04,0.89,0.07,0.0,0.04,0.44,0.04,0.36,0.14,0.04,0.07,4.45,4.84,4.05,3.945,1.973,1.644,0.04,1.46,0.04,0.01,0.07,0.36,0.36,0.53,0.14,0.14,0.14,0.0,0.14,0.01
201973,2018-19,1.47,0.4,0.21,0.79,1.77,0.04,1.06,0.06,0.02,0.05,0.44,0.06,0.41,0.09,0.14,0.09,4.42,4.88,3.97,3.737,2.012,1.725,0.06,1.39,0.06,0.01,0.12,0.41,0.38,0.57,0.17,0.14,0.26,0.18,0.3,0.02
202685,2018-19,2.0,0.59,0.3,1.06,2.29,0.08,1.32,0.14,0.09,0.08,0.45,0.08,0.63,0.01,0.16,0.09,4.02,4.28,3.75,3.444,1.937,1.507,0.04,1.6,0.04,0.01,0.07,0.36,0.29,0.45,0.07,0.04,0.36,0.5,0.38,0.03
1628371,2018-19,1.48,0.48,0.21,0.9,1.73,0.04,0.84,0.06,0.01,0.03,0.49,0.07,0.66,0.03,0.09,0.09,4.43,4.83,4.02,3.804,1.992,1.63,0.03,1.33,0.03,0.01,0.06,0.33,0.33,0.47,0.14,0.12,0.34,0.14,0.35,0.05
203613,2018-19,3.43,2.65,0.25,0.6,1.37,0.08,0.94,0.03,0.01,0.01,0.4,0.28,0.48,0.09,0.09,0.07,4.36,4.61,4.11,3.81,2.032,1.778,0.14,0.87,0.14,0.02,0.28,0.26,0.26,0.39,0.06,0.06,0.29,0.29,0.34,0.1
1628395,2018-19,1.67,0.47,0.15,0.58,1.94,0.05,1.13,0.09,0.04,0.09,0.42,0.06,0.45,0.08,0.04,0.04,4.19,4.47,3.92,3.724,2.069,1.655,0.06,1.56,0.06,0.01,0.13,0.28,0.0,0.28,0.03,0.0,0.4,0.0,0.4,0.06
203903,2018-19,3.59,2.79,0.37,0.83,1.66,0.1,1.08,0.03,0.01,0.02,0.52,0.34,0.66,0.08,0.07,0.06,4.28,4.66,3.89,3.692,2.11,1.582,0.09,0.97,0.09,0.01,0.17,0.38,0.37,0.54,0.12,0.11,0.39,0.27,0.45,0.2
203895,2018-19,3.56,2.97,0.33,1.75,1.47,0.09,0.87,0.01,0.0,0.01,0.46,0.2,0.67,0.06,0.06,0.12,3.94,4.23,3.67,3.512,1.951,1.561,0.1,0.93,0.1,0.03,0.2,0.25,0.26,0.38,0.06,0.06,0.45,0.33,0.49,0.19
101181,2018-19,4.73,4.72,0.07,0.2,2.42,0.19,0.98,0.01,0.0,0.0,0.3,0.21,0.14,0.08,0.09,0.02,4.42,4.86,3.92,3.721,2.233,1.488,0.09,2.04,0.09,0.01,0.17,0.28,0.28,0.42,0.06,0.06,0.4,0.17,0.42,0.1
1628404,2018-19,2.02,1.23,0.26,0.64,1.2,0.04,0.67,0.03,0.0,0.02,0.37,0.07,0.39,0.08,0.11,0.05,4.33,4.68,4.01,3.75,1.875,1.688,0.06,0.84,0.06,0.01,0.12,0.34,0.34,0.51,0.13,0.13,0.28,0.32,0.37,0.05
1628367,2018-19,2.51,1.74,0.29,0.84,1.6,0.07,1.01,0.04,0.01,0.01,0.39,0.28,0.61,0.06,0.09,0.1,4.21,4.5,3.92,3.619,1.905,1.714,0.09,1.0,0.09,0.01,0.16,0.37,0.36,0.54,0.09,0.08,0.34,0.24,0.37,0.12
1629006,2018-19,2.08,1.32,0.33,0.87,0.99,0.03,0.74,0.05,0.0,0.02,0.42,0.13,0.51,0.1,0.07,0.09,4.4,4.44,4.35,3.848,2.025,1.823,0.09,0.6,0.09,0.02,0.16,0.3,0.29,0.44,0.11,0.11,0.27,0.18,0.3,0.05
1626196,2018-19,3.77,3.11,0.24,0.69,1.94,0.12,1.04,0.02,0.0,0.01,0.4,0.29,0.42,0.12,0.05,0.06,4.3,4.72,3.85,3.724,2.069,1.655,0.09,1.37,0.09,0.01,0.16,0.39,0.38,0.56,0.15,0.13,0.4,0.29,0.44,0.14
201950,2018-19,3.76,3.33,0.25,0.8,2.41,0.15,1.16,0.02,0.01,0.01,0.52,0.46,0.59,0.11,0.06,0.06,4.32,4.93,3.77,3.754,2.011,1.743,0.13,1.68,0.13,0.01,0.23,0.37,0.35,0.54,0.06,0.05,0.36,0.31,0.44,0.18
1627823,2018-19,1.72,0.59,0.26,0.98,1.18,0.03,0.74,0.07,0.01,0.01,0.23,0.04,0.4,0.0,0.07,0.09,4.37,4.51,4.22,3.711,1.979,1.732,0.05,0.87,0.05,0.01,0.08,0.38,0.37,0.56,0.13,0.13,0.3,0.17,0.35,0.01
203944,2018-19,2.88,1.8,0.36,1.0,1.94,0.09,1.18,0.09,0.09,0.06,0.56,0.23,0.76,0.06,0.08,0.1,4.01,4.36,3.67,3.451,1.882,1.569,0.08,1.22,0.08,0.01,0.16,0.37,0.36,0.53,0.07,0.07,0.34,0.29,0.39,0.06
203200,2018-19,2.02,1.22,0.28,0.67,1.15,0.04,0.84,0.03,0.0,0.02,0.33,0.08,0.32,0.12,0.11,0.03,4.37,4.69,4.03,3.785,1.968,1.666,0.07,0.77,0.07,0.02,0.13,0.35,0.35,0.51,0.15,0.14,0.35,0.33,0.42,0.08
1628382,2018-19,1.7,0.74,0.29,1.19,1.26,0.04,0.83,0.04,0.01,0.02,0.45,0.08,0.77,0.09,0.03,0.12,4.38,4.81,3.96,3.859,1.93,1.688,0.07,0.89,0.07,0.01,0.11,0.36,0.36,0.54,0.14,0.14,0.35,0.33,0.39,0.07
203994,2018-19,1.71,0.51,0.26,0.94,2.17,0.06,1.25,0.13,0.07,0.08,0.47,0.03,0.92,0.02,0.08,0.14,4.08,4.37,3.77,3.504,1.927,1.577,0.08,1.56,0.08,0.0,0.12,0.29,0.12,0.31,0.05,0.01,0.35,0.0,0.35,0.01
1626157,2018-19,1.99,0.66,0.33,0.96,2.22,0.07,1.36,0.09,0.18,0.05,0.55,0.11,0.82,0.06,0.1,0.11,4.01,4.15,3.87,3.491,1.745,1.6,0.07,1.49,0.07,0.01,0.13,0.42,0.41,0.59,0.15,0.12,0.31,0.31,0.36,0.04
202695,2018-19,4.24,3.64,0.46,0.93,1.68,0.12,1.12,0.04,0.07,0.02,0.56,0.4,0.69,0.07,0.05,0.1,4.23,4.63,3.84,3.671,1.976,1.694,0.11,0.88,0.11,0.02,0.22,0.42,0.41,0.59,0.09,0.07,0.42,0.34,0.47,0.26
1628966,2018-19,1.98,0.99,0.31,1.12,0.98,0.03,0.68,0.08,0.01,0.02,0.33,0.06,0.65,0.0,0.03,0.1,4.22,4.38,4.07,3.714,2.0,1.714,0.05,0.63,0.05,0.0,0.09,0.28,0.26,0.4,0.1,0.1,0.21,0.0,0.21,0.05
203482,2018-19,1.67,0.59,0.22,0.79,2.02,0.06,1.14,0.05,0.03,0.03,0.53,0.09,0.62,0.09,0.12,0.1,4.26,4.68,3.83,3.563,2.096,1.677,0.05,1.57,0.05,0.0,0.1,0.38,0.37,0.55,0.16,0.14,0.28,0.27,0.38,0.04
1626162,2018-19,2.24,1.46,0.39,1.02,1.39,0.05,0.9,0.05,0.0,0.02,0.45,0.21,0.75,0.04,0.1,0.12,4.23,4.47,3.99,3.6,1.886,1.714,0.06,0.79,0.05,0.01,0.11,0.32,0.31,0.47,0.14,0.14,0.41,0.34,0.5,0.07
202689,2018-19,5.35,5.04,0.3,0.5,2.42,0.22,0.9,0.01,0.0,0.0,0.5,0.44,0.6,0.11,0.06,0.08,4.13,4.69,3.56,3.576,2.063,1.513,0.11,1.59,0.11,0.02,0.19,0.36,0.35,0.52,0.09,0.08,0.4,0.36,0.51,0.3
202702,2018-19,1.62,0.54,0.32,1.08,1.66,0.04,0.84,0.18,0.01,0.08,0.44,0.03,0.78,0.0,0.09,0.13,4.19,4.4,3.96,3.655,1.949,1.706,0.02,1.16,0.02,0.01,0.06,0.44,0.36,0.6,0.04,0.03,0.4,0.0,0.4,0.01
1629026,2018-19,1.81,1.2,0.18,0.5,1.41,0.04,0.8,0.06,0.0,0.01,0.36,0.09,0.3,0.17,0.05,0.02,4.51,4.83,4.19,3.881,2.043,1.838,0.07,1.07,0.07,0.01,0.12,0.33,0.34,0.49,0.12,0.12,0.3,0.31,0.4,0.04
203145,2018-19,2.49,1.98,0.32,0.96,1.5,0.06,1.0,0.02,0.0,0.01,0.4,0.28,0.47,0.05,0.1,0.08,4.36,4.71,4.04,3.722,1.959,1.763,0.1,0.9,0.1,0.01,0.2,0.35,0.35,0.52,0.12,0.12,0.32,0.26,0.38,0.13
203484,2018-19,2.0,1.27,0.33,0.86,1.41,0.05,0.77,0.03,0.0,0.02,0.44,0.08,0.51,0.12,0.07,0.03,4.28,4.64,3.93,3.677,1.935,1.742,0.06,0.94,0.06,0.01,0.11,0.39,0.37,0.55,0.19,0.17,0.36,0.28,0.42,0.1
201142,2018-19,3.6,2.61,0.37,1.09,2.01,0.12,1.15,0.02,0.09,0.03,0.54,0.22,0.76,0.09,0.07,0.11,3.93,4.47,3.45,3.329,1.803,1.526,0.13,1.26,0.13,0.02,0.25,0.44,0.41,0.58,0.1,0.06,0.47,0.31,0.51,0.25
1628989,2018-19,2.58,2.08,0.32,0.9,1.12,0.05,0.85,0.04,0.0,0.01,0.4,0.17,0.45,0.12,0.07,0.04,4.41,4.72,4.1,3.692,1.934,1.758,0.15,0.7,0.15,0.01,0.27,0.38,0.38,0.57,0.11,0.11,0.36,0.38,0.49,0.09
1628995,2018-19,2.23,1.18,0.31,0.76,1.45,0.05,0.94,0.03,0.01,0.01,0.4,0.19,0.75,0.03,0.07,0.14,4.21,4.47,3.94,3.512,1.84,1.672,0.04,0.89,0.04,0.01,0.09,0.34,0.34,0.5,0.15,0.14,0.34,0.41,0.38,0.11
201567,2018-19,1.9,0.66,0.31,0.73,2.04,0.06,1.22,0.06,0.1,0.03,0.47,0.07,0.5,0.12,0.07,0.07,4.01,4.22,3.79,3.353,1.765,1.588,0.06,1.37,0.06,0.01,0.12,0.31,0.31,0.45,0.22,0.19,0.47,0.52,0.63,0.08
1626172,2018-19,1.4,0.45,0.22,0.85,1.52,0.04,0.97,0.17,0.04,0.05,0.55,0.03,0.67,0.07,0.02,0.13,4.3,4.67,3.96,3.632,1.816,1.816,0.07,1.2,0.07,0.0,0.13,0.44,0.14,0.46,0.03,0.01,0.31,0.0,0.31,0.01
203114,2018-19,3.6,2.91,0.33,0.7,1.79,0.11,0.87,0.02,0.04,0.01,0.51,0.25,0.56,0.11,0.08,0.05,4.26,4.71,3.84,3.55,1.852,1.698,0.12,1.14,0.12,0.01,0.2,0.37,0.35,0.52,0.11,0.1,0.41,0.39,0.5,0.21
202691,2018-19,2.04,1.31,0.46,1.1,1.36,0.05,1.05,0.04,0.03,0.03,0.51,0.13,0.48,0.13,0.07,0.04,4.28,4.84,3.78,3.529,1.976,1.694,0.1,0.72,0.1,0.02,0.15,0.42,0.4,0.57,0.24,0.18,0.44,0.41,0.49,0.17
1627739,2018-19,4.97,4.55,0.16,0.79,2.3,0.19,0.77,0.01,0.01,0.01,0.44,0.38,0.47,0.11,0.06,0.03,4.28,4.66,3.89,3.644,1.901,1.584,0.12,1.76,0.11,0.0,0.18,0.29,0.29,0.43,0.04,0.04,0.4,0.46,0.44,0.15
203937,2018-19,2.71,1.48,0.18,0.93,1.5,0.07,1.01,0.07,0.01,0.04,0.45,0.13,0.45,0.11,0.04,0.04,4.16,4.27,4.03,3.544,1.933,1.611,0.08,1.17,0.09,0.02,0.16,0.34,0.27,0.44,0.03,0.02,0.39,0.33,0.41,0.03
2594,2018-19,1.55,0.88,0.39,0.62,1.15,0.03,0.88,0.01,0.0,0.01,0.46,0.05,0.44,0.06,0.09,0.03,4.44,4.89,3.99,3.77,2.01,1.759,0.09,0.72,0.09,0.01,0.14,0.42,0.4,0.59,0.22,0.18,0.39,0.42,0.51,0.11
1628398,2018-19,2.46,1.68,0.37,0.93,1.52,0.06,0.89,0.05,0.04,0.03,0.55,0.18,0.69,0.08,0.09,0.07,4.42,4.92,3.95,3.77,2.03,1.74,0.08,0.91,0.08,0.01,0.14,0.31,0.32,0.46,0.17,0.15,0.37,0.22,0.41,0.07
200768,2018-19,3.82,3.2,0.18,0.48,2.37,0.15,0.99,0.02,0.0,0.01,0.54,0.23,0.37,0.17,0.07,0.04,3.95,4.4,3.52,3.378,1.83,1.548,0.14,1.84,0.14,0.02,0.22,0.38,0.38,0.57,0.13,0.13,0.33,0.29,0.42,0.13
202681,2018-19,4.27,3.91,0.31,0.71,2.32,0.17,0.94,0.03,0.01,0.02,0.54,0.34,0.67,0.09,0.04,0.05,4.11,4.6,3.64,3.491,1.891,1.6,0.14,1.55,0.14,0.02,0.22,0.45,0.45,0.64,0.12,0.1,0.45,0.36,0.52,0.23
200746,2018-19,2.02,0.81,0.38,0.98,1.69,0.06,1.19,0.15,0.22,0.06,0.47,0.03,0.75,0.05,0.08,0.07,4.05,4.25,3.84,3.47,1.88,1.59,0.07,1.06,0.07,0.01,0.11,0.46,0.25,0.47,0.09,0.01,0.39,0.0,0.39,0.15
202362,2018-19,3.9,3.34,0.26,0.81,1.7,0.11,0.82,0.02,0.0,0.01,0.49,0.24,0.46,0.09,0.09,0.07,4.01,4.31,3.72,3.491,1.745,1.745,0.11,1.16,0.11,0.01,0.2,0.37,0.36,0.54,0.12,0.12,0.38,0.38,0.45,0.15
1629013,2018-19,1.97,1.45,0.36,0.66,1.1,0.04,0.86,0.02,0.0,0.01,0.42,0.08,0.42,0.13,0.05,0.04,4.63,5.2,4.07,3.983,2.306,1.677,0.09,0.73,0.09,0.02,0.14,0.42,0.42,0.62,0.18,0.17,0.39,0.41,0.51,0.08
204038,2018-19,1.82,1.2,0.35,0.26,1.1,0.03,0.88,0.02,0.0,0.01,0.4,0.1,0.49,0.1,0.02,0.04,4.4,4.56,4.22,3.743,1.982,1.761,0.07,0.7,0.07,0.02,0.15,0.35,0.35,0.52,0.2,0.2,0.41,0.41,0.47,0.07
1626204,2018-19,2.37,1.2,0.19,0.72,1.81,0.07,1.02,0.13,0.04,0.12,0.45,0.07,0.44,0.13,0.07,0.06,4.13,4.39,3.84,3.403,1.97,1.612,0.08,1.41,0.08,0.0,0.16,0.34,0.37,0.48,0.06,0.04,0.34,0.27,0.37,0.03
1628374,2018-19,2.02,1.05,0.29,0.97,2.04,0.07,1.07,0.04,0.04,0.02,0.47,0.19,0.68,0.03,0.07,0.08,4.2,4.64,3.74,3.556,2.074,1.63,0.03,1.42,0.03,0.01,0.06,0.37,0.36,0.54,0.19,0.18,0.36,0.32,0.39,0.08
2544,2018-19,4.52,3.32,0.32,1.06,2.41,0.18,1.06,0.03,0.03,0.03,0.53,0.35,0.67,0.11,0.05,0.11,3.78,4.26,3.35,3.273,1.773,1.5,0.15,1.56,0.15,0.01,0.3,0.37,0.36,0.53,0.06,0.05,0.36,0.33,0.45,0.21
1628366,2018-19,3.14,2.45,0.15,0.67,2.13,0.11,0.9,0.03,0.01,0.01,0.34,0.16,0.26,0.17,0.09,0.02,4.38,4.71,4.08,3.644,1.901,1.743,0.11,1.67,0.11,0.01,0.19,0.32,0.32,0.48,0.11,0.11,0.3,0.32,0.4,0.09
101150,2018-19,4.64,3.9,0.34,0.42,2.18,0.17,1.01,0.01,0.0,0.01,0.47,0.46,0.67,0.1,0.05,0.09,3.97,4.53,3.43,3.429,1.985,1.444,0.15,1.31,0.15,0.02,0.24,0.36,0.37,0.52,0.07,0.06,0.41,0.36,0.46,0.28
1629029,2018-19,4.65,4.02,0.25,0.64,2.6,0.2,1.12,0.02,0.02,0.02,0.49,0.46,0.51,0.12,0.06,0.08,4.06,4.48,3.62,3.429,1.938,1.491,0.1,1.79,0.1,0.01,0.2,0.37,0.37,0.56,0.06,0.06,0.34,0.31,0.44,0.24
1628379,2018-19,2.7,1.73,0.31,1.15,1.39,0.06,1.09,0.01,0.0,0.01,0.46,0.18,0.33,0.12,0.1,0.01,4.25,4.65,3.82,3.579,2.105,1.474,0.08,0.94,0.08,0.02,0.18,0.41,0.42,0.61,0.14,0.13,0.41,0.35,0.47,0.15
1628436,2018-19,1.43,0.45,0.22,0.97,1.81,0.04,1.15,0.05,0.03,0.02,0.25,0.05,0.32,0.05,0.08,0.1,4.24,4.74,3.72,3.737,2.012,1.725,0.05,1.35,0.05,0.01,0.07,0.37,0.37,0.54,0.24,0.22,0.25,0.25,0.3,0.05
1627763,2018-19,3.74,3.35,0.3,0.97,1.83,0.11,0.89,0.03,0.0,0.01,0.53,0.35,0.64,0.07,0.06,0.05,4.25,4.69,3.84,3.692,2.014,1.678,0.09,1.28,0.09,0.01,0.17,0.48,0.48,0.71,0.1,0.1,0.29,0.27,0.36,0.07
1627736,2018-19,2.01,1.23,0.46,0.98,1.07,0.04,0.84,0.02,0.0,0.01,0.46,0.11,0.71,0.08,0.04,0.07,4.14,4.41,3.87,3.517,1.862,1.655,0.08,0.61,0.09,0.03,0.14,0.42,0.42,0.63,0.18,0.18,0.38,0.31,0.45,0.09
1628370,2018-19,2.88,2.56,0.39,1.12,1.33,0.06,0.93,0.02,0.0,0.01,0.38,0.3,0.4,0.13,0.11,0.07,4.34,4.79,3.89,3.628,1.953,1.674,0.13,0.72,0.13,0.01,0.24,0.36,0.37,0.54,0.19,0.18,0.29,0.24,0.35,0.15
201188,2018-19,1.66,0.45,0.18,0.56,2.4,0.07,1.6,0.08,0.09,0.11,0.5,0.05,0.62,0.06,0.05,0.08,3.67,3.88,3.43,3.117,1.714,1.403,0.08,1.89,0.08,0.01,0.12,0.4,0.37,0.52,0.17,0.11,0.33,0.0,0.33,0.05
101162,2018-19,1.49,0.38,0.14,0.81,2.18,0.05,1.25,0.13,0.03,0.09,0.67,0.01,1.0,0.0,0.0,0.0,4.28,4.55,3.99,3.6,1.8,1.8,0.05,1.83,0.05,0.01,0.08,0.41,0.0,0.41,0.04,0.0,0.33,0.0,0.33,0.01
202694,2018-19,2.01,1.02,0.32,0.9,1.57,0.05,0.91,0.04,0.03,0.02,0.51,0.11,0.8,0.05,0.06,0.08,4.1,4.49,3.72,3.441,1.892,1.548,0.05,1.06,0.05,0.01,0.1,0.4,0.39,0.58,0.16,0.15,0.37,0.32,0.41,0.13
203935,2018-19,3.39,2.59,0.19,0.53,1.69,0.1,0.87,0.04,0.02,0.01,0.5,0.13,0.41,0.16,0.08,0.04,4.09,4.36,3.82,3.491,1.745,1.745,0.11,1.32,0.11,0.01,0.19,0.38,0.39,0.57,0.12,0.12,0.32,0.29,0.41,0.06
1628365,2018-19,4.72,4.51,0.16,0.44,2.33,0.18,0.81,0.04,0.0,0.01,0.52,0.33,0.58,0.06,0.07,0.06,4.64,5.06,4.22,4.053,2.133,1.707,0.08,1.77,0.08,0.01,0.17,0.12,0.18,0.19,0.04,0.03,0.32,0.5,0.33,0.15
202693,2018-19,1.45,0.51,0.3,0.82,1.45,0.04,0.9,0.08,0.09,0.04,0.35,0.05,0.56,0.11,0.03,0.06,3.84,4.08,3.61,3.288,1.753,1.534,0.06,0.97,0.06,0.01,0.11,0.35,0.34,0.5,0.17,0.16,0.26,0.17,0.27,0.05
1627737,2018-19,1.5,0.52,0.21,0.78,1.76,0.04,0.91,0.13,0.02,0.03,0.25,0.06,0.46,0.0,0.25,0.18,4.27,4.63,3.9,3.724,2.069,1.655,0.04,1.26,0.04,0.0,0.08,0.25,0.24,0.36,0.14,0.14,0.0,0.0,0.0,0.01
1628963,2018-19,2.07,0.85,0.38,1.09,1.56,0.05,0.92,0.15,0.14,0.08,0.41,0.07,0.75,0.04,0.09,0.11,4.39,4.68,4.11,3.794,1.897,1.708,0.04,0.92,0.04,0.0,0.08,0.39,0.33,0.5,0.08,0.05,0.35,0.27,0.37,0.06
101107,2018-19,1.28,0.47,0.27,0.92,1.31,0.03,0.82,0.05,0.03,0.02,0.43,0.05,0.73,0.04,0.03,0.09,4.06,4.28,3.83,3.38,1.859,1.69,0.05,0.95,0.05,0.0,0.07,0.38,0.37,0.56,0.18,0.17,0.34,0.15,0.36,0.03
203486,2018-19,2.13,0.96,0.2,0.75,1.81,0.06,1.16,0.16,0.09,0.07,0.55,0.06,0.56,0.05,0.09,0.09,4.16,4.44,3.86,3.64,1.82,1.592,0.1,1.38,0.1,0.01,0.17,0.36,0.33,0.43,0.01,0.0,0.31,0.0,0.31,0.02
203521,2018-19,4.99,4.78,0.15,0.43,2.31,0.19,0.87,0.01,0.01,0.0,0.47,0.28,0.45,0.15,0.07,0.05,4.2,4.65,3.72,3.692,1.988,1.704,0.12,1.82,0.12,0.01,0.23,0.4,0.38,0.58,0.11,0.11,0.31,0.26,0.38,0.1
203090,2018-19,1.82,0.82,0.26,0.92,1.23,0.04,0.74,0.1,0.05,0.03,0.45,0.06,0.63,0.13,0.06,0.08,4.25,4.41,4.08,3.661,2.034,1.627,0.06,0.88,0.06,0.01,0.11,0.28,0.28,0.42,0.08,0.08,0.23,0.12,0.25,0.02
1628467,2018-19,1.36,0.33,0.19,0.66,1.69,0.04,0.95,0.06,0.02,0.02,0.46,0.06,0.56,0.05,0.06,0.07,4.14,4.49,3.77,3.623,2.038,1.585,0.04,1.34,0.03,0.0,0.07,0.36,0.35,0.53,0.15,0.14,0.44,0.43,0.49,0.02
201563,2018-19,2.35,1.4,0.36,0.76,1.81,0.07,1.13,0.08,0.07,0.09,0.49,0.34,0.83,0.04,0.05,0.05,4.29,4.68,3.9,3.589,1.794,1.794,0.08,1.08,0.08,0.01,0.18,0.18,0.15,0.24,0.07,0.05,0.39,0.25,0.41,0.1
203487,2018-19,4.97,4.59,0.16,0.73,2.26,0.19,0.67,0.03,0.0,0.01,0.39,0.44,0.36,0.09,0.03,0.09,4.46,4.88,4.05,3.97,2.165,1.805,0.11,1.68,0.11,0.0,0.24,0.28,0.28,0.42,0.07,0.07,0.23,0.25,0.3,0.06
203077,2018-19,1.74,0.99,0.26,0.7,1.39,0.04,0.76,0.11,0.01,0.04,0.41,0.12,0.68,0.03,0.08,0.07,4.35,4.61,4.1,3.652,2.087,1.826,0.05,1.0,0.05,0.01,0.11,0.38,0.37,0.48,0.07,0.04,0.37,0.0,0.37,0.03
1628969,2018-19,1.8,0.89,0.22,0.82,1.27,0.04,0.81,0.03,0.0,0.02,0.43,0.09,0.48,0.12,0.08,0.05,4.32,4.57,4.07,3.742,1.953,1.79,0.07,0.97,0.07,0.01,0.14,0.34,0.34,0.5,0.12,0.12,0.35,0.36,0.44,0.03
201144,2018-19,4.8,4.37,0.25,0.64,2.49,0.2,1.14,0.01,0.0,0.01,0.48,0.4,0.6,0.08,0.04,0.08,4.31,4.72,3.87,3.725,2.149,1.576,0.11,1.78,0.11,0.02,0.21,0.42,0.4,0.6,0.09,0.08,0.38,0.34,0.46,0.22
203488,2018-19,1.2,0.23,0.19,0.61,1.85,0.04,0.97,0.05,0.01,0.04,0.3,0.02,0.4,0.04,0.12,0.08,4.49,4.94,4.05,3.765,2.118,1.647,0.04,1.48,0.04,0.01,0.08,0.36,0.36,0.52,0.21,0.19,0.33,0.0,0.33,0.0
203118,2018-19,1.51,0.68,0.22,0.74,1.46,0.04,0.79,0.03,0.02,0.02,0.24,0.04,0.34,0.08,0.13,0.06,4.3,4.64,3.96,3.797,1.898,1.627,0.04,1.1,0.04,0.0,0.06,0.41,0.42,0.6,0.18,0.16,0.36,0.24,0.4,0.04
1628970,2018-19,1.76,0.88,0.28,0.99,1.24,0.04,0.77,0.07,0.02,0.01,0.48,0.12,0.7,0.06,0.06,0.07,4.39,4.71,4.07,3.623,2.038,1.811,0.06,0.87,0.06,0.0,0.11,0.35,0.34,0.52,0.1,0.09,0.21,0.25,0.28,0.04
1629011,2018-19,1.35,0.28,0.31,1.09,1.14,0.03,0.64,0.26,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,4.18,4.35,4.02,3.462,1.846,1.615,0.03,0.84,0.03,0.01,0.05,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1628964,2018-19,1.58,0.46,0.23,0.88,1.61,0.04,0.87,0.13,0.04,0.08,0.18,0.02,0.5,0.0,0.11,0.22,4.23,4.49,3.96,3.534,2.061,1.767,0.04,1.19,0.04,0.0,0.06,0.36,0.29,0.46,0.12,0.08,0.23,0.0,0.23,0.02
1628420,2018-19,4.4,4.21,0.19,0.69,2.23,0.16,0.93,0.01,0.0,0.01,0.57,0.22,0.66,0.12,0.02,0.02,4.29,4.7,3.86,3.6,2.0,1.6,0.08,1.77,0.09,0.01,0.16,0.44,0.44,0.65,0.1,0.09,0.47,0.32,0.5,0.14
1626149,2018-19,1.97,0.86,0.35,1.09,1.82,0.06,1.21,0.17,0.08,0.09,0.54,0.06,0.92,0.02,0.08,0.16,3.93,4.21,3.64,3.468,1.825,1.643,0.06,1.22,0.06,0.0,0.09,0.38,0.33,0.43,0.01,0.0,0.26,0.09,0.26,0.03
1629021,2018-19,1.66,0.76,0.3,0.85,1.52,0.04,0.93,0.07,0.04,0.03,0.5,0.14,0.71,0.03,0.08,0.1,4.23,4.72,3.73,3.692,1.846,1.846,0.06,0.97,0.06,0.01,0.09,0.28,0.29,0.43,0.16,0.16,0.33,0.25,0.38,0.03
1626167,2018-19,1.44,0.46,0.26,0.87,1.76,0.04,1.03,0.08,0.05,0.07,0.63,0.03,0.96,0.08,0.08,0.19,4.07,4.37,3.77,3.524,1.846,1.678,0.04,1.29,0.04,0.0,0.06,0.41,0.37,0.5,0.19,0.09,0.42,0.56,0.46,0.03
202357,2018-19,1.66,0.68,0.24,1.0,1.71,0.05,0.97,0.08,0.03,0.02,0.43,0.13,0.46,0.12,0.11,0.05,4.23,4.64,3.87,3.517,1.862,1.655,0.06,1.27,0.06,0.01,0.1,0.42,0.41,0.61,0.13,0.12,0.36,0.41,0.46,0.03
2403,2018-19,1.77,0.48,0.2,0.76,1.4,0.04,0.74,0.12,0.02,0.11,0.55,0.04,0.68,0.0,0.09,0.05,4.05,4.22,3.87,3.323,1.846,1.477,0.04,1.1,0.04,0.01,0.1,0.4,0.0,0.4,0.05,0.0,0.25,0.0,0.25,0.01
