GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,TEAM_ID,SEASON
Lineups,2544-202389-202684-203099-203521,L. James - T. Mozgov - T. Thompson - J. Cunningham - M. Dellavedova,2,2,0,1.0,7.0,116.1,113.3,138.1,135.7,-22.0,-22.4,0.833,5.0,23.8,,,,0.067,0.542,0.581,92.3,94.27,78.56,15,0.485,147,110,1,1,107,134,420,361,66,6,68,56,57,29,253,148,148,286,213,22150,1610612739,2015-16
Lineups,2210-2544-2592-2760-203099,R. Jefferson - L. James - J. Jones - A. Varejao - J. Cunningham,1,1,0,1.0,6.0,132.5,136.4,112.8,109.1,19.7,27.3,0.833,5.0,29.4,,,,0.091,0.7,0.663,87.1,87.27,72.73,11,0.721,237,183,1,1,135,72,360,128,66,6,29,56,57,29,272,66,101,349,109,18150,1610612739,2015-16
Lineups,2210-2544-2590-2592-202684,R. Jefferson - L. James - M. Williams - J. Jones - T. Thompson,5,3,2,0.6,6.0,62.7,57.1,70.7,61.5,-8.0,-4.4,0.5,0.33,6.3,,,,0.214,0.222,0.372,91.9,103.05,85.87,14,0.429,75,79,390,328,129,308,179,325,180,191,268,56,57,29,415,304,293,151,233,18865,1610612739,2015-16
Lineups,2544-2592-202389-202697-203521,L. James - J. Jones - T. Mozgov - I. Shumpert - M. Dellavedova,2,2,0,1.0,5.0,60.7,60.0,66.7,66.7,-5.9,-6.7,1.0,0.0,16.7,,,,0.0,0.222,0.304,95.1,95.66,79.72,10,0.381,147,110,1,1,157,304,183,331,1,201,156,56,57,29,1,304,313,264,247,14300,1610612739,2015-16
Lineups,2544-2590-2592-2747-201567,L. James - M. Williams - J. Jones - J. Smith - K. Love,2,0,2,0.0,5.0,202.7,180.0,150.0,120.0,52.7,60.0,0.429,0.0,21.4,,,,0.0,0.889,0.911,88.7,105.11,87.59,10,0.644,147,397,390,397,166,25,384,65,221,201,90,56,57,29,1,32,33,127,134,13700,1610612739,2015-16
Lineups,2210-2544-2760-202684-203099,R. Jefferson - L. James - A. Varejao - T. Thompson - J. Cunningham,2,2,0,1.0,5.0,40.6,38.5,100.0,91.7,-59.4,-53.2,0.0,0.0,0.0,,,,0.231,0.222,0.242,104.0,111.46,92.88,13,-0.15,147,110,1,1,142,328,268,408,277,201,277,56,57,29,422,304,323,90,435,16150,1610612739,2015-16
Lineups,2210-2544-201567-202684-203099,R. Jefferson - L. James - K. Love - T. Thompson - J. Cunningham,3,3,0,1.0,5.0,183.8,181.8,68.5,50.0,115.3,131.8,0.5,4.0,21.1,,,,0.091,0.692,0.72,88.1,103.18,85.98,11,0.913,112,79,1,1,143,23,151,21,180,12,94,56,57,29,272,77,72,150,76,16050,1610612739,2015-16
Lineups,202693-203501-203957-1627884-1629029,M. Morris - T. Hardaway Jr. - D. Exum - D. Jones Jr. - L. Doncic,3,2,1,0.667,10.0,153.2,161.9,144.1,140.9,9.1,21.0,0.692,9.0,25.7,0.6,0.538,0.565,0.048,0.652,0.675,103.8,102.11,85.09,21,0.598,125,110,341,378,96,71,714,218,203,3,91,47,422,188,512,182,187,421,221,30320,1610612742,2023-24
Lineups,203552-1629029-1630639-1641726-1641765,S. Curry - L. Doncic - A. Lawson - D. Lively II - O. Prosper,2,1,1,0.5,10.0,120.4,113.6,75.5,76.2,45.0,37.4,0.778,2.33,22.6,0.2,0.818,0.524,0.136,0.639,0.633,96.1,98.44,82.03,22,0.785,187,206,341,441,90,263,396,152,157,100,156,274,210,228,647,191,223,488,120,31450,1610612742,2023-24
Lineups,202693-203501-1627884-1629029-1629684,M. Morris - T. Hardaway Jr. - D. Jones Jr. - L. Doncic - G. Williams,2,1,1,0.5,9.0,130.3,122.2,151.2,152.9,-20.8,-30.7,0.778,3.5,28.0,0.0,0.444,0.286,0.111,0.714,0.739,87.5,89.84,74.87,18,0.511,187,206,341,441,110,220,765,672,157,40,72,346,480,488,593,138,141,585,296,28050,1610612742,2023-24
Lineups,203501-203939-1629029-1630639-1630702,T. Hardaway Jr. - D. Powell - L. Doncic - A. Lawson - J. Hardy,1,1,0,1.0,8.0,181.6,176.5,59.2,58.8,122.4,117.6,0.222,0.0,8.7,0.5,0.615,0.571,0.0,0.688,0.768,103.2,105.06,87.55,17,1.015,331,206,1,1,138,48,337,33,457,317,440,56,383,178,1,151,119,365,62,23300,1610612742,2023-24
Lineups,202693-203957-1629029-1630702-1641726,M. Morris - D. Exum - L. Doncic - J. Hardy - D. Lively II,1,1,0,1.0,7.0,88.8,82.4,78.3,85.7,10.5,-3.4,0.6,0.6,13.6,0.286,0.6,0.471,0.294,0.545,0.549,109.9,109.65,91.38,17,0.567,331,206,1,1,153,426,418,577,268,288,373,208,386,336,806,274,326,275,241,20355,1610612742,2023-24
Lineups,202693-203501-203957-1629029-1629684,M. Morris - T. Hardaway Jr. - D. Exum - L. Doncic - G. Williams,4,2,2,0.5,7.0,64.8,64.3,174.4,171.4,-109.6,-107.1,0.667,0.67,11.1,0.25,0.5,0.333,0.214,0.364,0.379,99.3,100.55,83.79,14,-0.055,93,110,746,441,156,494,789,803,207,282,407,225,424,447,748,449,478,455,797,20050,1610612742,2023-24
Lineups,203552-1627884-1629029-1630639-1641726,S. Curry - D. Jones Jr. - L. Doncic - A. Lawson - D. Lively II,1,0,1,0.0,7.0,117.6,125.0,94.5,100.0,23.2,25.0,0.625,2.5,19.2,0.5,0.556,0.526,0.125,0.556,0.556,106.6,100.54,83.78,16,0.617,331,580,341,580,142,198,466,197,257,90,248,56,416,226,626,265,318,456,206,22200,1610612742,2023-24
Lineups,202693-203939-203957-1629029-1630702,M. Morris - D. Powell - D. Exum - L. Doncic - J. Hardy,1,1,0,1.0,6.0,123.1,133.3,87.2,100.0,35.9,33.3,0.667,2.0,22.2,0.4,0.667,0.545,0.167,0.727,0.727,105.0,94.17,78.47,12,0.694,331,206,1,1,168,156,466,159,207,112,157,129,322,205,680,133,154,539,156,18350,1610612742,2023-24
Lineups,203939-1629029-1630639-1630702-1641765,D. Powell - L. Doncic - A. Lawson - J. Hardy - O. Prosper,3,2,1,0.667,5.0,96.6,100.0,168.7,170.0,-72.1,-70.0,0.25,0.0,6.3,0.6,0.75,0.643,0.0,0.308,0.314,92.2,90.3,75.25,9,-0.097,125,110,341,378,197,300,788,757,452,317,458,47,255,123,1,484,517,581,804,15150,1610612742,2023-24
Lineups,203552-203957-1629029-1641726-1641765,S. Curry - D. Exum - L. Doncic - D. Lively II - O. Prosper,1,1,0,1.0,5.0,139.9,133.3,150.0,150.0,-10.1,-16.7,0.5,1.5,17.6,0.4,1.0,0.727,0.167,0.682,0.699,109.6,112.21,93.51,12,0.463,331,206,1,1,190,156,728,619,331,173,273,129,1,81,680,157,170,227,340,15400,1610612742,2023-24
Lineups,203552-1629029-1629684-1630182-1641765,S. Curry - L. Doncic - G. Williams - J. Green - O. Prosper,1,1,0,1.0,5.0,112.7,110.0,101.4,100.0,11.4,10.0,0.75,3.0,21.4,0.167,0.75,0.4,0.1,0.625,0.564,91.6,93.38,77.82,10,0.594,331,206,1,1,201,274,466,245,166,48,174,294,255,396,575,198,306,547,224,14650,1610612742,2023-24
Lineups,201580-203493-1629029-1629033-1630702,J. McGee - R. Bullock - L. Doncic - T. Pinson - J. Hardy,2,0,2,0.0,6.0,113.6,115.4,166.7,153.8,-53.0,-38.5,0.4,0.0,13.3,0.0,0.75,0.3,0.0,0.5,0.568,101.2,104.44,87.03,13,0.351,147,454,688,454,144,267,730,654,395,289,366,318,268,488,1,311,323,311,399,17925,1610612742,2022-23
Lineups,202689-203501-203939-1628373-1629029,K. Walker - T. Hardaway Jr. - D. Powell - F. Ntilikina - L. Doncic,2,2,0,1.0,6.0,169.8,157.1,108.3,92.9,61.4,64.3,0.667,4.0,21.1,0.25,1.0,0.5,0.071,0.778,0.849,94.2,105.66,88.05,14,0.81,147,62,1,1,137,91,406,98,210,23,165,214,1,215,506,117,103,289,118,19080,1610612742,2022-23
Lineups,202689-203493-1626174-1627827-1629029,K. Walker - R. Bullock - C. Wood - D. Finney-Smith - L. Doncic,2,1,1,0.5,5.0,78.8,70.0,156.3,170.0,-77.4,-100.0,0.0,0.0,0.0,0.167,0.429,0.308,0.1,0.313,0.394,102.0,103.23,86.02,10,0.116,147,133,264,319,185,454,756,739,452,289,452,275,481,487,541,481,467,327,498,13950,1610612742,2022-23
Lineups,203493-1626174-1629029-1629033-1630702,R. Bullock - C. Wood - L. Doncic - T. Pinson - J. Hardy,3,0,3,0.0,5.0,97.2,91.7,163.9,133.3,-66.8,-41.7,0.5,1.0,13.3,0.167,1.0,0.375,0.167,0.5,0.533,92.1,104.89,87.41,12,0.185,86,454,782,454,157,400,632,660,311,170,366,275,1,413,636,311,355,305,471,16475,1610612742,2022-23
Lineups,203501-204001-1626161-1627827-1629029,T. Hardaway Jr. - K. Porzingis - W. Cauley-Stein - D. Finney-Smith - L. Doncic,3,1,2,0.333,20.0,105.5,110.0,116.7,120.5,-11.2,-10.5,0.438,1.75,13.0,0.292,0.667,0.452,0.1,0.474,0.503,99.1,95.52,79.6,40,0.385,101,201,762,601,34,257,653,609,392,115,373,206,340,353,592,368,353,468,391,59550,1610612742,2021-22
Lineups,203493-1626161-1627827-1628973-1629029,R. Bullock - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,5,4,1,0.8,16.0,143.8,144.1,101.0,94.7,42.8,49.4,0.474,1.8,20.5,0.111,0.733,0.5,0.147,0.796,0.814,103.1,106.45,88.71,34,0.649,49,36,424,427,39,106,497,153,387,113,179,324,318,236,661,99,102,266,198,48700,1610612742,2021-22
Lineups,203501-1626161-1627827-1628973-1629029,T. Hardaway Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,5,3,2,0.6,13.0,131.6,130.0,110.0,103.2,21.5,26.8,0.5,1.75,16.7,0.385,0.933,0.679,0.133,0.611,0.658,111.6,115.88,96.57,30,0.613,49,62,762,502,56,151,586,207,309,115,267,140,208,93,640,208,198,152,230,37900,1610612742,2021-22
Lineups,203493-1626161-1627827-1628373-1629029,R. Bullock - W. Cauley-Stein - D. Finney-Smith - F. Ntilikina - L. Doncic,2,1,1,0.5,8.0,80.0,75.0,127.9,125.0,-47.9,-50.0,0.6,0.75,13.6,0.333,0.714,0.5,0.25,0.429,0.429,95.1,99.31,82.76,16,0.143,160,201,424,518,96,440,670,719,276,218,364,154,324,236,746,391,433,398,487,23200,1610612742,2021-22
Lineups,203501-1626246-1627827-1628973-1629029,T. Hardaway Jr. - B. Marjanovic - D. Finney-Smith - J. Brunson - L. Doncic,3,2,1,0.667,7.0,105.3,106.7,123.1,123.1,-17.8,-16.4,0.571,2.0,17.4,0.5,0.714,0.6,0.133,0.538,0.526,94.9,94.21,78.5,15,0.509,101,94,424,458,112,265,661,626,296,72,259,58,324,147,640,262,328,493,296,21400,1610612742,2021-22
Lineups,203501-1626161-1628467-1628973-1629029,T. Hardaway Jr. - W. Cauley-Stein - M. Kleber - J. Brunson - L. Doncic,3,2,1,0.667,7.0,83.3,71.4,108.4,114.3,-25.1,-42.9,0.4,0.0,11.8,0.111,0.625,0.353,0.0,0.385,0.385,93.1,97.39,81.16,14,0.293,101,94,424,458,115,450,619,709,398,266,389,324,389,446,1,425,469,430,443,20700,1610612742,2021-22
Lineups,201949-203504-1626246-1629029-1630182,J. Johnson - T. Burke - B. Marjanovic - L. Doncic - J. Green,2,1,1,0.5,13.0,130.8,124.1,74.2,72.4,56.7,51.7,0.333,2.5,13.5,0.214,0.733,0.483,0.069,0.66,0.631,102.5,106.48,88.73,29,0.787,163,148,252,331,58,158,338,95,309,52,270,195,239,248,441,129,170,209,104,39220,1610612742,2020-21
Lineups,203501-1626196-1626246-1627827-1629029,T. Hardaway Jr. - J. Richardson - B. Marjanovic - D. Finney-Smith - L. Doncic,4,2,2,0.5,12.0,109.0,112.5,156.7,160.0,-47.7,-47.5,0.6,1.5,17.6,0.308,0.556,0.409,0.167,0.5,0.545,100.7,98.14,81.78,24,0.288,68,81,557,331,65,205,627,584,179,108,187,147,325,304,558,215,240,344,343,35950,1610612742,2020-21
Lineups,203501-1626246-1627827-1629029-1629740,T. Hardaway Jr. - B. Marjanovic - D. Finney-Smith - L. Doncic - N. Melli,1,1,0,1.0,11.0,116.3,114.3,82.3,85.7,34.0,28.6,0.333,0.0,10.3,0.357,0.833,0.577,0.0,0.435,0.468,94.2,93.05,77.54,21,0.633,285,148,1,1,73,196,376,150,309,224,313,108,165,133,1,307,320,402,165,32500,1610612742,2020-21
Lineups,1626196-1626246-1627827-1628467-1629029,J. Richardson - B. Marjanovic - D. Finney-Smith - M. Kleber - L. Doncic,2,1,1,0.5,9.0,59.2,55.6,89.5,94.4,-30.2,-38.9,0.5,0.4,8.3,0.4,0.909,0.667,0.278,0.321,0.336,95.0,95.29,79.41,18,0.348,163,148,252,331,91,383,401,568,216,215,331,87,136,59,633,366,378,376,318,27200,1610612742,2020-21
Lineups,203501-1626246-1627827-1628973-1629029,T. Hardaway Jr. - B. Marjanovic - D. Finney-Smith - J. Brunson - L. Doncic,3,2,1,0.667,9.0,145.9,152.6,100.6,90.9,45.3,61.7,0.455,5.0,17.9,0.444,0.818,0.65,0.053,0.675,0.694,101.5,104.68,87.23,19,0.638,96,81,252,278,86,68,393,84,280,8,184,78,179,89,432,113,124,242,162,28200,1610612742,2020-21
Lineups,1626246-1627827-1628973-1629029-1630182,B. Marjanovic - D. Finney-Smith - J. Brunson - L. Doncic - J. Green,1,1,0,1.0,6.0,111.6,115.4,36.4,30.8,75.2,84.6,0.667,1.33,20.0,0.5,0.667,0.6,0.231,0.583,0.603,102.3,108.84,90.7,13,1.611,285,148,1,1,148,193,260,57,139,125,122,38,258,113,603,178,193,177,23,17200,1610612742,2020-21
Lineups,201949-203504-1626246-1628973-1629029,J. Johnson - T. Burke - B. Marjanovic - J. Brunson - L. Doncic,2,0,2,0.0,6.0,153.1,150.0,172.1,140.0,-19.1,10.0,0.429,3.0,17.6,0.5,1.0,0.75,0.083,0.682,0.705,102.1,115.03,95.86,12,0.4,163,463,557,463,151,69,588,201,288,32,187,38,1,42,452,110,114,118,293,16900,1610612742,2020-21
Lineups,201949-203501-203504-1626246-1629029,J. Johnson - T. Hardaway Jr. - T. Burke - B. Marjanovic - L. Doncic,3,1,2,0.333,6.0,87.0,84.6,93.2,85.7,-6.1,-1.1,0.667,0.0,10.5,0.364,0.571,0.444,0.0,0.231,0.352,98.9,104.63,87.19,13,0.394,96,148,557,420,138,325,376,469,139,224,311,104,319,272,1,389,371,244,299,18580,1610612742,2020-21
Lineups,200755-1626246-1627827-1628973-1629029,J. Redick - B. Marjanovic - D. Finney-Smith - J. Brunson - L. Doncic,1,0,1,0.0,6.0,128.8,130.8,92.3,85.7,36.5,45.1,0.167,0.33,5.9,0.6,1.0,0.8,0.231,0.545,0.644,111.6,115.03,95.86,13,0.714,285,463,252,463,151,126,376,108,345,216,341,30,1,36,603,196,159,118,127,16900,1610612742,2020-21
Lineups,200755-1626196-1626246-1629029-1630182,J. Redick - J. Richardson - B. Marjanovic - L. Doncic - J. Green,1,0,1,0.0,6.0,112.6,115.4,38.8,38.5,73.8,76.9,0.167,0.33,6.7,0.2,0.857,0.583,0.231,0.65,0.663,111.3,110.44,92.04,13,1.259,285,463,252,463,150,193,268,62,345,216,338,199,154,130,603,131,148,163,38,16950,1610612742,2020-21
Lineups,203504-1626246-1629029-1629740-1630182,T. Burke - B. Marjanovic - L. Doncic - N. Melli - J. Green,1,0,1,0.0,6.0,183.8,181.8,119.0,116.7,64.8,65.2,0.625,2.5,26.3,1.0,1.0,1.0,0.182,0.818,0.842,97.6,99.16,82.63,11,0.662,285,463,252,463,155,33,498,78,170,52,60,1,1,1,573,70,63,326,150,16700,1610612742,2020-21
Lineups,201949-203504-1626246-1628411-1629029,J. Johnson - T. Burke - B. Marjanovic - W. Iwundu - L. Doncic,4,1,3,0.25,5.0,100.9,100.0,121.5,126.7,-20.6,-26.7,0.6,3.0,16.7,0.25,0.667,0.429,0.077,0.423,0.468,129.6,127.19,105.99,13,0.328,68,148,641,455,168,236,544,535,179,32,203,170,258,287,446,313,318,61,330,15850,1610612742,2020-21
Lineups,203504-1626246-1628467-1628973-1629029,T. Burke - B. Marjanovic - M. Kleber - J. Brunson - L. Doncic,2,1,1,0.5,5.0,102.2,110.0,163.9,145.5,-61.7,-35.5,0.667,2.0,15.4,0.2,1.0,0.5,0.1,0.438,0.564,107.1,109.57,91.3,10,0.308,163,148,252,331,187,217,600,559,139,63,236,199,1,174,475,300,224,174,337,13800,1610612742,2020-21
Lineups,203504-1626196-1626246-1628467-1629029,T. Burke - J. Richardson - B. Marjanovic - M. Kleber - L. Doncic,1,1,0,1.0,5.0,166.7,166.7,150.0,133.3,16.7,33.3,0.143,1.0,9.1,0.5,0.75,0.667,0.111,0.833,0.833,87.4,92.57,77.14,9,0.554,285,148,1,1,183,42,564,133,349,136,326,38,207,59,486,57,64,408,212,14000,1610612742,2020-21
Lineups,201572-203114-203507-1641748-1641753,B. Lopez - K. Middleton - G. Antetokounmpo - A. Jackson Jr. - C. Livingston,1,0,1,0.0,7.0,124.2,114.3,109.3,106.7,14.9,7.6,0.833,2.5,25.0,0.167,1.0,0.5,0.143,0.636,0.673,95.4,100.58,83.82,14,0.443,263,412,223,412,109,181,362,171,82,51,70,214,1,160,440,145,142,296,236,20760,1610612749,2023-24
Lineups,201577-203109-203507-1626192-1627736,R. Lopez - J. Crowder - G. Antetokounmpo - P. Connaughton - M. Beasley,1,0,1,0.0,6.0,85.4,84.6,121.0,128.6,-35.6,-44.0,0.75,1.5,18.8,0.0,0.714,0.385,0.154,0.45,0.506,106.6,103.68,86.4,13,0.328,263,412,223,412,125,288,443,464,104,112,165,236,206,296,455,276,256,246,284,18750,1610612749,2023-24
Lineups,201577-203114-203507-1626192-1627736,R. Lopez - K. Middleton - G. Antetokounmpo - P. Connaughton - M. Beasley,1,0,1,0.0,6.0,91.7,100.0,73.1,81.8,18.6,18.2,0.25,0.5,6.3,0.444,0.714,0.563,0.182,0.423,0.423,106.1,96.0,80.0,11,0.458,263,412,223,412,139,214,268,146,304,184,308,76,206,124,477,288,315,345,225,16500,1610612749,2023-24
Lineups,201568-203507-1626171-1631102-1631260,D. Gallinari - G. Antetokounmpo - B. Portis - T. Washington Jr. - A. Green,1,0,1,0.0,5.0,128.7,127.3,58.1,60.0,70.5,67.3,0.4,2.0,13.3,0.4,0.857,0.667,0.091,0.6,0.643,112.4,111.3,92.75,11,0.895,263,412,223,412,161,127,233,63,282,69,253,81,121,49,380,157,165,145,62,13585,1610612749,2023-24
Lineups,201572-203507-1628960-1628975-1631260,B. Lopez - G. Antetokounmpo - G. Allen - J. Carter - A. Green,4,3,1,0.75,9.0,115.1,105.9,116.2,116.7,-1.1,-10.8,0.4,1.0,8.7,0.364,0.889,0.6,0.118,0.4,0.51,93.9,97.49,81.24,17,0.46,100,87,630,658,98,359,756,715,514,206,544,213,290,232,715,515,443,662,429,25850,1610612749,2022-23
Lineups,201572-203507-1626192-1628960-1631260,B. Lopez - G. Antetokounmpo - P. Connaughton - G. Allen - A. Green,2,2,0,1.0,8.0,134.5,122.7,70.4,70.0,64.0,52.7,0.875,1.4,23.3,0.2,0.733,0.6,0.227,0.808,0.84,113.5,119.29,99.41,22,0.941,223,152,1,1,99,266,464,147,217,179,184,369,404,232,904,141,130,239,132,25350,1610612749,2022-23
Lineups,201572-201950-203507-1628960-1631260,B. Lopez - J. Holiday - G. Antetokounmpo - G. Allen - A. Green,2,1,1,0.5,6.0,169.4,166.7,92.3,85.7,77.1,81.0,0.364,2.0,17.4,0.8,0.833,0.818,0.133,0.8,0.746,114.9,120.0,100.0,15,0.964,223,295,630,753,162,87,525,98,523,79,362,49,318,94,747,142,208,231,130,17400,1610612749,2022-23
Lineups,203507-1626171-1628960-1628975-1631260,G. Antetokounmpo - B. Portis - G. Allen - J. Carter - A. Green,2,2,0,1.0,6.0,128.6,114.3,141.7,141.7,-13.0,-27.4,0.667,1.33,20.0,0.333,0.833,0.583,0.214,0.682,0.699,95.7,101.82,84.85,14,0.479,223,152,1,1,148,316,874,776,286,182,242,220,318,272,888,226,241,577,407,18385,1610612749,2022-23
Lineups,203507-204060-1626171-1626192-1631260,G. Antetokounmpo - J. Ingles - B. Portis - P. Connaughton - A. Green,1,1,0,1.0,6.0,111.8,121.4,150.4,150.0,-38.6,-28.6,0.667,4.0,15.4,0.615,0.857,0.7,0.071,0.389,0.421,116.6,112.0,93.33,14,0.364,393,295,1,1,154,270,887,780,286,17,427,78,301,146,640,523,546,356,500,18000,1610612749,2022-23
Lineups,203507-1626192-1628960-1628975-1631260,G. Antetokounmpo - P. Connaughton - G. Allen - J. Carter - A. Green,2,1,1,0.5,6.0,134.7,123.1,94.5,92.9,40.2,30.2,0.5,1.5,17.6,0.25,0.714,0.545,0.154,0.75,0.735,110.9,116.76,97.3,13,0.571,223,295,630,753,170,262,567,216,401,152,351,316,411,317,782,160,213,277,329,16650,1610612749,2022-23
Lineups,203109-203507-1626192-1628975-1631260,J. Crowder - G. Antetokounmpo - P. Connaughton - J. Carter - A. Green,2,2,0,1.0,6.0,139.4,115.4,56.8,58.3,82.6,57.1,0.8,2.0,22.2,0.2,0.583,0.471,0.154,0.875,0.768,95.6,103.57,86.31,13,1.032,223,152,1,1,163,313,406,138,227,79,191,369,508,473,782,107,176,537,90,17380,1610612749,2022-23
Lineups,201586-201588-203507-1629670-1631260,S. Ibaka - G. Hill - G. Antetokounmpo - J. Nwora - A. Green,1,1,0,1.0,5.0,69.4,70.0,150.2,140.0,-80.8,-70.0,0.333,1.0,9.1,0.0,0.5,0.222,0.1,0.5,0.385,95.0,97.96,81.63,10,-0.083,393,295,1,1,194,554,862,913,526,206,534,427,525,682,681,371,572,653,977,14700,1610612749,2022-23
Lineups,203507-203918-204038-1628400-1630572,G. Antetokounmpo - R. Hood - L. Galloway - S. Ojeleye - S. Mamukelashvili,2,1,1,0.5,5.0,90.9,100.0,94.0,100.0,-3.1,0.0,0.25,0.33,6.3,0.429,0.833,0.615,0.25,0.4,0.492,114.5,105.82,88.18,12,0.344,175,230,577,675,163,385,653,384,538,334,555,192,375,254,1005,551,565,539,576,16330,1610612749,2021-22
Lineups,201588-203503-203507-1627748-1627763,G. Hill - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,7,7,0,1.0,20.0,119.5,119.0,80.9,86.4,38.6,32.7,0.619,4.33,21.0,0.333,0.615,0.489,0.071,0.603,0.57,104.3,101.03,84.19,42,0.748,50,31,1,1,33,210,460,199,263,21,187,143,422,374,519,217,281,488,174,61290,1610612749,2018-19
Lineups,202339-203503-203507-1627748-1627763,E. Bledsoe - T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon,5,5,0,1.0,18.0,99.8,100.0,96.2,95.0,3.6,5.0,0.625,1.43,18.9,0.167,0.81,0.513,0.175,0.515,0.554,107.2,107.76,89.8,40,0.582,75,53,1,1,44,276,495,288,259,151,237,280,256,260,665,272,298,357,261,53450,1610612749,2018-19
Lineups,203503-203507-1626192-1627748-1627763,T. Snell - G. Antetokounmpo - P. Connaughton - T. Maker - M. Brogdon,4,3,1,0.75,17.0,105.4,97.5,87.6,86.5,17.8,11.0,0.786,2.2,20.8,0.1,0.773,0.452,0.125,0.591,0.591,106.2,111.18,92.65,40,0.603,106,106,477,519,46,366,461,274,182,81,190,303,295,406,584,228,265,305,247,49865,1610612749,2018-19
Lineups,202339-203503-203507-1626192-1627748,E. Bledsoe - T. Snell - G. Antetokounmpo - P. Connaughton - T. Maker,5,2,3,0.4,13.0,152.4,146.9,92.2,87.1,60.2,59.8,0.412,3.5,16.7,0.273,0.688,0.519,0.063,0.704,0.738,111.1,116.44,97.04,32,0.862,75,155,808,686,60,118,465,119,391,38,276,209,365,259,511,147,147,230,134,38955,1610612749,2018-19
Lineups,201588-202339-203503-203507-1627748,G. Hill - E. Bledsoe - T. Snell - G. Antetokounmpo - T. Maker,4,4,0,1.0,11.0,117.8,108.3,115.6,109.1,2.1,-0.8,0.8,2.67,23.5,0.3,0.667,0.474,0.125,0.639,0.617,97.8,104.98,87.48,24,0.554,106,85,1,1,74,258,613,589,170,68,147,195,367,383,584,189,243,415,281,31550,1610612749,2018-19
Lineups,201588-203507-1627748-1627763-1628425,G. Hill - G. Antetokounmpo - T. Maker - M. Brogdon - S. Brown,5,5,0,1.0,8.0,157.6,181.3,60.0,56.3,97.6,125.0,0.875,7.0,25.9,0.5,0.727,0.632,0.063,0.656,0.711,101.1,96.87,80.72,16,1.029,75,53,1,1,99,52,351,42,153,2,89,57,342,160,511,182,169,538,68,23785,1610612749,2018-19
Lineups,203503-203507-1627748-1627763-1628425,T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon - S. Brown,2,2,0,1.0,7.0,132.0,130.8,57.6,57.1,74.4,73.6,0.667,1.33,23.5,0.0,0.667,0.5,0.231,0.833,0.86,91.3,92.13,76.78,13,0.974,229,155,1,1,114,164,353,99,215,154,147,312,367,265,716,87,98,582,102,21100,1610612749,2018-19
Lineups,202339-203114-203507-1626192-1627748,E. Bledsoe - K. Middleton - G. Antetokounmpo - P. Connaughton - T. Maker,3,2,1,0.667,6.0,155.7,135.7,72.9,73.3,82.8,62.4,0.571,0.0,21.1,0.25,0.818,0.667,0.0,0.682,0.72,113.9,121.08,100.9,14,1.022,149,155,477,546,147,147,403,113,282,279,186,216,250,104,1,161,158,176,69,17245,1610612749,2018-19
Lineups,202339-203114-203507-1627748-1627763,E. Bledsoe - K. Middleton - G. Antetokounmpo - T. Maker - M. Brogdon,2,1,1,0.5,6.0,113.3,113.3,62.3,56.3,51.0,57.1,0.375,1.0,16.7,0.0,0.875,0.583,0.2,0.708,0.708,120.8,127.18,105.98,15,0.784,229,274,477,607,141,234,351,122,405,167,276,312,221,208,680,144,172,123,155,17550,1610612749,2018-19
Lineups,101141-201588-203507-1628537-1628978,E. Ilyasova - G. Hill - G. Antetokounmpo - J. Morris - D. DiVincenzo,1,1,0,1.0,6.0,104.7,107.1,70.5,64.3,34.2,42.9,0.6,1.5,13.0,0.5,0.75,0.6,0.143,0.353,0.409,112.7,116.53,97.11,14,0.771,372,274,1,1,143,261,372,159,267,138,364,57,308,177,618,419,438,228,163,17300,1610612749,2018-19
Lineups,203503-203507-1627748-1627763-1628978,T. Snell - G. Antetokounmpo - T. Maker - M. Brogdon - D. DiVincenzo,2,1,1,0.5,6.0,134.7,133.3,57.1,61.5,77.5,71.8,0.667,4.0,23.5,0.2,0.625,0.462,0.083,0.636,0.673,102.5,99.04,82.53,12,0.88,229,274,477,607,135,150,365,101,215,22,147,256,418,391,539,192,193,511,127,18175,1610612749,2018-19
