GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,TEAM_ID,SEASON
Lineups,101123-201935-202697-203085-1628392,G. Green - J. Harden - I. Shumpert - A. Rivers - I. Hartenstein,1,1,0,1.0,6.0,108.1,125.0,122.4,127.3,-14.3,-2.3,0.8,1.33,21.1,0.5,1.0,0.7,0.25,0.636,0.631,99.3,90.25,75.2,12,0.44,281,183,1,1,126,147,498,425,99,115,98,52,1,47,523,156,189,439,283,18350,1610612745,2018-19
Lineups,200782-201935-1627863-1628392-1629109,P. Tucker - J. Harden - D. House Jr. - I. Hartenstein - G. Clark,2,0,2,0.0,6.0,142.9,145.5,137.9,136.4,5.0,9.1,0.0,0.0,0.0,0.0,0.667,0.286,0.091,0.75,0.784,92.5,92.15,76.79,11,0.449,166,467,533,467,141,98,523,219,337,234,337,284,239,392,384,83,94,426,276,17190,1610612745,2018-19
Lineups,101108-200782-201935-203516-1628392,C. Paul - P. Tucker - J. Harden - J. Ennis III - I. Hartenstein,3,2,1,0.667,5.0,110.3,109.1,76.5,75.0,33.8,34.1,1.0,0.0,25.0,0.143,0.6,0.333,0.0,0.455,0.505,113.6,115.4,96.17,11,0.737,109,106,284,334,168,222,269,142,1,234,51,255,302,350,1,288,289,128,124,14350,1610612745,2018-19
Lineups,101150-201935-201976-1627778-1627786,L. Williams - J. Harden - P. Beverley - C. Onuaku - T. Williams,1,1,0,1.0,6.0,92.6,91.7,151.5,153.8,-58.9,-62.2,0.5,0.67,13.3,,,,0.25,0.5,0.557,102.0,101.69,84.75,12,0.246,182,135,1,1,95,157,364,350,140,133,154,38,49,28,342,123,132,176,191,17700,1610612745,2016-17
Lineups,2772-201569-201583-201935-1627778,T. Ariza - E. Gordon - R. Anderson - J. Harden - C. Onuaku,1,0,1,0.0,5.0,134.9,130.0,153.4,154.5,-18.6,-24.5,1.0,0.0,23.1,,,,0.0,0.5,0.674,102.9,104.28,86.9,10,0.373,182,306,183,306,108,59,365,304,1,154,53,38,49,28,1,123,59,152,150,14500,1610612745,2016-17
Lineups,2772-201583-201628-201935-1627778,T. Ariza - R. Anderson - B. Brown - J. Harden - C. Onuaku,1,0,1,0.0,5.0,65.1,58.3,131.6,127.3,-66.5,-68.9,0.5,0.33,6.3,,,,0.25,0.25,0.359,94.0,100.98,84.15,12,-0.105,182,306,183,306,100,213,320,357,140,149,195,38,49,28,342,210,212,182,374,16400,1610612745,2016-17
Lineups,2730-2772-201935-201976-1626149,D. Howard - T. Ariza - J. Harden - P. Beverley - M. Harrell,7,4,3,0.571,27.0,89.1,90.0,78.3,73.8,10.8,16.2,0.6,0.86,15.6,,,,0.233,0.535,0.544,106.8,109.41,91.18,60,0.531,46,41,485,228,26,235,257,148,158,177,185,56,51,28,482,164,190,180,192,79625,1610612745,2015-16
Lineups,1891-2730-2772-201935-1626149,J. Terry - D. Howard - T. Ariza - J. Harden - M. Harrell,7,4,3,0.571,25.0,112.9,108.9,88.2,91.3,24.7,17.6,0.737,2.0,21.9,0.316,0.714,0.525,0.156,0.568,0.592,86.1,86.04,71.7,45,0.635,46,41,485,228,28,148,323,136,99,30,84,25,18,6,408,148,156,390,146,76155,1610612745,2015-16
Lineups,2730-2772-201935-201976-203909,D. Howard - T. Ariza - J. Harden - P. Beverley - K. McDaniels,6,2,4,0.333,22.0,155.4,140.5,86.1,80.4,69.3,60.0,0.429,1.8,15.5,0.467,0.75,0.641,0.119,0.714,0.757,88.1,95.8,79.84,42,0.786,57,93,518,337,32,59,285,58,260,64,187,7,12,1,348,62,61,341,91,66135,1610612745,2015-16
Lineups,1891-201147-201935-203991-1626149,J. Terry - C. Brewer - J. Harden - C. Capela - M. Harrell,9,6,3,0.667,17.0,84.4,83.8,82.9,81.1,1.5,2.7,0.111,0.11,2.2,0.4,,,0.243,0.345,0.446,100.8,102.26,85.22,37,0.5,34,20,485,197,44,257,286,175,294,220,294,13,51,28,486,286,274,265,204,52100,1610612745,2015-16
Lineups,2730-2772-201935-201951-1626149,D. Howard - T. Ariza - J. Harden - T. Lawson - M. Harrell,4,2,2,0.5,15.0,84.1,87.5,95.3,88.6,-11.2,-1.1,0.571,0.4,10.0,0.286,0.778,0.563,0.313,0.405,0.533,104.0,105.91,88.25,32,0.4,95,93,412,241,57,247,313,373,181,210,259,30,5,3,518,264,203,221,248,45550,1610612745,2015-16
Lineups,1891-2772-201935-203909-203991,J. Terry - T. Ariza - J. Harden - K. McDaniels - C. Capela,2,1,1,0.5,10.0,150.4,152.4,129.3,136.4,21.1,16.0,0.4,0.0,12.9,,0.625,,0.0,0.477,0.587,105.9,102.35,85.29,21,0.57,190,164,175,241,83,42,499,149,266,221,226,56,32,28,1,224,159,262,175,30250,1610612745,2015-16
Lineups,1891-2772-201935-203093-1626149,J. Terry - T. Ariza - J. Harden - T. Jones - M. Harrell,4,1,3,0.25,10.0,137.1,136.8,146.5,150.0,-9.4,-13.2,0.5,1.33,16.7,,,,0.158,0.692,0.767,101.1,99.88,83.23,19,0.41,95,164,485,374,88,67,512,403,196,101,153,56,51,28,411,74,58,294,245,29555,1610612745,2015-16
Lineups,2772-101236-201935-201951-201977,T. Ariza - C. Hayes - J. Harden - T. Lawson - M. Thornton,2,1,1,0.5,10.0,105.1,109.5,78.1,77.3,27.0,32.3,0.444,1.33,16.0,,,,0.143,0.583,0.609,103.0,101.51,84.59,21,0.636,190,164,175,241,81,146,266,101,257,101,178,56,51,28,375,136,144,274,145,30500,1610612745,2015-16
Lineups,2772-201935-201976-203909-203991,T. Ariza - J. Harden - P. Beverley - K. McDaniels - C. Capela,4,3,1,0.75,10.0,120.7,126.3,74.7,78.9,46.0,47.4,0.7,2.33,24.1,,,,0.158,0.611,0.636,91.8,87.29,72.74,19,0.783,95,57,175,184,79,88,274,69,108,25,71,56,51,28,411,122,121,388,94,31345,1610612745,2015-16
Lineups,2772-201935-201951-201977-1626149,T. Ariza - J. Harden - T. Lawson - M. Thornton - M. Harrell,4,2,2,0.5,10.0,90.1,95.8,152.7,145.5,-62.5,-49.6,0.625,1.25,16.1,,,,0.167,0.472,0.534,117.2,116.01,96.67,24,0.272,95,93,412,241,90,224,510,479,152,112,173,56,51,28,415,226,200,130,297,28550,1610612745,2015-16
Lineups,201147-201935-201951-201976-1626149,C. Brewer - J. Harden - T. Lawson - P. Beverley - M. Harrell,3,0,3,0.0,9.0,85.9,78.3,114.8,118.2,-29.0,-39.9,0.5,0.75,10.7,,,,0.174,0.4,0.475,114.6,118.25,98.54,23,0.354,127,388,485,388,96,274,450,472,196,181,255,56,51,28,427,265,257,119,275,27400,1610612745,2015-16
Lineups,2772-201935-201976-203991-1626149,T. Ariza - J. Harden - P. Beverley - C. Capela - M. Harrell,5,3,2,0.6,9.0,106.6,105.9,143.4,140.0,-36.8,-34.1,0.571,2.0,18.2,,0.625,,0.118,0.571,0.605,100.0,101.68,84.73,17,0.284,71,57,412,221,100,162,502,463,181,30,131,56,32,28,347,143,148,270,295,26200,1610612745,2015-16
Lineups,2772-201935-201951-203991-1626149,T. Ariza - J. Harden - T. Lawson - C. Capela - M. Harrell,4,1,3,0.25,9.0,100.7,100.0,90.2,85.0,10.4,15.0,0.714,2.5,20.0,,,,0.111,0.5,0.503,102.7,106.25,88.54,18,0.565,95,164,485,374,101,175,297,150,104,21,94,56,51,28,335,175,228,216,176,25750,1610612745,2015-16
Lineups,1891-2730-201147-201935-1626149,J. Terry - D. Howard - C. Brewer - J. Harden - M. Harrell,5,3,2,0.6,8.0,135.8,137.5,70.5,64.3,65.3,73.2,0.5,2.0,17.4,,,,0.125,0.643,0.679,85.8,88.89,74.07,16,1.0,71,57,412,221,108,66,236,48,196,30,142,56,51,28,350,98,95,381,43,24300,1610612745,2015-16
Lineups,2730-2772-201563-201935-203909,D. Howard - T. Ariza - M. Beasley - J. Harden - K. McDaniels,2,1,1,0.5,7.0,113.6,100.0,66.7,62.5,47.0,37.5,0.167,1.0,6.3,,,,0.067,0.65,0.615,99.2,109.06,90.89,15,0.795,190,164,175,241,123,175,231,89,291,128,286,56,51,28,304,94,138,184,87,20465,1610612745,2015-16
Lineups,2772-201147-201935-203909-203991,T. Ariza - C. Brewer - J. Harden - K. McDaniels - C. Capela,4,2,2,0.5,7.0,157.7,140.0,104.7,100.0,52.9,40.0,0.286,1.0,11.1,,,,0.133,0.818,0.852,94.3,102.39,85.33,15,0.683,95,93,412,241,121,60,343,79,282,128,246,56,51,28,363,43,38,261,122,21095,1610612745,2015-16
Lineups,2772-201935-201951-203093-1626149,T. Ariza - J. Harden - T. Lawson - T. Jones - M. Harrell,5,1,4,0.2,7.0,130.0,118.2,140.5,135.7,-10.5,-17.5,0.167,0.0,8.3,,,,0.0,0.65,0.65,84.5,89.78,74.81,11,0.327,71,164,518,383,125,116,497,418,291,221,277,56,51,28,1,94,110,379,284,20050,1610612745,2015-16
Lineups,201147-201935-201976-203909-203991,C. Brewer - J. Harden - P. Beverley - K. McDaniels - C. Capela,3,2,1,0.667,6.0,117.8,127.3,63.6,63.6,54.2,63.6,0.667,2.0,25.0,,,,0.182,0.722,0.709,96.1,92.36,76.97,11,1.16,127,93,175,197,144,84,233,57,115,30,51,56,51,28,434,59,80,362,39,17150,1610612745,2015-16
Lineups,201147-201935-201951-203991-1626149,C. Brewer - J. Harden - T. Lawson - C. Capela - M. Harrell,7,4,3,0.571,6.0,36.4,28.6,140.0,140.0,-103.6,-111.4,1.0,0.4,12.5,,,,0.357,0.333,0.333,107.0,119.31,99.43,14,-0.077,46,41,485,228,141,354,502,539,1,210,231,56,51,28,546,287,321,113,520,17500,1610612745,2015-16
Lineups,1891-201935-201977-203991-1626149,J. Terry - J. Harden - M. Thornton - C. Capela - M. Harrell,2,0,2,0.0,6.0,127.8,128.6,78.8,78.6,49.0,50.0,0.5,0.0,17.6,,,,0.0,0.636,0.639,116.0,115.8,96.5,14,0.795,190,388,412,388,143,80,272,67,196,221,136,56,51,28,1,104,119,132,88,17410,1610612745,2015-16
Lineups,2772-201147-201935-201951-1626149,T. Ariza - C. Brewer - J. Harden - T. Lawson - M. Harrell,5,2,3,0.4,6.0,101.7,100.0,163.2,135.7,-61.5,-35.7,0.25,0.5,6.3,,,,0.143,0.55,0.595,103.3,113.9,94.92,14,0.197,71,93,485,319,140,175,497,465,284,193,286,56,51,28,375,159,154,138,310,17700,1610612745,2015-16
Lineups,2772-201935-202726-203909-203991,T. Ariza - J. Harden - A. Goudelock - K. McDaniels - C. Capela,1,1,0,1.0,6.0,147.5,138.5,143.8,150.0,3.8,-11.5,0.5,1.0,15.0,,,,0.231,0.591,0.682,105.0,106.19,88.5,13,0.571,279,164,1,1,145,65,512,396,196,128,199,56,51,28,476,132,94,218,170,16950,1610612745,2015-16
Lineups,2772-201935-201976-203093-1626149,T. Ariza - J. Harden - P. Beverley - T. Jones - M. Harrell,2,1,1,0.5,6.0,126.6,123.1,101.7,93.3,24.8,29.7,0.6,1.5,18.8,,,,0.154,0.688,0.752,97.8,103.73,86.44,13,0.652,190,164,175,241,127,96,330,108,158,81,126,56,51,28,401,75,63,243,139,19435,1610612745,2015-16
Lineups,2772-201563-201935-203909-203991,T. Ariza - M. Beasley - J. Harden - K. McDaniels - C. Capela,1,1,0,1.0,6.0,108.7,100.0,117.6,115.4,-8.9,-15.4,0.5,3.0,13.6,,,,0.071,0.406,0.415,102.6,108.0,90.0,14,0.455,279,164,1,1,138,175,438,413,196,10,218,56,51,28,308,263,294,194,224,18000,1610612745,2015-16
Lineups,2730-2772-201147-201935-203909,D. Howard - T. Ariza - C. Brewer - J. Harden - K. McDaniels,5,2,3,0.4,5.0,50.6,50.0,61.5,69.2,-10.9,-19.2,1.0,0.5,15.4,,,,0.4,0.4,0.425,115.5,108.34,90.28,10,0.8,71,93,485,319,156,333,250,423,1,193,189,56,51,28,548,265,284,191,85,15285,1610612745,2015-16
Lineups,2730-2772-201935-203093-203909,D. Howard - T. Ariza - J. Harden - T. Jones - K. McDaniels,1,0,1,0.0,5.0,141.7,155.6,111.1,100.0,30.6,55.6,0.6,1.0,20.0,,,,0.333,0.667,0.709,90.0,90.6,75.5,9,0.644,279,388,175,388,158,37,343,62,158,128,94,56,51,28,519,80,80,372,143,15100,1610612745,2015-16
Lineups,1891-201147-201935-201977-1626149,J. Terry - C. Brewer - J. Harden - M. Thornton - M. Harrell,3,2,1,0.667,5.0,86.8,76.9,89.3,91.7,-2.5,-14.7,1.0,0.5,10.5,,,,0.308,0.25,0.434,115.5,121.17,100.98,13,0.308,127,93,175,197,163,276,325,412,1,193,256,56,51,28,517,319,281,102,289,14855,1610612745,2015-16
Lineups,1891-201147-201935-203093-1626149,J. Terry - C. Brewer - J. Harden - T. Jones - M. Harrell,2,1,1,0.5,5.0,135.1,133.3,148.6,170.0,-13.5,-36.7,0.2,1.0,8.3,,,,0.111,0.611,0.607,100.6,94.02,78.35,9,0.34,190,164,175,241,166,70,533,468,287,128,277,56,51,28,335,122,147,354,276,14550,1610612745,2015-16
Lineups,1891-201147-201563-201935-203909,J. Terry - C. Brewer - M. Beasley - J. Harden - K. McDaniels,2,1,1,0.5,5.0,129.0,130.0,84.6,90.0,44.4,40.0,0.333,1.0,8.3,,,,0.1,0.5,0.645,99.1,95.65,79.71,10,0.87,190,164,175,241,159,79,317,79,272,128,277,56,51,28,325,175,112,343,75,15055,1610612745,2015-16
Lineups,1891-2730-2772-201935-203909,J. Terry - D. Howard - T. Ariza - J. Harden - K. McDaniels,3,2,1,0.667,5.0,76.1,77.8,100.0,90.0,-23.9,-12.2,1.0,0.0,14.3,,,,0.0,0.25,0.287,93.2,97.33,81.11,9,0.083,127,93,175,197,172,275,317,399,1,221,201,56,51,28,1,319,334,324,339,14055,1610612745,2015-16
Lineups,1891-2772-101236-201935-201977,J. Terry - T. Ariza - C. Hayes - J. Harden - M. Thornton,2,1,1,0.5,5.0,102.5,90.9,87.4,90.9,15.0,0.0,0.333,1.0,7.7,,,,0.091,0.438,0.512,102.4,106.31,88.59,11,0.536,190,164,175,241,161,233,321,183,272,128,282,56,51,28,319,247,218,214,190,14900,1610612745,2015-16
Lineups,201587-202331-202695-1629611-1629650,N. Batum - P. George - K. Leonard - T. Mann - M. Brown,1,0,1,0.0,7.0,148.7,133.3,83.3,83.3,65.4,50.0,0.6,0.0,15.0,0.5,0.667,0.563,0.0,0.5,0.508,84.0,88.62,73.85,12,0.786,313,478,277,478,156,154,386,121,233,301,303,54,303,181,1,284,355,561,121,19500,1610612746,2022-23
Lineups,202322-202695-203496-1626181-1629650,J. Wall - K. Leonard - R. Covington - N. Powell - M. Brown,1,0,1,0.0,5.0,141.0,136.4,100.0,100.0,41.0,36.4,0.8,0.0,23.5,0.4,0.8,0.6,0.0,0.667,0.644,95.0,96.71,80.59,11,0.744,313,478,277,478,215,144,430,161,116,301,106,117,209,136,1,161,230,466,139,14890,1610612746,2022-23
Lineups,202331-202695-203090-1627826-1629611,P. George - K. Leonard - M. Harkless - I. Zubac - T. Mann,1,1,0,1.0,12.0,145.7,142.3,67.7,73.1,78.0,69.2,0.462,3.0,18.2,0.143,0.789,0.615,0.077,0.725,0.758,103.6,100.78,83.98,26,0.947,271,187,1,1,69,91,358,75,279,28,158,234,193,113,438,93,90,386,94,37150,1610612746,2019-20
Lineups,201980-202695-203485-1627783-1627832,D. Green - K. Leonard - L. Brown - P. Siakam - F. VanVleet,1,1,0,1.0,6.0,137.5,122.2,72.7,80.0,64.8,42.2,0.4,0.0,18.2,0.0,0.6,0.375,0.0,0.688,0.688,79.1,79.08,65.9,9,0.718,303,218,1,1,129,160,389,134,339,254,210,313,359,398,1,111,140,543,146,17300,1610612761,2018-19
Lineups,101139-201586-202695-203485-1626181,C. Miles - S. Ibaka - K. Leonard - L. Brown - N. Powell,1,1,0,1.0,5.0,81.8,90.0,101.1,100.0,-19.3,-10.0,0.25,0.33,7.7,0.4,0.8,0.6,0.3,0.5,0.5,111.7,107.23,89.36,10,0.351,303,218,1,1,163,314,460,539,374,238,370,129,208,134,684,224,296,295,342,14100,1610612761,2018-19
Lineups,2225-200746-202695-203530-1627854,T. Parker - L. Aldridge - K. Leonard - J. Lauvergne - B. Forbes,1,0,1,0.0,9.0,142.0,143.8,83.5,87.5,58.4,56.3,0.375,1.0,15.8,0.0,0.583,0.467,0.188,0.818,0.871,90.8,88.11,73.42,16,0.87,369,530,254,530,118,83,445,99,335,158,225,323,355,322,623,63,60,503,98,26150,1610612759,2017-18
Lineups,2225-202695-202722-203530-1627854,T. Parker - K. Leonard - D. Bertans - J. Lauvergne - B. Forbes,1,1,0,1.0,6.0,79.3,73.3,100.9,100.0,-21.6,-26.7,0.5,1.0,11.1,0.125,1.0,0.417,0.133,0.417,0.427,105.2,109.89,91.58,15,0.333,369,249,1,1,166,388,485,601,238,158,317,307,1,357,556,335,378,180,357,19000,1610612759,2017-18
Lineups,200746-201980-202695-203473-1627749,L. Aldridge - D. Green - K. Leonard - D. Dedmon - D. Murray,3,2,1,0.667,30.0,110.5,110.0,113.6,115.8,-3.1,-5.8,0.36,1.29,11.7,0.286,0.714,0.5,0.117,0.491,0.553,94.3,93.7,78.09,60,0.46,138,146,406,485,27,187,568,521,299,132,288,20,22,10,498,267,242,379,279,89900,1610612759,2016-17
Lineups,101135-200746-201980-202695-1627749,D. Lee - L. Aldridge - D. Green - K. Leonard - D. Murray,5,4,1,0.8,28.0,125.3,125.5,104.4,105.4,20.9,20.1,0.621,3.0,23.1,,,,0.109,0.633,0.662,94.6,94.13,78.45,55,0.632,84,76,406,428,31,127,533,178,198,26,107,45,45,23,488,141,159,372,179,84900,1610612759,2016-17
Lineups,2200-200746-201980-202695-1627879,P. Gasol - L. Aldridge - D. Green - K. Leonard - N. Laprovittola,3,3,0,1.0,28.0,92.6,90.6,123.5,122.6,-30.9,-32.1,0.5,1.29,13.4,0.185,,,0.132,0.477,0.491,88.5,89.79,74.82,53,0.315,138,105,1,1,30,291,588,574,229,132,267,38,45,23,516,271,306,429,339,85000,1610612759,2016-17
Lineups,200746-201980-202695-203473-1627879,L. Aldridge - D. Green - K. Leonard - D. Dedmon - N. Laprovittola,1,1,0,1.0,13.0,112.7,105.0,110.7,110.0,2.0,-5.0,0.429,0.0,11.1,,,,0.0,0.425,0.464,73.8,76.6,63.83,20,0.494,312,247,1,1,61,201,547,517,281,225,291,45,45,23,1,297,319,489,274,37600,1610612759,2016-17
Lineups,1938-101135-202695-203473-1627749,M. Ginobili - D. Lee - K. Leonard - D. Dedmon - D. Murray,3,3,0,1.0,9.0,101.3,100.0,99.6,95.2,1.7,4.8,0.625,1.67,19.2,,,,0.158,0.5,0.535,107.4,110.56,92.13,19,0.486,138,105,1,1,89,207,452,226,193,104,171,45,45,23,542,210,251,167,276,26050,1610612759,2016-17
Lineups,1938-101135-200746-202695-1627749,M. Ginobili - D. Lee - L. Aldridge - K. Leonard - D. Murray,1,1,0,1.0,8.0,154.6,153.3,75.0,75.0,79.6,78.3,0.667,6.0,26.1,,0.727,,0.067,0.7,0.724,97.7,98.11,81.76,15,0.741,312,247,1,1,105,72,384,67,166,6,54,45,19,23,444,109,124,319,132,22750,1610612759,2016-17
Lineups,2200-201980-202695-202722-1627749,P. Gasol - D. Green - K. Leonard - D. Bertans - D. Murray,1,1,0,1.0,8.0,112.5,100.0,146.2,146.2,-33.6,-46.2,0.5,1.0,17.6,,,,0.214,0.722,0.742,81.4,86.4,72.0,14,0.429,312,247,1,1,108,207,632,598,229,140,192,45,45,23,604,102,117,452,290,22500,1610612759,2016-17
Lineups,2200-202695-203613-203937-1627854,P. Gasol - K. Leonard - J. Simmons - K. Anderson - B. Forbes,1,1,0,1.0,8.0,170.1,153.8,161.5,161.5,8.5,-7.7,0.714,5.0,25.0,,,,0.077,0.773,0.784,77.4,81.3,67.75,13,0.5,312,247,1,1,103,70,653,529,150,7,59,45,45,23,459,82,92,477,248,23025,1610612759,2016-17
Lineups,2225-200746-202695-203473-1627854,T. Parker - L. Aldridge - K. Leonard - D. Dedmon - B. Forbes,2,1,1,0.5,8.0,112.6,115.4,61.5,61.5,51.1,53.8,0.286,0.0,13.3,,0.5,,0.0,0.583,0.563,84.2,83.2,69.33,13,0.912,195,247,406,530,108,159,346,95,314,225,268,45,41,23,1,167,229,470,89,22500,1610612759,2016-17
Lineups,2200-200746-201980-202695-1627749,P. Gasol - L. Aldridge - D. Green - K. Leonard - D. Murray,4,3,1,0.75,6.0,138.1,146.2,109.4,92.9,28.7,53.3,0.571,4.0,20.0,,,,0.077,0.625,0.69,96.0,101.12,84.27,13,0.662,111,105,406,452,126,86,441,97,214,16,139,45,45,23,459,142,142,277,157,19225,1610612759,2016-17
Lineups,101135-200746-201988-202695-1627854,D. Lee - L. Aldridge - P. Mills - K. Leonard - B. Forbes,2,0,2,0.0,5.0,112.5,112.5,133.3,133.3,-20.8,-20.8,0.5,0.0,16.7,,,,0.0,0.45,0.45,86.8,86.81,72.34,8,0.348,195,595,620,595,158,173,606,558,229,225,201,45,45,23,1,284,325,448,328,14100,1610612759,2016-17
Lineups,200746-201980-202695-203937-1627749,L. Aldridge - D. Green - K. Leonard - K. Anderson - D. Murray,1,1,0,1.0,5.0,140.0,140.0,168.9,150.0,-28.9,-10.0,0.429,1.5,23.1,,,,0.2,0.875,0.875,91.2,96.64,80.54,10,0.455,312,247,1,1,146,93,634,535,281,110,107,45,45,23,578,59,68,340,281,14900,1610612759,2016-17
Lineups,200746-202695-203473-203613-1627879,L. Aldridge - K. Leonard - D. Dedmon - J. Simmons - N. Laprovittola,3,2,1,0.667,5.0,90.1,80.0,100.0,88.9,-9.9,-8.9,0.667,0.67,15.4,,,,0.3,0.5,0.581,85.3,96.0,80.0,10,0.452,138,146,406,485,154,327,429,531,166,196,234,45,45,23,646,210,212,350,284,14250,1610612759,2016-17
Lineups,1938-2564-201988-202695-1626246,M. Ginobili - B. Diaw - P. Mills - K. Leonard - B. Marjanovic,6,6,0,1.0,23.0,121.6,125.5,73.0,73.1,48.6,52.5,0.542,1.18,19.7,,0.76,,0.234,0.716,0.728,105.2,103.51,86.26,47,0.801,51,42,1,1,23,147,363,117,236,140,203,38,12,21,606,123,138,236,122,68860,1610612759,2015-16
Lineups,2446-200746-201980-201988-202695,R. Butler - L. Aldridge - D. Green - P. Mills - K. Leonard,2,2,0,1.0,12.0,101.5,96.0,98.3,104.0,3.2,-8.0,0.625,2.5,15.6,,,,0.08,0.429,0.508,101.6,101.41,84.51,25,0.569,180,145,1,1,62,316,559,547,204,53,275,38,45,21,451,320,313,273,256,35500,1610612759,2015-16
Lineups,2225-200746-201980-202695-1626246,T. Parker - L. Aldridge - D. Green - K. Leonard - B. Marjanovic,3,3,0,1.0,8.0,77.6,76.9,139.4,125.0,-61.8,-48.1,0.5,1.0,11.1,0.375,,,0.154,0.333,0.388,70.8,74.84,62.37,13,0.125,108,92,1,1,94,367,608,616,245,145,333,7,45,21,545,367,399,521,418,24050,1610612759,2015-16
Lineups,2561-2588-201980-201988-202695,D. West - M. Bonner - D. Green - P. Mills - K. Leonard,2,2,0,1.0,7.0,117.8,107.7,178.6,176.9,-60.7,-69.2,0.6,3.0,18.8,,,,0.077,0.6,0.643,82.3,86.47,72.06,13,0.293,180,145,1,1,104,221,686,650,212,27,213,38,45,21,446,183,189,467,388,21650,1610612759,2015-16
Lineups,1938-2446-200746-201988-202695,M. Ginobili - R. Butler - L. Aldridge - P. Mills - K. Leonard,2,2,0,1.0,6.0,119.5,108.3,135.1,120.0,-15.6,-11.7,0.4,1.0,12.5,,,,0.167,0.55,0.597,79.3,88.34,73.62,12,0.468,180,145,1,1,122,214,590,556,337,145,309,38,45,21,554,225,229,448,321,17930,1610612759,2015-16
Lineups,1938-2225-2446-200746-202695,M. Ginobili - T. Parker - R. Butler - L. Aldridge - K. Leonard,2,2,0,1.0,5.0,44.4,44.4,100.0,100.0,-55.6,-55.6,1.0,1.0,18.2,,,,0.222,0.286,0.286,90.6,90.6,75.5,9,0.214,180,145,1,1,145,439,466,628,1,145,218,38,45,21,602,395,435,429,406,15100,1610612759,2015-16
Lineups,1495-2225-201980-202695-1626246,T. Duncan - T. Parker - D. Green - K. Leonard - B. Marjanovic,1,1,0,1.0,5.0,86.2,100.0,101.5,88.9,-15.3,11.1,0.25,1.0,8.3,,,,0.111,0.4,0.431,82.7,81.25,67.71,9,0.407,300,251,1,1,140,241,435,239,359,145,355,38,45,21,486,336,373,501,339,15950,1610612759,2015-16
Lineups,1495-2225-2446-201980-202695,T. Duncan - T. Parker - R. Butler - D. Green - K. Leonard,2,2,0,1.0,5.0,143.1,141.7,85.0,90.9,58.1,50.8,0.375,1.5,20.0,,,,0.167,0.889,0.86,126.1,122.67,102.22,12,0.774,180,145,1,1,164,100,442,119,344,118,167,38,45,21,554,78,87,92,136,13500,1610612759,2015-16
Lineups,2225-2564-201980-202695-1626246,T. Parker - B. Diaw - D. Green - K. Leonard - B. Marjanovic,1,1,0,1.0,5.0,139.5,130.0,80.0,88.9,59.5,41.1,0.75,3.0,23.1,,,,0.1,0.714,0.781,97.3,95.66,79.72,10,0.8,300,251,1,1,157,135,435,144,146,27,130,38,45,21,471,124,108,359,123,14300,1610612759,2015-16
Lineups,2225-2561-2588-202695-203937,T. Parker - D. West - M. Bonner - K. Leonard - K. Anderson,1,1,0,1.0,5.0,141.7,140.0,20.0,20.0,121.7,120.0,0.4,0.0,15.4,,,,0.0,0.6,0.643,88.4,88.89,74.07,10,1.5,300,251,1,1,137,102,277,34,337,238,277,38,45,21,1,183,189,440,28,16200,1610612759,2015-16
Lineups,2225-2446-200746-202695-203937,T. Parker - R. Butler - L. Aldridge - K. Leonard - K. Anderson,2,2,0,1.0,5.0,128.8,133.3,135.1,120.0,-6.4,13.3,1.0,0.0,35.7,,,,0.0,0.688,0.644,95.3,99.49,82.91,9,0.58,180,145,1,1,161,115,590,231,1,238,21,38,45,21,1,133,187,298,242,13750,1610612759,2015-16
Lineups,2544-1626156-1629216-1631132-1642261,L. James - D. Russell - G. Vincent - C. Koloko - D. Knecht,7,5,2,0.714,26.0,106.3,107.9,101.5,98.4,4.9,9.5,0.654,1.55,20.0,0.207,0.733,0.475,0.175,0.618,0.619,115.7,116.58,97.15,63,0.498,40,27,668,390,29,270,425,245,278,151,199,282,268,344,626,215,251,143,306,77200,1610612747,2024-25
Lineups,1629020-1629029-1629216-1631132-1642261,J. Vanderbilt - L. Dončić - G. Vincent - C. Koloko - D. Knecht,3,3,0,1.0,14.0,90.8,89.7,63.5,56.7,27.3,33.0,0.667,1.2,15.8,0.2,0.789,0.529,0.172,0.5,0.507,97.5,103.86,86.55,29,0.652,119,63,1,1,59,387,294,178,230,183,320,284,224,229,624,297,359,321,189,40900,1610612747,2024-25
