star_player,LINEUP_ARCHETYPE,player1_archetype,player2_archetype,player3_archetype,player4_archetype,fg_pct,opp_fg_pct,fta,opp_fta,ast,opp_ast,oreb,opp_oreb,dreb,opp_dreb,tov,opp_tov,stl,opp_stl,blk,opp_blk,pf,opp_pf,min_sum
Anthony Edwards,All Around Guard-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,All Around Guard,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,49.26140837928114,45.911965238424905,20.78802028100171,17.063548017625084,26.280817126440077,24.895731031478256,11.054744490029279,10.140996915455775,34.310914101213854,29.59486424292992,14.768574899721928,12.574149049305843,7.340234631239487,8.615903966867936,5.38252398348763,4.6108841952752915,16.471877621215175,18.673223775709292,2106.601666
Anthony Edwards,Pure Point Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,48.71170675062396,45.65018741130981,20.816521373868483,20.081490666289458,26.05121910692551,25.831978784027832,12.626985324175777,12.33779510511195,32.487380476810074,30.12693440351115,13.21524567193544,14.78311862187686,7.699590998275403,6.352961817577208,4.940899559241874,4.5250995143023545,20.954534677939524,18.844271513605644,517.108333
Anthony Edwards,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,All Around Guard,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,51.120842538716296,44.411664129863524,20.956078558620046,21.53597203197392,26.822931676817912,23.932789048333937,8.271163627957277,10.764936198965893,33.84269411019091,30.076040235435986,15.571854578243792,16.2451660952123,8.456822887745965,9.418753043731684,5.189641981140905,3.650577107519228,18.059402752765013,19.89231891953265,499.323333
Anthony Edwards,3&D-All Around Big-Movement Shooter-Pure Point Guard,3&D,All Around Big,Movement Shooter,Pure Point Guard,42.322862676394934,50.5695232095525,20.40082227950194,18.33605965606308,24.848362677479123,27.130137084342373,9.296578466734712,8.176143799383498,33.0169414436578,38.73818292598052,12.598134167922016,16.197212312630516,10.19116190155234,7.1404831296389855,4.057762075188119,4.315171163518047,18.731670684471126,19.72600420815599,376.778333
Anthony Edwards,Movement Shooter-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,47.56269905953894,46.476197236616095,22.347764543998743,23.827650123946466,22.109435260938806,25.795470762582845,12.177575242772066,10.848662412030821,31.37017321594433,29.50937418571945,13.7775182699283,14.165892109115571,6.62619859428737,7.1028686307927495,4.126402150965949,3.838173035208222,18.932305748442488,18.628725810937162,362.71666700000003
Anthony Edwards,All Around Big-All Around Guard-Rim Runner/Protector-Wing Shot Creator,All Around Big,All Around Guard,Rim Runner/Protector,Wing Shot Creator,47.82249044716387,43.1427346522015,21.478915223424814,24.020329011432334,24.53425856423433,24.833875286627677,8.777438809152262,10.782597548839309,36.1988501834856,32.4985371862597,15.937361788329934,12.526438446260554,8.77416035021913,9.835768243837835,5.650976922229012,3.6446678923226368,19.690286948712156,18.345014630833443,355.706667
Anthony Edwards,All Around Guard-Movement Shooter-Wing Shot Creator-Wing Shot Creator,All Around Guard,Movement Shooter,Wing Shot Creator,Wing Shot Creator,50.06088219393483,46.82057652893724,25.54959307114056,25.84274546423107,27.43386160114524,24.51800623445016,8.529233129903707,12.009125449283033,31.52571911288702,31.527081199078854,12.312968095805644,14.83446187967869,7.024612863286054,7.208102198311486,5.887804402170379,4.957181139927908,19.237187560294508,19.9542612874941,327.071666
Anthony Edwards,All Around Big-Movement Shooter-Pure Point Guard-Rim Runner/Protector,All Around Big,Movement Shooter,Pure Point Guard,Rim Runner/Protector,47.639270019489146,48.17972549942446,17.840725828042903,15.992544007218903,30.103898314111305,26.899255279852802,9.52494633810894,8.749694824371232,33.25772496908675,31.27473822144292,17.244998305738793,16.159945437644478,8.310051716004256,8.449741542154582,5.732200269014249,4.8470051501125875,18.435372218957323,17.106427355448087,317.57499900000005
Anthony Edwards,All Around Big-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,All Around Big,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,48.93283712657544,42.786749269374496,20.71795053665923,15.58653491712745,25.95525292774102,28.102571349184046,11.742050779422506,11.75310376384485,37.240612899905756,28.564481312377385,19.470362073650616,11.950141272432868,6.91119808233551,9.858897792739599,6.243660474175687,3.1265734268206073,19.021018300209484,18.563028701071346,305.54333299999996
Anthony Edwards,Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator-Wing Shot Creator,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,52.400000000000006,43.6,22.0,19.7,25.6,22.6,5.5,11.4,34.7,31.7,14.8,15.6,8.9,7.0,5.1,3.2,19.7,17.8,253.1
Anthony Edwards,All Around Big-Movement Shooter-Movement Shooter-Pure Point Guard,All Around Big,Movement Shooter,Movement Shooter,Pure Point Guard,47.896250679996776,49.80987759449696,19.831248619544642,26.07449202620439,29.275206547136666,25.846983736268264,8.628067116353073,10.785783499634613,31.033334365081735,37.5034351629364,12.705449763615682,15.30594123119474,9.90686211153365,7.1036304282049585,7.107420179848918,3.216974631372833,21.30818921453094,18.292267083234485,222.79333300000002
