star_player,LINEUP_ARCHETYPE,player1_archetype,player2_archetype,player3_archetype,player4_archetype,pct_pts_3pt,pct_pts_paint,pct_pts_fb,pct_pts_2pt_mr,pct_ast_fgm,pct_uast_fgm,efg_pct,ts_pct,min_sum
Anthony Edwards,All Around Guard-Movement Shooter-Post Scorer-Wing Shot Creator,All Around Guard,Movement Shooter,Post Scorer,Wing Shot Creator,0.3285660377358491,0.4097358490566038,0.0399622641509434,0.07328301886792453,0.6696226415094342,0.33037735849056604,0.570188679245283,0.6276415094339622,53.0
Anthony Edwards,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Stretch Big,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Stretch Big,0.3987169811320755,0.35369811320754724,0.08484905660377358,0.054452830188679247,0.6264339622641509,0.37356603773584907,0.5043962264150943,0.5644339622641509,53.0
Anthony Edwards,All Around Big-All Around Guard-Post Scorer-Rim Runner/Protector,All Around Big,All Around Guard,Post Scorer,Rim Runner/Protector,0.3704693877551021,0.41179591836734697,0.1200408163265306,0.08618367346938775,0.6496530612244898,0.35034693877551015,0.5567551020408164,0.5766938775510204,49.0
Anthony Edwards,All Around Big-Pure Point Guard-Shot Creator Guard-Wing Shot Creator,All Around Big,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,0.30175,0.33183333333333337,0.17322916666666666,0.09160416666666667,0.5597916666666667,0.44020833333333337,0.4935833333333333,0.5653958333333333,48.0
Anthony Edwards,3&D-All Around Big-All Around Guard-Movement Shooter,3&D,All Around Big,All Around Guard,Movement Shooter,0.3101739130434783,0.4167173913043478,0.03078260869565217,0.09430434782608696,0.28797826086956524,0.7120217391304348,0.5297173913043479,0.5658913043478261,46.0
Anthony Edwards,3&D-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,3&D,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.37382608695652175,0.33939130434782605,0.14819565217391303,0.0335,0.4603043478260869,0.539695652173913,0.5601739130434783,0.623695652173913,46.0
Anthony Edwards,3&D-3&D-All Around Big-Pure Point Guard,3&D,3&D,All Around Big,Pure Point Guard,0.24193333333333333,0.43746666666666667,0.036399999999999995,0.0,0.6741777777777778,0.32582222222222224,0.5239777777777778,0.5872666666666666,45.0
Anthony Edwards,3&D-3&D-Shot Creator Guard-Wing Shot Creator,3&D,3&D,Shot Creator Guard,Wing Shot Creator,0.371,0.44900000000000007,0.21299999999999997,0.0,0.516,0.48400000000000004,0.41500000000000004,0.448,45.0
Anthony Edwards,All Around Big-Movement Shooter-Wing Shot Creator-Wing Shot Creator,All Around Big,Movement Shooter,Wing Shot Creator,Wing Shot Creator,0.406,0.436,0.09,0.09,0.566,0.434,0.775,0.784,44.0
Anthony Edwards,Movement Shooter-Movement Shooter-Pure Point Guard-Wing Shot Creator,Movement Shooter,Movement Shooter,Pure Point Guard,Wing Shot Creator,0.3809761904761905,0.41,0.12714285714285714,0.03897619047619048,0.45016666666666666,0.5498333333333333,0.5359285714285714,0.575404761904762,42.0
Anthony Edwards,All Around Big-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,All Around Big,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,0.39460975609756094,0.3592926829268293,0.14739024390243902,0.05926829268292682,0.4787804878048781,0.5212195121951219,0.601170731707317,0.6417073170731707,41.0
Anthony Edwards,All Around Big-All Around Guard-Movement Shooter-Rim Runner/Protector,All Around Big,All Around Guard,Movement Shooter,Rim Runner/Protector,0.4622,0.36029999999999995,0.22315000000000002,0.06599999999999999,0.64225,0.35775,0.6146499999999999,0.6347999999999999,40.0
Anthony Edwards,Glue guy-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,Glue guy,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.29400000000000004,0.4715384615384616,0.08476923076923078,0.12774358974358974,0.5367692307692307,0.4632307692307692,0.5348205128205128,0.5614615384615385,39.0
Anthony Edwards,All Around Guard-Movement Shooter-Pure Point Guard-Rim Runner/Protector,All Around Guard,Movement Shooter,Pure Point Guard,Rim Runner/Protector,0.28939473684210526,0.4531842105263158,0.07818421052631579,0.040710526315789475,0.4136315789473684,0.5863684210526315,0.5606315789473685,0.6217894736842106,38.0
Anthony Edwards,3&D-All Around Big-All Around Guard-Pure Point Guard,3&D,All Around Big,All Around Guard,Pure Point Guard,0.165,0.6041891891891892,0.10478378378378378,0.0,0.46648648648648644,0.5335135135135136,0.4908378378378378,0.5236216216216216,37.0
Anthony Edwards,Pure Point Guard-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,0.17,0.591,0.136,0.068,0.706,0.294,0.545,0.577,36.0
Anthony Edwards,3&D-3&D-All Around Big-All Around Guard,3&D,3&D,All Around Big,All Around Guard,0.21928571428571428,0.6545714285714286,0.03071428571428571,0.11042857142857142,0.4538571428571429,0.5461428571428572,0.5137142857142857,0.5081428571428571,35.0
Anthony Edwards,All Around Big-All Around Guard-All Around Guard-Movement Shooter,All Around Big,All Around Guard,All Around Guard,Movement Shooter,0.36,0.427,0.067,0.027,0.615,0.385,0.526,0.569,34.0
Anthony Edwards,All Around Guard-All Around Guard-Wing Shot Creator-Wing Shot Creator,All Around Guard,All Around Guard,Wing Shot Creator,Wing Shot Creator,0.42823529411764705,0.31988235294117645,0.08835294117647059,0.024705882352941175,0.7451176470588236,0.2548823529411765,0.5215882352941176,0.582,34.0
Anthony Edwards,Movement Shooter-Movement Shooter-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Movement Shooter,Shot Creator Guard,Wing Shot Creator,0.4409411764705883,0.3089411764705883,0.10452941176470588,0.048,0.5931764705882353,0.40682352941176475,0.5543529411764706,0.607,34.0
Anthony Edwards,3&D-3&D-All Around Big-Shot Creator Guard,3&D,3&D,All Around Big,Shot Creator Guard,0.266625,0.37334375,0.01953125,0.071375,0.52871875,0.47128125,0.45837500000000003,0.515125,32.0
Anthony Edwards,All Around Big-All Around Big-Movement Shooter-Pure Point Guard,All Around Big,All Around Big,Movement Shooter,Pure Point Guard,0.40637500000000004,0.41390625000000003,0.07734375,0.07734375,0.6943437499999999,0.30621875,0.46043749999999994,0.488,32.0
Anthony Edwards,All Around Big-All Around Guard-Glue guy-Rim Runner/Protector,All Around Big,All Around Guard,Glue guy,Rim Runner/Protector,0.458,0.4188666666666666,0.26940000000000003,0.03813333333333333,0.5402,0.45980000000000004,0.6123999999999999,0.6272666666666668,30.0
Anthony Edwards,3&D-3&D-Pure Point Guard-Wing Shot Creator,3&D,3&D,Pure Point Guard,Wing Shot Creator,0.5138214285714285,0.3708214285714286,0.1165,0.05921428571428571,0.5553928571428572,0.4446071428571429,0.5999642857142857,0.6115714285714285,28.0
Anthony Edwards,3&D-Rim Runner/Protector-Shot Creator Guard-Stretch Big,3&D,Rim Runner/Protector,Shot Creator Guard,Stretch Big,0.4135714285714286,0.44642857142857145,0.15142857142857144,0.027142857142857142,0.6734285714285715,0.32657142857142857,0.5424285714285715,0.5697142857142856,28.0
Anthony Edwards,All Around Big-All Around Guard-Glue guy-Movement Shooter,All Around Big,All Around Guard,Glue guy,Movement Shooter,0.40221428571428575,0.4364642857142858,0.11817857142857144,0.0,0.48325,0.51675,0.5526071428571429,0.5927142857142857,28.0
Anthony Edwards,Post Scorer-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,Post Scorer,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,0.413,0.3,0.163,0.05,0.72,0.28,0.663,0.707,28.0
Anthony Edwards,All Around Big-Glue guy-Movement Shooter-Post Scorer,All Around Big,Glue guy,Movement Shooter,Post Scorer,0.3416666666666667,0.43,0.03866666666666667,0.025333333333333333,0.5930000000000001,0.40700000000000003,0.5016666666666667,0.5523333333333333,27.0
Anthony Edwards,Pure Point Guard-Rim Runner/Protector-Shot Creator Guard-Stretch Big,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,Stretch Big,0.2857777777777778,0.4311111111111111,0.15244444444444447,0.06766666666666667,0.5750000000000001,0.425,0.5485555555555556,0.5771111111111111,27.0
Anthony Edwards,All Around Big-All Around Guard-Pure Point Guard-Rim Runner/Protector,All Around Big,All Around Guard,Pure Point Guard,Rim Runner/Protector,0.039807692307692315,0.6788846153846154,0.19953846153846153,0.0,0.39080769230769236,0.6091923076923078,0.4397307692307692,0.5196153846153847,26.0
Anthony Edwards,All Around Big-All Around Guard-Rim Runner/Protector-Shot Creator Guard,All Around Big,All Around Guard,Rim Runner/Protector,Shot Creator Guard,0.3269230769230769,0.5673076923076923,0.19376923076923078,0.07023076923076924,0.5168461538461538,0.48315384615384616,0.6096153846153846,0.6197692307692308,26.0
Anthony Edwards,All Around Big-Movement Shooter-Pure Point Guard-Wing Shot Creator,All Around Big,Movement Shooter,Pure Point Guard,Wing Shot Creator,0.39692307692307693,0.4662307692307693,0.21230769230769228,0.023846153846153847,0.6856153846153845,0.3143846153846154,0.7953846153846154,0.8158461538461539,26.0
Anthony Edwards,All Around Big-All Around Big-Pure Point Guard-Shot Creator Guard,All Around Big,All Around Big,Pure Point Guard,Shot Creator Guard,0.35600000000000004,0.305,0.102,0.102,0.632,0.368,0.5,0.553,25.0
Anthony Edwards,All Around Big-Post Scorer-Wing Shot Creator-Wing Shot Creator,All Around Big,Post Scorer,Wing Shot Creator,Wing Shot Creator,0.288,0.493,0.068,0.11,0.621,0.379,0.7559999999999999,0.785,25.0
Anthony Edwards,All Around Big-All Around Guard-All Around Guard-Wing Shot Creator,All Around Big,All Around Guard,All Around Guard,Wing Shot Creator,0.28375,0.4930833333333333,0.057999999999999996,0.13583333333333333,0.5888333333333334,0.4111666666666667,0.60375,0.6284166666666667,24.0
Anthony Edwards,All Around Big-Glue guy-Post Scorer-Wing Shot Creator,All Around Big,Glue guy,Post Scorer,Wing Shot Creator,0.3225,0.5523750000000001,0.05925,0.06212499999999999,0.4495,0.5505,0.625125,0.637375,24.0
Anthony Edwards,All Around Guard-Post Scorer-Wing Shot Creator-Wing Shot Creator,All Around Guard,Post Scorer,Wing Shot Creator,Wing Shot Creator,0.25025,0.666625,0.22875,0.042,0.5,0.5,0.5281250000000001,0.5228750000000001,24.0
Anthony Edwards,Movement Shooter-Movement Shooter-Pure Point Guard-Stretch Big,Movement Shooter,Movement Shooter,Pure Point Guard,Stretch Big,0.36199999999999993,0.379,0.103,0.069,0.8000000000000002,0.20000000000000004,0.56,0.597,24.0
Anthony Edwards,All Around Guard-Glue guy-Rim Runner/Protector-Wing Shot Creator,All Around Guard,Glue guy,Rim Runner/Protector,Wing Shot Creator,0.5725217391304348,0.2539130434782609,0.1522608695652174,0.024956521739130436,0.7863478260869566,0.2136521739130435,0.7547391304347827,0.7877826086956522,23.0
Anthony Edwards,All Around Big-Glue guy-Movement Shooter-Rim Runner/Protector,All Around Big,Glue guy,Movement Shooter,Rim Runner/Protector,0.2856818181818182,0.45859090909090905,0.0,0.03309090909090909,0.7363636363636363,0.2636363636363636,0.5200454545454546,0.5793636363636363,22.0
Anthony Edwards,Movement Shooter-Post Scorer-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Post Scorer,Wing Shot Creator,Wing Shot Creator,0.327,0.4,0.127,0.073,0.579,0.42100000000000004,0.537,0.594,22.0
Anthony Edwards,3&D-All Around Big-Pure Point Guard-Shot Creator Guard,3&D,All Around Big,Pure Point Guard,Shot Creator Guard,0.5081904761904762,0.30266666666666664,0.08314285714285714,0.021142857142857144,0.782904761904762,0.2170952380952381,0.5752857142857143,0.6023333333333334,21.0
Anthony Edwards,3&D-Pure Point Guard-Rim Runner/Protector-Shot Creator Guard,3&D,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,0.323,0.43042857142857144,0.04228571428571429,0.17971428571428572,0.511,0.4890000000000001,0.4197142857142857,0.42752380952380953,21.0
Anthony Edwards,Movement Shooter-Pure Point Guard-Shot Creator Guard-Stretch Big,Movement Shooter,Pure Point Guard,Shot Creator Guard,Stretch Big,0.2850952380952381,0.5384285714285715,0.1460952380952381,0.0,0.8570476190476191,0.14295238095238097,0.5203809523809524,0.5657142857142857,21.0
Anthony Edwards,3&D-All Around Big-All Around Big-Pure Point Guard,3&D,All Around Big,All Around Big,Pure Point Guard,0.30199999999999994,0.6334,0.049,0.0,0.49000000000000005,0.51,0.67,0.6752,20.0
