star_player,LINEUP_ARCHETYPE,player1_archetype,player2_archetype,player3_archetype,player4_archetype,offensive_rating,defensive_rating,net_rating,min_sum
Anthony Edwards,3&D-Glue guy-Movement Shooter-Stretch Big,3&D,Glue guy,Movement Shooter,Stretch Big,76.13636363636364,112.44545454545455,-36.30909090909091,11.0
Anthony Edwards,All Around Big-All Around Guard-Glue guy-Wing Shot Creator,All Around Big,All Around Guard,Glue guy,Wing Shot Creator,90.21818181818183,77.36363636363636,12.854545454545457,11.0
Anthony Edwards,Glue guy-Movement Shooter-Rim Runner/Protector-Stretch Big,Glue guy,Movement Shooter,Rim Runner/Protector,Stretch Big,116.60909090909091,110.75454545454545,5.854545454545454,11.0
Anthony Edwards,Movement Shooter-Movement Shooter-Shot Creator Guard-Stretch Big,Movement Shooter,Movement Shooter,Shot Creator Guard,Stretch Big,127.30000000000001,110.60000000000001,16.636363636363637,11.0
Anthony Edwards,All Around Big-All Around Big-All Around Guard-Pure Point Guard,All Around Big,All Around Big,All Around Guard,Pure Point Guard,117.64000000000001,50.78,66.92,10.0
Anthony Edwards,All Around Big-All Around Guard-Glue guy-Post Scorer,All Around Big,All Around Guard,Glue guy,Post Scorer,113.85999999999999,94.52,19.380000000000003,10.0
Anthony Edwards,All Around Big-Movement Shooter-Movement Shooter-Shot Creator Guard,All Around Big,Movement Shooter,Movement Shooter,Shot Creator Guard,121.7,104.5,17.2,10.0
Anthony Edwards,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,All Around Guard,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,140.38,105.02000000000001,35.36,10.0
Anthony Edwards,Movement Shooter-Shot Creator Guard-Shot Creator Guard-Stretch Big,Movement Shooter,Shot Creator Guard,Shot Creator Guard,Stretch Big,133.3,113.0,20.3,10.0
Anthony Edwards,Movement Shooter-Shot Creator Guard-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,85.7,100.0,-14.3,10.0
Anthony Edwards,3&D-All Around Big-All Around Big-Shot Creator Guard,3&D,All Around Big,All Around Big,Shot Creator Guard,119.0,115.0,4.0,9.0
Anthony Edwards,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,All Around Guard,Glue guy,Movement Shooter,Rim Runner/Protector,162.97777777777776,62.977777777777774,100.0,9.0
