PLAYER_ID,SEASON,TEAM_ID,"('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'DREB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'REB')","('0-3 Feet', 'REB_FREQ')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'REB_FREQ')","('10+ Feet', 'DREB')","('10+ Feet', 'OREB')","('10+ Feet', 'REB')","('10+ Feet', 'REB_FREQ')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'REB_FREQ')","('3-6 Feet', 'DREB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'REB')","('3-6 Feet', 'REB_FREQ')","('6-10 Feet', 'DREB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'REB')","('6-10 Feet', 'REB_FREQ')","('OVERALL', 'DREB')","('OVERALL', 'OREB')","('OVERALL', 'REB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')"
2733,2015-16,1610612744.0,94.0,24.0,118.0,0.707,16.0,6.0,22.0,0.132,30.0,11.0,41.0,0.246,37.0,23.0,60.0,0.359,1.0,7.0,8.0,0.048,39.0,5.0,44.0,0.263,33.0,8.0,41.0,0.246,125,42,167,49,118
2733,2016-17,1610612744.0,99.0,15.0,114.0,0.776,11.0,3.0,14.0,0.095,23.0,7.0,30.0,0.204,46.0,13.0,59.0,0.401,1.0,2.0,3.0,0.02,27.0,3.0,30.0,0.204,39.0,5.0,44.0,0.299,123,24,147,33,114
2733,2017-18,1610612744.0,78.0,20.0,98.0,0.76,9.0,6.0,15.0,0.116,20.0,7.0,27.0,0.209,32.0,11.0,43.0,0.333,0.0,4.0,4.0,0.031,34.0,9.0,43.0,0.333,23.0,5.0,28.0,0.217,98,31,129,31,98
2733,2018-19,1610612744.0,61.0,19.0,80.0,0.684,9.0,12.0,21.0,0.179,14.0,14.0,28.0,0.239,26.0,16.0,42.0,0.359,0.0,9.0,9.0,0.077,18.0,7.0,25.0,0.214,22.0,7.0,29.0,0.248,75,42,117,37,80
2734,2015-16,1610612742.0,91.0,15.0,106.0,0.791,11.0,0.0,11.0,0.082,24.0,2.0,26.0,0.194,25.0,13.0,38.0,0.284,1.0,1.0,2.0,0.015,33.0,4.0,37.0,0.276,47.0,1.0,48.0,0.358,116,18,134,28,106
2734,2016-17,1610612742.0,98.0,6.0,104.0,0.846,11.0,3.0,14.0,0.114,14.0,2.0,16.0,0.13,31.0,4.0,35.0,0.285,2.0,1.0,3.0,0.024,28.0,1.0,29.0,0.236,44.0,1.0,45.0,0.366,114,9,123,19,104
2734,2017-18,0.0,90.0,9.0,99.0,1.572,10.0,0.0,10.0,0.154,25.0,3.0,28.0,0.42800000000000005,35.0,9.0,44.0,0.729,0.0,0.0,0.0,0.0,20.0,2.0,22.0,0.268,50.0,1.0,51.0,0.848,115,12,127,28,99
2734,2018-19,1610612742.0,84.0,8.0,92.0,0.821,6.0,0.0,6.0,0.054,14.0,3.0,17.0,0.152,32.0,7.0,39.0,0.348,2.0,1.0,3.0,0.027,18.0,3.0,21.0,0.188,44.0,2.0,46.0,0.411,100,12,112,20,92
2738,2015-16,1610612744.0,169.0,27.0,196.0,0.748,25.0,10.0,35.0,0.134,40.0,18.0,58.0,0.221,64.0,28.0,92.0,0.351,1.0,7.0,8.0,0.031,53.0,8.0,61.0,0.233,68.0,6.0,74.0,0.282,210,52,262,66,196
2738,2016-17,1610612744.0,189.0,26.0,215.0,0.721,26.0,5.0,31.0,0.104,57.0,17.0,74.0,0.248,102.0,15.0,117.0,0.393,4.0,5.0,9.0,0.03,53.0,16.0,69.0,0.232,69.0,12.0,81.0,0.272,250,48,298,83,215
2738,2017-18,1610612744.0,157.0,34.0,191.0,0.78,26.0,16.0,42.0,0.171,37.0,11.0,48.0,0.196,52.0,23.0,75.0,0.306,1.0,5.0,6.0,0.024,63.0,4.0,67.0,0.273,54.0,7.0,61.0,0.249,195,50,245,54,191
2738,2018-19,1610612744.0,154.0,29.0,183.0,0.729,20.0,9.0,29.0,0.116,47.0,15.0,62.0,0.247,71.0,21.0,92.0,0.367,3.0,3.0,6.0,0.024,57.0,10.0,67.0,0.267,56.0,7.0,63.0,0.251,204,47,251,68,183
2738,2019-20,1610612748.0,45.0,9.0,54.0,0.75,6.0,4.0,10.0,0.139,12.0,4.0,16.0,0.222,11.0,8.0,19.0,0.264,1.0,1.0,2.0,0.028,17.0,1.0,18.0,0.25,24.0,1.0,25.0,0.347,58,14,72,18,54
2738,2020-21,1610612748.0,140.0,18.0,158.0,0.721,25.0,6.0,31.0,0.142,39.0,15.0,54.0,0.247,30.0,20.0,50.0,0.228,2.0,5.0,7.0,0.032,64.0,6.0,70.0,0.32,62.0,6.0,68.0,0.311,181,38,219,61,158
2738,2021-22,1610612744.0,55.0,8.0,63.0,0.643,9.0,5.0,14.0,0.143,21.0,12.0,33.0,0.337,22.0,7.0,29.0,0.296,1.0,1.0,2.0,0.02,28.0,4.0,32.0,0.327,18.0,5.0,23.0,0.235,77,21,98,35,63
2738,2022-23,1610612744.0,8.0,2.0,10.0,0.769,2.0,0.0,2.0,0.154,2.0,0.0,2.0,0.154,3.0,1.0,4.0,0.308,0.0,1.0,1.0,0.077,4.0,2.0,6.0,0.462,1.0,0.0,1.0,0.077,10,3,13,3,10
2743,2015-16,0.0,112.0,17.0,129.0,1.8119999999999998,55.0,23.0,78.0,1.038,48.0,32.0,80.0,1.138,2.0,10.0,12.0,0.14600000000000002,0.0,5.0,5.0,0.049,83.0,14.0,97.0,1.4280000000000002,20.0,7.0,27.0,0.388,160,54,214,85,129
2743,2016-17,1610612737.0,97.0,27.0,124.0,0.605,52.0,16.0,68.0,0.332,45.0,23.0,68.0,0.332,2.0,12.0,14.0,0.068,4.0,9.0,13.0,0.063,67.0,23.0,90.0,0.439,25.0,8.0,33.0,0.161,146,59,205,81,124
2746,2015-16,0.0,78.0,17.0,95.0,1.066,52.0,7.0,59.0,0.613,58.0,20.0,78.0,0.7829999999999999,12.0,10.0,22.0,0.245,5.0,9.0,14.0,0.151,57.0,17.0,74.0,0.736,20.0,12.0,32.0,0.406,141,46,187,92,95
2746,2017-18,1610612740.0,0.0,3.0,3.0,0.75,1.0,2.0,3.0,0.75,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,1,3,4,1,3
2747,2015-16,1610612739.0,156.0,31.0,187.0,0.87,23.0,2.0,25.0,0.116,19.0,6.0,25.0,0.116,52.0,29.0,81.0,0.377,0.0,3.0,3.0,0.014,48.0,3.0,51.0,0.237,52.0,6.0,58.0,0.27,175,40,215,28,187
2747,2016-17,1610612739.0,80.0,12.0,92.0,0.8,15.0,0.0,15.0,0.13,17.0,4.0,21.0,0.183,39.0,11.0,50.0,0.435,0.0,2.0,2.0,0.017,20.0,3.0,23.0,0.2,23.0,4.0,27.0,0.235,97,18,115,23,92
2747,2017-18,1610612739.0,174.0,15.0,189.0,0.811,29.0,5.0,34.0,0.146,29.0,13.0,42.0,0.18,58.0,15.0,73.0,0.313,1.0,1.0,2.0,0.009,51.0,7.0,58.0,0.249,66.0,2.0,68.0,0.292,204,29,233,44,189
2747,2018-19,1610612739.0,15.0,0.0,15.0,0.833,6.0,0.0,6.0,0.333,3.0,0.0,3.0,0.167,5.0,0.0,5.0,0.278,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.222,3.0,0.0,3.0,0.167,18,0,18,3,15
2747,2019-20,1610612747.0,4.0,0.0,4.0,0.8,1.0,0.0,1.0,0.2,1.0,0.0,1.0,0.2,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,2.0,0.0,2.0,0.4,5,0,5,1,4
2749,2015-16,1610612743.0,83.0,18.0,101.0,0.871,5.0,2.0,7.0,0.06,14.0,1.0,15.0,0.129,29.0,12.0,41.0,0.353,0.0,0.0,0.0,0.0,32.0,2.0,34.0,0.293,31.0,3.0,34.0,0.293,97,19,116,15,101
2749,2016-17,1610612743.0,145.0,16.0,161.0,0.843,10.0,1.0,11.0,0.058,18.0,9.0,27.0,0.141,72.0,18.0,90.0,0.471,0.0,3.0,3.0,0.016,32.0,2.0,34.0,0.178,49.0,7.0,56.0,0.293,163,28,191,30,161
2749,2017-18,0.0,80.0,9.0,89.0,1.395,6.0,1.0,7.0,0.188,11.0,3.0,14.0,0.605,24.0,10.0,34.0,0.8160000000000001,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.42,32.0,1.0,33.0,0.5760000000000001,91,12,103,14,89
2755,2015-16,0.0,78.0,10.0,88.0,1.6720000000000002,23.0,1.0,24.0,0.47600000000000003,16.0,4.0,20.0,0.316,22.0,8.0,30.0,0.5289999999999999,1.0,0.0,1.0,0.013,29.0,3.0,32.0,0.6639999999999999,21.0,2.0,23.0,0.332,95,14,109,21,88
2760,2015-16,0.0,72.0,15.0,87.0,1.2269999999999999,39.0,16.0,55.0,0.7689999999999999,27.0,18.0,45.0,0.667,3.0,8.0,11.0,0.16,4.0,3.0,7.0,0.105,43.0,7.0,50.0,0.723,18.0,5.0,23.0,0.348,103,36,139,52,87
2760,2016-17,1610612744.0,10.0,4.0,14.0,0.538,5.0,2.0,7.0,0.269,5.0,6.0,11.0,0.423,2.0,3.0,5.0,0.192,0.0,1.0,1.0,0.038,6.0,6.0,12.0,0.462,2.0,0.0,2.0,0.077,15,11,26,12,14
2760,2020-21,1610612739.0,8.0,2.0,10.0,0.5,7.0,3.0,10.0,0.5,5.0,4.0,9.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,6.0,3.0,9.0,0.45,0.0,1.0,1.0,0.05,13,7,20,10,10
2772,2015-16,1610612745.0,238.0,36.0,274.0,0.749,55.0,14.0,69.0,0.189,60.0,23.0,83.0,0.227,78.0,29.0,107.0,0.292,2.0,7.0,9.0,0.025,98.0,19.0,117.0,0.32,69.0,4.0,73.0,0.199,300,66,366,92,274
2772,2016-17,1610612745.0,301.0,29.0,330.0,0.727,88.0,15.0,103.0,0.227,98.0,14.0,112.0,0.247,55.0,25.0,80.0,0.176,4.0,8.0,12.0,0.026,155.0,9.0,164.0,0.361,103.0,2.0,105.0,0.231,403,51,454,124,330
2772,2017-18,1610612745.0,213.0,16.0,229.0,0.782,43.0,10.0,53.0,0.181,47.0,16.0,63.0,0.215,44.0,14.0,58.0,0.198,0.0,1.0,1.0,0.003,101.0,8.0,109.0,0.372,72.0,1.0,73.0,0.249,260,33,293,64,229
2772,2018-19,0.0,259.0,26.0,285.0,1.608,58.0,19.0,77.0,0.431,52.0,14.0,66.0,0.353,47.0,18.0,65.0,0.363,2.0,6.0,8.0,0.039,122.0,6.0,128.0,0.713,86.0,3.0,89.0,0.493,313,46,359,74,285
2772,2019-20,0.0,170.0,19.0,189.0,1.5939999999999999,35.0,11.0,46.0,0.378,37.0,10.0,47.0,0.378,39.0,13.0,52.0,0.448,1.0,3.0,4.0,0.028,82.0,5.0,87.0,0.729,52.0,3.0,55.0,0.445,208,32,240,51,189
2772,2020-21,1610612748.0,91.0,17.0,108.0,0.75,30.0,6.0,36.0,0.25,23.0,7.0,30.0,0.208,18.0,15.0,33.0,0.229,3.0,3.0,6.0,0.042,40.0,4.0,44.0,0.306,29.0,2.0,31.0,0.215,117,27,144,36,108
2772,2021-22,1610612747.0,62.0,5.0,67.0,0.817,11.0,4.0,15.0,0.183,10.0,5.0,15.0,0.183,12.0,2.0,14.0,0.171,0.0,0.0,0.0,0.0,26.0,2.0,28.0,0.341,23.0,2.0,25.0,0.305,72,10,82,15,67
101106,2015-16,1610612744.0,234.0,29.0,263.0,0.538,158.0,44.0,202.0,0.413,125.0,71.0,196.0,0.401,8.0,11.0,19.0,0.039,10.0,20.0,30.0,0.061,168.0,46.0,214.0,0.438,35.0,19.0,54.0,0.11,369,120,489,226,263
101106,2016-17,1610612742.0,110.0,17.0,127.0,0.591,62.0,19.0,81.0,0.377,44.0,30.0,74.0,0.344,8.0,10.0,18.0,0.084,6.0,8.0,14.0,0.065,71.0,13.0,84.0,0.391,19.0,13.0,32.0,0.149,160,55,215,88,127
101106,2017-18,1610612747.0,36.0,7.0,43.0,0.551,14.0,8.0,22.0,0.282,15.0,15.0,30.0,0.385,2.0,6.0,8.0,0.103,1.0,4.0,5.0,0.064,26.0,7.0,33.0,0.423,10.0,5.0,15.0,0.192,52,26,78,35,43
101106,2018-19,1610612744.0,31.0,0.0,31.0,0.705,15.0,5.0,20.0,0.455,7.0,4.0,11.0,0.25,1.0,0.0,1.0,0.023,0.0,2.0,2.0,0.045,18.0,1.0,19.0,0.432,4.0,0.0,4.0,0.091,38,6,44,13,31
101107,2015-16,1610612766.0,297.0,43.0,340.0,0.663,106.0,30.0,136.0,0.265,92.0,60.0,152.0,0.296,38.0,25.0,63.0,0.123,3.0,18.0,21.0,0.041,141.0,40.0,181.0,0.353,107.0,26.0,133.0,0.259,392,121,513,173,340
101107,2016-17,1610612766.0,317.0,36.0,353.0,0.712,89.0,22.0,111.0,0.224,87.0,36.0,123.0,0.248,51.0,22.0,73.0,0.147,4.0,16.0,20.0,0.04,159.0,34.0,193.0,0.389,109.0,9.0,118.0,0.238,408,88,496,143,353
101107,2017-18,1610612766.0,238.0,24.0,262.0,0.716,53.0,18.0,71.0,0.194,54.0,39.0,93.0,0.254,53.0,20.0,73.0,0.199,0.0,11.0,11.0,0.03,98.0,28.0,126.0,0.344,88.0,8.0,96.0,0.262,292,74,366,104,262
101107,2018-19,1610612766.0,250.0,31.0,281.0,0.69,63.0,13.0,76.0,0.187,78.0,34.0,112.0,0.275,40.0,27.0,67.0,0.165,3.0,11.0,14.0,0.034,141.0,22.0,163.0,0.4,87.0,14.0,101.0,0.248,331,76,407,126,281
101107,2019-20,0.0,118.0,13.0,131.0,1.467,25.0,3.0,28.0,0.31899999999999995,28.0,15.0,43.0,0.473,24.0,8.0,32.0,0.349,3.0,2.0,5.0,0.06,57.0,10.0,67.0,0.738,43.0,9.0,52.0,0.595,149,30,179,48,131
101108,2015-16,1610612746.0,223.0,27.0,250.0,0.804,21.0,4.0,25.0,0.08,48.0,10.0,58.0,0.186,99.0,19.0,118.0,0.379,2.0,1.0,3.0,0.01,53.0,3.0,56.0,0.18,99.0,12.0,111.0,0.357,273,38,311,61,250
101108,2016-17,1610612746.0,232.0,25.0,257.0,0.843,33.0,2.0,35.0,0.115,32.0,14.0,46.0,0.151,69.0,27.0,96.0,0.315,0.0,2.0,2.0,0.007,73.0,5.0,78.0,0.256,89.0,7.0,96.0,0.315,264,41,305,48,257
101108,2017-18,1610612745.0,235.0,27.0,262.0,0.842,53.0,3.0,56.0,0.18,38.0,8.0,46.0,0.148,59.0,19.0,78.0,0.251,3.0,0.0,3.0,0.01,83.0,3.0,86.0,0.277,81.0,10.0,91.0,0.293,276,35,311,49,262
101108,2018-19,1610612745.0,192.0,19.0,211.0,0.796,28.0,6.0,34.0,0.128,35.0,15.0,50.0,0.189,56.0,21.0,77.0,0.291,2.0,2.0,4.0,0.015,69.0,4.0,73.0,0.275,76.0,5.0,81.0,0.306,229,36,265,54,211
101108,2019-20,1610612760.0,286.0,19.0,305.0,0.866,31.0,1.0,32.0,0.091,40.0,6.0,46.0,0.131,86.0,8.0,94.0,0.267,0.0,1.0,1.0,0.003,101.0,6.0,107.0,0.304,108.0,11.0,119.0,0.338,326,26,352,47,305
101108,2020-21,1610612756.0,246.0,15.0,261.0,0.847,17.0,1.0,18.0,0.058,36.0,10.0,46.0,0.149,80.0,18.0,98.0,0.318,1.0,0.0,1.0,0.003,78.0,5.0,83.0,0.269,108.0,1.0,109.0,0.354,283,25,308,47,261
101108,2021-22,1610612756.0,206.0,14.0,220.0,0.812,11.0,1.0,12.0,0.044,44.0,4.0,48.0,0.177,86.0,9.0,95.0,0.351,2.0,1.0,3.0,0.011,67.0,6.0,73.0,0.269,88.0,3.0,91.0,0.336,252,19,271,51,220
101108,2022-23,1610612756.0,187.0,21.0,208.0,0.829,11.0,2.0,13.0,0.052,36.0,5.0,41.0,0.163,73.0,17.0,90.0,0.359,1.0,1.0,2.0,0.008,72.0,4.0,76.0,0.303,68.0,4.0,72.0,0.287,224,27,251,43,208
101108,2023-24,1610612744.0,162.0,18.0,180.0,0.814,25.0,0.0,25.0,0.113,39.0,0.0,39.0,0.176,66.0,12.0,78.0,0.353,2.0,0.0,2.0,0.009,49.0,4.0,53.0,0.24,63.0,2.0,65.0,0.294,203,18,221,41,180
101108,2024-25,1610612759.0,226.0,22.0,248.0,0.841,22.0,1.0,23.0,0.078,33.0,11.0,44.0,0.149,88.0,25.0,113.0,0.383,3.0,0.0,3.0,0.01,58.0,1.0,59.0,0.2,94.0,6.0,100.0,0.339,262,33,295,47,248
101112,2015-16,0.0,133.0,15.0,148.0,1.334,74.0,5.0,79.0,0.729,54.0,12.0,66.0,0.595,11.0,10.0,21.0,0.184,2.0,6.0,8.0,0.07100000000000001,71.0,11.0,82.0,0.724,33.0,7.0,40.0,0.363,189,33,222,74,148
101112,2016-17,1610612739.0,162.0,16.0,178.0,0.618,74.0,12.0,86.0,0.299,84.0,17.0,101.0,0.351,18.0,12.0,30.0,0.104,5.0,4.0,9.0,0.031,109.0,5.0,114.0,0.396,50.0,8.0,58.0,0.201,251,37,288,110,178
101112,2017-18,0.0,86.0,4.0,90.0,1.405,39.0,3.0,42.0,0.567,33.0,4.0,37.0,0.522,9.0,3.0,12.0,0.202,4.0,4.0,8.0,0.073,58.0,4.0,62.0,0.9650000000000001,17.0,2.0,19.0,0.265,123,12,135,45,90
101112,2018-19,1610612739.0,34.0,3.0,37.0,0.725,9.0,1.0,10.0,0.196,12.0,1.0,13.0,0.255,5.0,3.0,8.0,0.157,1.0,0.0,1.0,0.02,20.0,0.0,20.0,0.392,13.0,0.0,13.0,0.255,47,4,51,14,37
101114,2015-16,1610612742.0,146.0,14.0,160.0,0.833,20.0,2.0,22.0,0.115,26.0,3.0,29.0,0.151,65.0,12.0,77.0,0.401,1.0,2.0,3.0,0.016,34.0,2.0,36.0,0.188,54.0,3.0,57.0,0.297,173,19,192,32,160
101114,2016-17,0.0,119.0,9.0,128.0,1.7530000000000001,8.0,2.0,10.0,0.125,11.0,3.0,14.0,0.22699999999999998,65.0,10.0,75.0,1.024,2.0,0.0,2.0,0.02,24.0,0.0,24.0,0.33999999999999997,35.0,0.0,35.0,0.511,132,12,144,16,128
101123,2015-16,1610612748.0,120.0,11.0,131.0,0.809,21.0,5.0,26.0,0.16,17.0,10.0,27.0,0.167,43.0,8.0,51.0,0.315,2.0,2.0,4.0,0.025,48.0,6.0,54.0,0.333,27.0,4.0,31.0,0.191,139,23,162,31,131
101123,2016-17,1610612738.0,58.0,8.0,66.0,0.795,8.0,1.0,9.0,0.108,8.0,7.0,15.0,0.181,13.0,9.0,22.0,0.265,1.0,1.0,2.0,0.024,22.0,1.0,23.0,0.277,24.0,5.0,29.0,0.349,67,16,83,17,66
101123,2017-18,1610612745.0,105.0,11.0,116.0,0.879,16.0,2.0,18.0,0.136,12.0,3.0,15.0,0.114,18.0,9.0,27.0,0.205,1.0,0.0,1.0,0.008,44.0,1.0,45.0,0.341,40.0,2.0,42.0,0.318,118,14,132,16,116
101123,2018-19,1610612745.0,131.0,23.0,154.0,0.865,21.0,2.0,23.0,0.129,18.0,5.0,23.0,0.129,39.0,17.0,56.0,0.315,1.0,0.0,1.0,0.006,52.0,5.0,57.0,0.32,38.0,4.0,42.0,0.236,150,28,178,24,154
101135,2015-16,0.0,141.0,27.0,168.0,1.139,79.0,29.0,108.0,0.719,51.0,54.0,105.0,0.72,8.0,18.0,26.0,0.172,6.0,15.0,21.0,0.14,71.0,22.0,93.0,0.651,40.0,27.0,67.0,0.45799999999999996,198,96,294,126,168
101135,2016-17,1610612759.0,204.0,48.0,252.0,0.579,92.0,39.0,131.0,0.301,82.0,67.0,149.0,0.343,14.0,22.0,36.0,0.083,3.0,31.0,34.0,0.078,124.0,55.0,179.0,0.411,59.0,30.0,89.0,0.205,289,146,435,183,252
101139,2015-16,1610612754.0,112.0,10.0,122.0,0.685,30.0,8.0,38.0,0.213,39.0,10.0,49.0,0.275,22.0,5.0,27.0,0.152,2.0,5.0,7.0,0.039,69.0,6.0,75.0,0.421,32.0,6.0,38.0,0.213,153,25,178,56,122
101139,2016-17,1610612754.0,157.0,16.0,173.0,0.765,20.0,5.0,25.0,0.111,38.0,9.0,47.0,0.208,53.0,13.0,66.0,0.292,3.0,3.0,6.0,0.027,60.0,4.0,64.0,0.283,64.0,6.0,70.0,0.31,198,28,226,53,173
101139,2017-18,1610612761.0,112.0,12.0,124.0,0.816,9.0,0.0,9.0,0.059,21.0,5.0,26.0,0.171,48.0,12.0,60.0,0.395,1.0,1.0,2.0,0.013,42.0,2.0,44.0,0.289,35.0,4.0,39.0,0.257,134,18,152,28,124
101139,2018-19,0.0,62.0,6.0,68.0,1.49,7.0,1.0,8.0,0.16499999999999998,18.0,7.0,25.0,0.51,28.0,7.0,35.0,0.7709999999999999,0.0,0.0,0.0,0.0,28.0,3.0,31.0,0.688,17.0,2.0,19.0,0.375,80,13,93,25,68
101139,2019-20,1610612764.0,7.0,1.0,8.0,0.667,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.333,0.0,2.0,2.0,0.167,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.333,5.0,1.0,6.0,0.5,8,4,12,4,8
101141,2015-16,0.0,176.0,42.0,218.0,1.1019999999999999,67.0,45.0,112.0,0.5900000000000001,73.0,66.0,139.0,0.6990000000000001,25.0,15.0,40.0,0.18,6.0,29.0,35.0,0.199,107.0,46.0,153.0,0.8029999999999999,56.0,31.0,87.0,0.42700000000000005,255,137,392,174,218
101141,2016-17,0.0,259.0,34.0,293.0,1.817,106.0,47.0,153.0,1.131,92.0,51.0,143.0,0.901,29.0,14.0,43.0,0.177,11.0,27.0,38.0,0.28300000000000003,156.0,30.0,186.0,1.204,70.0,20.0,90.0,0.479,362,112,474,181,293
101141,2017-18,0.0,209.0,46.0,255.0,1.263,78.0,37.0,115.0,0.5660000000000001,72.0,44.0,116.0,0.5900000000000001,28.0,20.0,48.0,0.244,3.0,27.0,30.0,0.14600000000000002,130.0,41.0,171.0,0.852,48.0,19.0,67.0,0.33699999999999997,284,117,401,146,255
101141,2018-19,1610612749.0,149.0,27.0,176.0,0.587,51.0,32.0,83.0,0.277,53.0,48.0,101.0,0.337,18.0,13.0,31.0,0.103,5.0,18.0,23.0,0.077,93.0,33.0,126.0,0.42,45.0,15.0,60.0,0.2,207,93,300,124,176
101141,2019-20,1610612749.0,181.0,16.0,197.0,0.663,67.0,16.0,83.0,0.279,55.0,38.0,93.0,0.313,13.0,7.0,20.0,0.067,0.0,7.0,7.0,0.024,112.0,23.0,135.0,0.455,44.0,15.0,59.0,0.199,236,61,297,100,197
101141,2020-21,1610612762.0,18.0,3.0,21.0,0.724,5.0,0.0,5.0,0.172,4.0,4.0,8.0,0.276,0.0,2.0,2.0,0.069,0.0,0.0,0.0,0.0,12.0,2.0,14.0,0.483,5.0,3.0,8.0,0.276,22,7,29,8,21
101150,2015-16,1610612747.0,119.0,17.0,136.0,0.814,14.0,2.0,16.0,0.096,19.0,10.0,29.0,0.174,63.0,18.0,81.0,0.485,1.0,1.0,2.0,0.012,29.0,5.0,34.0,0.204,33.0,3.0,36.0,0.216,139,28,167,31,136
101150,2016-17,0.0,149.0,15.0,164.0,1.611,12.0,7.0,19.0,0.198,24.0,10.0,34.0,0.353,61.0,14.0,75.0,0.739,2.0,1.0,3.0,0.037000000000000005,27.0,2.0,29.0,0.28200000000000003,75.0,3.0,78.0,0.782,175,26,201,37,164
101150,2017-18,1610612746.0,132.0,22.0,154.0,0.798,5.0,6.0,11.0,0.057,20.0,16.0,36.0,0.187,85.0,16.0,101.0,0.523,1.0,2.0,3.0,0.016,21.0,10.0,31.0,0.161,42.0,8.0,50.0,0.259,153,40,193,39,154
101150,2018-19,1610612746.0,165.0,21.0,186.0,0.838,19.0,4.0,23.0,0.104,18.0,13.0,31.0,0.14,69.0,15.0,84.0,0.378,0.0,5.0,5.0,0.023,35.0,13.0,48.0,0.216,60.0,7.0,67.0,0.302,183,39,222,36,186
101150,2019-20,1610612746.0,149.0,15.0,164.0,0.816,8.0,7.0,15.0,0.075,21.0,14.0,35.0,0.174,65.0,16.0,81.0,0.403,0.0,2.0,2.0,0.01,33.0,6.0,39.0,0.194,64.0,2.0,66.0,0.328,170,31,201,37,164
101150,2020-21,0.0,102.0,6.0,108.0,1.616,4.0,3.0,7.0,0.081,15.0,13.0,28.0,0.384,47.0,8.0,55.0,0.849,0.0,0.0,0.0,0.0,29.0,4.0,33.0,0.459,37.0,4.0,41.0,0.611,117,19,136,28,108
101150,2021-22,1610612737.0,61.0,9.0,70.0,0.824,7.0,4.0,11.0,0.129,9.0,6.0,15.0,0.176,22.0,7.0,29.0,0.341,0.0,0.0,0.0,0.0,19.0,3.0,22.0,0.259,22.0,1.0,23.0,0.271,70,15,85,15,70
101162,2015-16,1610612764.0,375.0,79.0,454.0,0.621,178.0,75.0,253.0,0.346,129.0,105.0,234.0,0.32,22.0,47.0,69.0,0.094,10.0,33.0,43.0,0.059,249.0,57.0,306.0,0.419,65.0,38.0,103.0,0.141,514,217,731,277,454
101162,2016-17,1610612764.0,438.0,85.0,523.0,0.621,233.0,73.0,306.0,0.363,161.0,111.0,272.0,0.323,33.0,47.0,80.0,0.095,8.0,39.0,47.0,0.056,263.0,84.0,347.0,0.412,78.0,31.0,109.0,0.129,607,235,842,319,523
101162,2017-18,1610612764.0,347.0,73.0,420.0,0.682,160.0,47.0,207.0,0.336,84.0,83.0,167.0,0.271,15.0,35.0,50.0,0.081,5.0,24.0,29.0,0.047,214.0,58.0,272.0,0.442,47.0,40.0,87.0,0.141,436,180,616,196,420
101162,2018-19,1610612746.0,138.0,34.0,172.0,0.656,81.0,20.0,101.0,0.385,51.0,24.0,75.0,0.286,8.0,10.0,18.0,0.069,5.0,10.0,15.0,0.057,74.0,23.0,97.0,0.37,31.0,15.0,46.0,0.176,194,68,262,90,172
101179,2015-16,1610612756.0,70.0,15.0,85.0,0.85,2.0,1.0,3.0,0.03,6.0,7.0,13.0,0.13,45.0,15.0,60.0,0.6,0.0,2.0,2.0,0.02,8.0,3.0,11.0,0.11,21.0,5.0,26.0,0.26,76,24,100,15,85
101179,2016-17,1610612756.0,8.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.364,8,3,11,0,11
101181,2015-16,1610612752.0,184.0,16.0,200.0,0.873,17.0,1.0,18.0,0.079,24.0,5.0,29.0,0.127,66.0,17.0,83.0,0.362,0.0,0.0,0.0,0.0,54.0,2.0,56.0,0.245,71.0,1.0,72.0,0.314,208,21,229,29,200
101181,2016-17,0.0,47.0,11.0,58.0,1.607,1.0,0.0,1.0,0.024,11.0,4.0,15.0,0.393,21.0,12.0,33.0,0.915,0.0,0.0,0.0,0.0,16.0,3.0,19.0,0.505,20.0,0.0,20.0,0.5569999999999999,58,15,73,15,58
