,star_player,LINEUP_ARCHETYPE,player1_archetype_x,player2_archetype_x,player3_archetype_x,player4_archetype_x,offensive_rating,defensive_rating,net_rating,min_sum_x,player1_archetype_y,player2_archetype_y,player3_archetype_y,player4_archetype_y,pct_pts_3pt,pct_pts_paint,pct_pts_fb,pct_pts_2pt_mr,pct_ast_fgm,pct_uast_fgm,efg_pct,ts_pct,min_sum_y,player1_archetype,player2_archetype,player3_archetype,player4_archetype,fg_pct,opp_fg_pct,fta,opp_fta,ast,opp_ast,oreb,opp_oreb,dreb,opp_dreb,tov,opp_tov,stl,opp_stl,blk,opp_blk,pf,opp_pf,min_sum,net_rating_Z,offensive_rating_Z,defensive_rating_Z,pct_pts_3pt_Z,pct_pts_paint_Z,pct_pts_fb_Z,pct_pts_2pt_mr_Z,pct_ast_fgm_Z,pct_uast_fgm_Z,efg_pct_Z,ts_pct_Z,fg_pct_DELTA_Z,ast_DELTA_Z,oreb_DELTA_Z,dreb_DELTA_Z,tov_DELTA_Z,stl_DELTA_Z,blk_DELTA_Z,pf_DELTA_Z,EFF_SCORE,STYLE_SCORE,DEF_SCORE,MIN_CONF,QUALITY_SCORE
22,Anthony Edwards,All Around Big-All Around Guard-Movement Shooter-Wing Shot Creator,All Around Big,All Around Guard,Movement Shooter,Wing Shot Creator,113.76074074074074,105.46074074074075,8.27111111111111,135.0,All Around Big,All Around Guard,Movement Shooter,Wing Shot Creator,0.3062740740740741,0.4421555555555556,0.12862962962962965,0.04595555555555555,0.6593851851851851,0.34061481481481487,0.5809703703703702,0.638111111111111,135.0,All Around Big,All Around Guard,Movement Shooter,Wing Shot Creator,0.5005608613211199,0.473145446420395,28.773254606301375,28.065659335901017,28.067104994588217,26.65599110589811,6.756899115412845,10.657942759078296,34.82753971845854,36.940853159562764,12.42861434619741,16.33211780035165,9.22691795263401,8.164030846754608,7.453692852259972,3.563534878784768,21.657100243203512,18.454214709621496,135.10166800000002,0.41329045121494135,0.408657256021523,-0.19164512027410666,-0.977369624004999,0.28643928650025197,0.5788928373055003,-0.3353360207440339,0.8562443932645883,-0.8616778565737963,0.6894314311401133,1.2819321570303233,0.45519637605995705,0.3867036338772416,-1.0006193921060325,-0.24533020683667858,-0.5267435441859819,-0.17220405849730472,1.2601281934756876,0.631952331881891,0.5319609679160417,0.31936698291432797,0.39499476714687487,0.5495139346239756,0.23845674841942732
0,Anthony Edwards,All Around Guard-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,All Around Guard,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,115.6045928030303,108.98683712121213,6.601231060606061,2112.0,All Around Guard,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,0.3535189393939394,0.44946732954545454,0.1077495265151515,0.05662452651515152,0.623283143939394,0.376716856060606,0.5698754734848485,0.5991950757575758,2112.0,All Around Guard,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,0.49213373460484583,0.4593338244449163,20.736178232565976,17.066382149876198,26.260664841267833,24.94736421733163,11.072563631882442,10.16109479984328,34.293429985675154,29.634778530674623,14.777132333467305,12.565485068760678,7.321929242167391,8.617111226128701,5.391794783164638,4.599385376313609,16.47618728624594,18.626655696674064,2111.868333,0.25965578145396395,0.7072622974972018,0.14566601466625897,-0.1101047063200891,0.46508100918260126,-0.22687864356722612,0.13506948744267994,0.19558424335848,-0.18371959578712305,0.41769632070342066,0.2976155639870212,0.5506611740190749,0.36313739104482107,0.22833442283368705,0.8908760886158349,0.9599989103403639,-1.1042129711092081,-0.17788553151234873,-0.7673774725990428,0.5062569928331239,0.17656959420484064,-0.24376656643819122,1.0,0.21984488342681013
33,Anthony Edwards,All Around Big-All Around Guard-Movement Shooter-Post Scorer,All Around Big,All Around Guard,Movement Shooter,Post Scorer,108.60000000000001,97.9816091954023,10.564367816091954,87.0,All Around Big,All Around Guard,Movement Shooter,Post Scorer,0.4053333333333334,0.38210344827586207,0.13637931034482756,0.04824137931034483,0.7006666666666667,0.2993333333333333,0.5346781609195402,0.5809770114942528,87.0,All Around Big,All Around Guard,Movement Shooter,Post Scorer,0.44600944514896623,0.47866401850491935,19.397974239604558,22.726701226931258,27.668102428411082,26.602687634996105,7.174331970317506,8.304346018182937,27.695323082031887,37.14198045155936,11.09368593242007,19.937584408943675,10.544514135922148,6.105488790836727,8.851461151036146,4.433663622102528,17.159314363649496,17.7550799651587,86.631667,0.6242779029425787,-0.4271056744494749,-0.9071089300265622,0.841042170499288,-1.1807575811778124,0.8779560972874851,-0.23455178493825637,1.6116872658218695,-1.6369005426634733,-0.4443527560653548,-0.1631801667345307,-0.6098188233735006,0.3034140223230302,-0.29299163835757086,-1.4757251758043488,-1.7278742046671378,1.1621889593775119,1.5050650907987166,-0.3609888795069152,0.40486348084038004,-0.10771765154360825,1.1179802082294532,0.48410522309642884,0.20785944778311832
21,Anthony Edwards,3&D-All Around Big-Movement Shooter-Shot Creator Guard,3&D,All Around Big,Movement Shooter,Shot Creator Guard,116.37777777777778,106.41703703703705,9.957037037037038,135.0,3&D,All Around Big,Movement Shooter,Shot Creator Guard,0.41177777777777774,0.4357925925925927,0.09955555555555555,0.02222962962962963,0.6076148148148147,0.39238518518518517,0.5985111111111111,0.6336888888888889,135.0,3&D,All Around Big,Movement Shooter,Shot Creator Guard,0.501828797267616,0.47006106437422124,19.234588611679868,24.896660836980303,27.38753638917035,28.808188430764094,7.8314163595031685,9.590329692221934,34.83422203820313,32.729408539290745,14.930369171303383,14.608446542644838,8.88410720392249,7.446818899712617,3.907311698727152,4.980012359496234,19.196941204726805,15.642766030836091,134.96666599999998,0.568401396335078,0.8324767526992951,-0.10016452693880741,0.9593415992900387,0.130978974592637,-0.5430872407251411,-1.3814356197261801,-0.09114305268962361,0.11051510109365953,1.1190375078352954,1.1700793777861336,0.5323611125529069,-0.2955564228292472,-0.45359136235521225,0.4623908841307991,0.5005607095595345,-0.024224826149982767,-1.043693010127018,0.7237770213813337,0.8341522591719637,0.37378825981028296,-0.608847908808318,0.5493641017706256,0.18419794731654784
45,Anthony Edwards,3&D-All Around Guard-Movement Shooter-Wing Shot Creator,3&D,All Around Guard,Movement Shooter,Wing Shot Creator,120.88545454545454,121.10727272727271,-0.22181818181818239,55.0,3&D,All Around Guard,Movement Shooter,Wing Shot Creator,0.36192727272727276,0.450090909090909,0.13016363636363637,0.023072727272727273,0.6649636363636364,0.3350363636363636,0.6364545454545455,0.6788,55.0,3&D,All Around Guard,Movement Shooter,Wing Shot Creator,0.5449826060427518,0.4712013973234595,24.969463060694324,27.544974537790115,30.115041277995527,27.56072437560578,3.431116791674587,15.517617831610638,33.56428082761592,31.84636752366258,12.043531258142501,10.340249894146917,6.890314119663572,5.163243789266572,5.182878437481715,2.588972284683496,19.798625094280656,16.37117848224009,55.768333,-0.36808805967144714,1.5624783811920342,1.305123229986437,0.04424545357198316,0.4803163439157797,0.6380907670739723,-1.344262608687505,0.958328936537588,-0.9664352865783148,2.048344325919855,2.3110901409304083,1.277242069486285,0.6621366223924906,-3.0909098890050464,0.3974764251859319,0.8364027470128597,0.09030932057401465,0.6583918455817102,0.6906510492280562,0.26255290282871674,0.8397779632028752,0.1913253466105994,0.421773403683033,0.17626481278893938
13,Anthony Edwards,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,120.07195767195766,116.58042328042329,3.48095238095238,189.0,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.4218783068783068,0.40068783068783065,0.1129153439153439,0.032873015873015866,0.6187407407407407,0.3812592592592593,0.5857089947089946,0.6192645502645503,189.0,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.48898842827783423,0.4951506092410505,20.79374648533273,25.355395781297048,27.621437767114852,30.40880299789065,9.89572883614299,11.417916025194042,31.47665476582833,31.480360532512478,12.663663348726004,13.672935743895538,8.101608075237397,7.598889500673211,5.315027481101074,3.817776887354598,19.80700913041775,19.29810571421691,189.25333399999997,-0.027420517448956603,1.4307355626552605,0.8720787071317287,1.1447550718364632,-0.7267027794774252,-0.027527696225165692,-0.9121581670451033,0.11245917135147443,-0.09841805420989085,0.8054893468882448,0.8052396472578779,-0.1401200372332612,-0.6248399303327741,-0.3931394676692025,0.10862164574745924,0.176914695230702,-0.39360641943735986,0.1493105849229719,-0.07223601602440051,0.5217576776870149,0.27139903843377816,-0.09400676418503974,0.6006812578561701,0.17582479555491018
29,Anthony Edwards,3&D-All Around Big-Pure Point Guard-Rim Runner/Protector,3&D,All Around Big,Pure Point Guard,Rim Runner/Protector,111.30425531914894,98.58829787234043,12.78404255319149,94.0,3&D,All Around Big,Pure Point Guard,Rim Runner/Protector,0.24521276595744684,0.49707446808510647,0.09011702127659575,0.06187234042553192,0.5711382978723404,0.4288617021276596,0.5222127659574469,0.5587765957446809,94.0,3&D,All Around Big,Pure Point Guard,Rim Runner/Protector,0.4683898901084476,0.4400529083511844,30.8165106298884,18.687700404042282,24.22773061925181,24.251351584607644,14.648883212907508,8.569198125915662,36.853770905082875,28.798299394148525,16.13142238107266,14.157333189677784,9.57836682993198,8.575481180440928,7.06499422883145,7.074909739403496,20.706314627050446,22.194326952831318,95.07000099999999,0.8284955622336946,0.010838501360699736,-0.8490722730290831,-2.0982603281897942,1.6282216167081638,-0.9073240312011399,0.36645080610317077,-0.758656033110843,0.7955056205357873,-0.7496539690114286,-0.7247028757218553,0.4715353622657414,0.04103160201476306,1.5481230187121076,1.4607975798349269,0.9022427422186639,-0.19591917878982054,-0.5503348179344539,-0.5942160203390332,0.7551805988497526,-0.393525158526601,0.2802651110854185,0.49758530427879716,0.1452152950493403
44,Anthony Edwards,Movement Shooter-Pure Point Guard-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,122.12857142857145,127.38571428571429,-5.257142857142857,56.0,Movement Shooter,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,0.3964285714285714,0.32117857142857137,0.13039285714285712,0.10657142857142857,0.6678571428571428,0.33214285714285724,0.5779642857142857,0.6137499999999999,56.0,Movement Shooter,Pure Point Guard,Shot Creator Guard,Wing Shot Creator,0.4864870415947565,0.5805045896125903,27.735108291032674,25.125879789748797,28.59938585739166,32.11468236092658,11.262071481431107,6.077337982257244,24.263459073753374,32.94902314571819,9.530123749028544,14.734852490534557,10.389182343020305,5.1796044970074675,5.194244845473047,1.728678919852639,21.680953208434204,22.549254923099934,55.371666999999995,-0.8313551328955593,1.7637965758748075,1.9057274163789735,0.6775791666775823,-2.6692780099062703,0.6469364880796042,2.3372779228309772,1.0112795279110631,-1.0207722869866005,0.6158067048869893,0.6657582412190383,-1.6977581187518025,-0.8002211036564051,1.3195824853446094,-1.348028265175823,-0.8431031838008008,1.4667439877241397,1.063027241218174,-0.43222794008949217,-0.08119578836528246,0.35211769326523873,0.9097042628558186,0.4207851920447728,0.12477260066209585
10,Anthony Edwards,All Around Big-Movement Shooter-Movement Shooter-Pure Point Guard,All Around Big,Movement Shooter,Movement Shooter,Pure Point Guard,115.21121076233185,112.20538116591929,2.9874439461883413,223.0,All Around Big,Movement Shooter,Movement Shooter,Pure Point Guard,0.3969058295964125,0.4341883408071749,0.11553363228699552,0.03449327354260089,0.6448565022421524,0.35514349775784754,0.566627802690583,0.5987757847533633,223.0,All Around Big,Movement Shooter,Movement Shooter,Pure Point Guard,0.47896250679996777,0.4980987759449696,19.831248619544642,26.07449202620439,29.275206547136666,25.846983736268264,8.628067116353073,10.785783499634613,31.033334365081735,37.5034351629364,12.705449763615682,15.30594123119474,9.90686211153365,7.1036304282049585,7.107420179848918,3.216974631372833,21.30818921453094,18.292267083234485,222.79333300000002,-0.07282497950974859,0.6435555267746694,0.453556278411855,0.6863401031908913,0.09178379392113646,0.07351309303773235,-0.8407193998630594,0.5903723948993626,-0.5888445130927611,0.33815469079486615,0.28701029320312016,-0.3701450715873429,0.8726876034246756,-0.5554322475213254,-0.9763158658933478,-0.20994951436378548,0.5156539284406877,1.260261689396785,0.5830813878154946,0.1800890220481397,0.12883476388851473,0.3065169076091352,0.6259033042288681,0.12287715892372757
40,Anthony Edwards,3&D-Movement Shooter-Wing Shot Creator-Wing Shot Creator,3&D,Movement Shooter,Wing Shot Creator,Wing Shot Creator,111.09999999999998,102.44153846153846,8.68153846153846,65.0,3&D,Movement Shooter,Wing Shot Creator,Wing Shot Creator,0.3008923076923077,0.40669230769230774,0.08918461538461539,0.07723076923076924,0.48000000000000004,0.5199999999999999,0.5012769230769231,0.5485230769230769,65.0,3&D,Movement Shooter,Wing Shot Creator,Wing Shot Creator,0.43658638699132063,0.44311664980382576,33.33218985624194,18.525766842378964,19.2675219059829,22.229500789348936,12.600501785895512,11.849477583893577,34.07897837324251,37.77210240570199,8.147738057911795,12.595468332498873,8.88286413132854,5.185105529670069,7.411160571224082,5.920630487284454,15.564330966730154,25.19571535771633,64.76666700000001,0.4510511696717597,-0.022239894294517403,-0.48046608190537005,-1.0761616757228292,-0.5800010190881981,-0.9433059452863496,1.0436191604306364,-2.426468695685639,2.5069867386233406,-1.2624125494582845,-0.9840486343917391,-0.14664597098995133,-0.6669097635926162,0.1873622609605953,-0.5103922334506807,-0.6590583727205942,0.8692089044362947,0.1461908400071682,-2.722837321863357,0.40070908800404703,-0.6107435761962358,1.097977679142379,0.44264685677575827,0.12021865305971662
