,star_player,LINEUP_ARCHETYPE,player1_archetype_x,player2_archetype_x,player3_archetype_x,player4_archetype_x,offensive_rating,defensive_rating,net_rating,min_sum_x,player1_archetype_y,player2_archetype_y,player3_archetype_y,player4_archetype_y,pct_pts_3pt,pct_pts_paint,pct_pts_fb,pct_pts_2pt_mr,pct_ast_fgm,pct_uast_fgm,efg_pct,ts_pct,min_sum_y,player1_archetype,player2_archetype,player3_archetype,player4_archetype,fg_pct,opp_fg_pct,fta,opp_fta,ast,opp_ast,oreb,opp_oreb,dreb,opp_dreb,tov,opp_tov,stl,opp_stl,blk,opp_blk,pf,opp_pf,min_sum,net_rating_Z,offensive_rating_Z,defensive_rating_Z,pct_pts_3pt_Z,pct_pts_paint_Z,pct_pts_fb_Z,pct_pts_2pt_mr_Z,pct_ast_fgm_Z,pct_uast_fgm_Z,efg_pct_Z,ts_pct_Z,fg_pct_DELTA_Z,ast_DELTA_Z,oreb_DELTA_Z,dreb_DELTA_Z,tov_DELTA_Z,stl_DELTA_Z,blk_DELTA_Z,pf_DELTA_Z,EFF_SCORE,STYLE_SCORE,DEF_SCORE,MIN_CONF,QUALITY_SCORE
27,Anthony Edwards,All Around Big-Movement Shooter-Post Scorer-Rim Runner/Protector,All Around Big,Movement Shooter,Post Scorer,Rim Runner/Protector,117.29999999999998,86.4,30.9,99.0,All Around Big,Movement Shooter,Post Scorer,Rim Runner/Protector,0.299,0.446,0.06,0.048,0.632,0.36800000000000005,0.592,0.631,99.0,All Around Big,Movement Shooter,Post Scorer,Rim Runner/Protector,0.518,0.401,34.0,26.200000000000003,26.7,19.4,9.7,9.7,36.9,24.7,14.1,17.5,7.8,6.3,6.799999999999999,3.3999999999999995,20.900000000000002,21.3,98.94,2.49522554017586,0.9818272404897891,-2.0150212842585438,-1.1108984045481245,0.38036699532452733,-2.069551856440713,-0.24519443806558444,0.3551009696427959,-0.34741295966485536,0.9595680224404204,1.102068391411525,2.0434927539115284,1.8055185610833229,-0.004424059141816669,2.1561702572194967,-0.4043295603436976,0.0005614956983533026,1.032590716462893,-0.30981710126302014,2.6405757552197056,0.10144329494663841,1.7731979000920508,0.5034053718817108,0.8366554759813748
31,Anthony Edwards,All Around Big-Pure Point Guard-Rim Runner/Protector-Shot Creator Guard,All Around Big,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,117.62134831460675,88.44943820224718,29.10112359550562,89.0,All Around Big,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,0.35539325842696634,0.44957303370786517,0.13979775280898873,0.04325842696629214,0.6179101123595505,0.38208988764044943,0.5621123595505618,0.5904943820224718,89.0,All Around Big,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,0.4860288452330949,0.41031690116241465,25.527847614378135,20.743402416950453,27.675950356789762,19.720114670562555,10.679275150071286,12.24441188145123,37.79401621706367,32.46280331051332,13.849537754251251,19.156893503538807,10.083461579080849,6.919130922408028,3.7628328123625474,4.251153842274977,20.252758999825293,22.898979345410428,90.133333,2.329722765134191,1.0338684149276893,-1.818969262022634,-0.07569819185787385,0.46766357993681434,1.0098751511122444,-0.45425509452183105,0.09725883774437247,-0.08281972920555705,0.22756290675355348,0.0775459413584985,1.3114731814772724,1.9635296762289387,-0.4041073361498505,1.0037190473513615,-0.8680543152552105,0.6583755573113966,-0.7724166583825997,-0.8969636097664733,2.511533995462305,0.16472507321298008,0.8860934543955001,0.4898384949278869,0.6863279901323607
35,Anthony Edwards,3&D-Movement Shooter-Pure Point Guard-Rim Runner/Protector,3&D,Movement Shooter,Pure Point Guard,Rim Runner/Protector,112.42073170731707,88.06219512195122,24.358536585365854,82.0,3&D,Movement Shooter,Pure Point Guard,Rim Runner/Protector,0.3549756097560976,0.4650243902439024,0.1111341463414634,0.017804878048780486,0.6047317073170732,0.3952682926829268,0.5269268292682927,0.5653658536585365,82.0,3&D,Movement Shooter,Pure Point Guard,Rim Runner/Protector,0.45014191243113194,0.4515882750295292,22.736157576577014,27.94623174688073,24.449936321355114,18.634112994027568,12.825541467458326,7.586306213465765,32.624534408222225,33.79178214378729,12.812646190626625,26.804092553770996,13.388655713413995,6.999025179859868,6.394615137966272,6.416110215486302,20.956488124129887,23.883360041521122,82.421666,1.8933885572399454,0.19164773492881476,-1.8560134573077813,-0.08336488828530318,0.8451720960903631,-0.09626481878455619,-1.5765273041887022,-0.14390334451593223,0.16465681932843668,-0.6341975995115153,-0.558038521515978,-0.056510594613779455,1.4479344648729218,1.3335004003304904,-0.08659846102334472,-2.9793687845377845,1.9331508571744338,-0.5557101980992702,-0.970323995276218,1.7923985489939254,-0.3312783221408449,1.63284429397941,0.476925795136146,0.5319663340813061
9,Anthony Edwards,Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator-Wing Shot Creator,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,114.6,101.7,12.9,253.0,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,0.307,0.469,0.147,0.076,0.595,0.405,0.596,0.6260000000000001,253.0,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,0.524,0.436,22.0,19.7,25.6,22.6,5.5,11.4,34.7,31.7,14.8,15.6,8.9,7.0,5.1,3.2,19.7,17.8,253.1,0.839164043506564,0.5445721979224318,-0.5514026511519627,-0.9640439412216733,0.9423044440709164,1.2878127337426937,0.9893533247044792,-0.32199164625952126,0.3474080195237189,1.05753562438949,0.9756016812108077,1.5293351574159655,0.7695154746474916,-1.5110856095791967,0.6125860717527709,0.2277939243393706,0.15865846013884166,0.3362719090805673,0.2913870380424468,0.9699814596462032,0.6388084517350551,0.4239629798906356,0.6458181754690248,0.47411122759533464
41,Anthony Edwards,3&D-Pure Point Guard-Rim Runner/Protector-Wing Shot Creator,3&D,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,110.446875,93.721875,16.825,64.0,3&D,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,0.3686875,0.46165625,0.12759374999999998,0.03984375,0.67421875,0.32578125,0.55078125,0.5740625,64.0,3&D,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,0.47343984757757207,0.4123298856831791,20.12378878606423,16.38682634730539,27.649101796407187,24.61763745236799,11.969569951007076,6.715732172019597,37.345400108873164,32.82455089820359,9.723788786064235,14.895645073489385,8.936309199782253,3.764452912357104,8.232607512248231,4.52084921066957,18.661894393032117,23.912139357648336,64.295,1.2002774531969522,-0.12801107935999712,-1.314600847704476,0.16834164708463267,0.7628814814956428,0.5389178305444547,-0.604811587711775,1.1276956690380906,-1.1402365600734405,-0.04995750076913195,-0.33807127099917456,1.052586282862413,0.7770962089584885,1.3372293940506843,0.8677555054559343,-0.8351110875609242,1.4518348279574453,1.177312828960755,-1.5776376879468343,1.039108847098763,0.022078782195601374,2.351638775064007,0.4416196896280089,0.46905854091787846
1,Anthony Edwards,Pure Point Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,119.88291746641075,108.1502879078695,11.738963531669867,521.0,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.36742994241842614,0.4303992322456814,0.12931285988483684,0.07006142034548944,0.5884817658349327,0.41151823416506716,0.5671708253358924,0.5936468330134357,521.0,Pure Point Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.48685729293435,0.4574279767726466,20.740357109864288,19.919064235553638,26.117129422912768,25.991060922840838,12.709268382295114,12.238002512252432,32.50123276900206,30.25127737265621,13.200563301970941,14.847962086414425,7.8217286213014905,6.393784105692227,4.900935759075433,4.672913583848847,20.785046748381525,18.876266890327532,521.325,0.7323447217604289,1.4001211985354978,0.06564058877351818,0.1452569041166152,-0.0007919451253314822,0.605258964498312,0.7275154594720569,-0.441274030634906,0.4698135829062154,0.35145434738611586,0.15728196253773788,0.4909019840573395,0.07709642717525032,0.11592139279491695,0.48674292081850834,0.02177058874759701,-0.027917887685307622,-0.4398811608633781,0.2936820323922625,1.1995737867453455,0.26203377475048584,-0.06939121915005357,0.7617768324360326,0.4578816056885288
2,Anthony Edwards,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,All Around Guard,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,112.53139534883721,101.94515503875968,10.61201550387597,516.0,All Around Guard,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.37804651162790703,0.42970155038759694,0.1248313953488372,0.05372480620155038,0.6058217054263566,0.39417829457364345,0.5974302325581395,0.6274224806201552,516.0,All Around Guard,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.5098109182447454,0.44139501616232224,20.50398003708558,21.718803342167853,26.377868996262322,23.66945908256881,8.671245094121645,10.716522827435563,33.92972445298772,30.184867436338045,15.563070041065966,16.12258980418427,8.292229485753118,9.318395201397989,5.311151242755206,3.5392812556672,18.16166403242561,19.75237250366487,515.025,0.6286616530061581,0.20956930355234993,-0.5279507895357125,0.3401432258199204,-0.01783775222831463,0.4323174662761522,0.0072179436635658395,-0.12395659664719408,0.1441878043661138,1.0925647378770942,1.0115809700818654,1.1821174775940668,0.6992623980457212,-0.526719198251952,0.7375588447238969,0.286260541775935,-0.9978863325943654,0.27679235056005963,-0.621060084573946,0.6504379667876281,0.5030855391065777,0.09193231704429825,0.7597834505897972,0.3545193845796574
30,Anthony Edwards,All Around Big-All Around Guard-Wing Shot Creator-Wing Shot Creator,All Around Big,All Around Guard,Wing Shot Creator,Wing Shot Creator,123.20659340659341,119.38901098901098,3.8076923076923084,91.0,All Around Big,All Around Guard,Wing Shot Creator,Wing Shot Creator,0.4455824175824176,0.35648351648351656,0.14732967032967034,0.06762637362637361,0.7252307692307691,0.27476923076923077,0.6368021978021978,0.655065934065934,91.0,All Around Big,All Around Guard,Wing Shot Creator,Wing Shot Creator,0.5293310171945677,0.5428328814276462,25.673273081036722,21.45206759964318,34.57000370706059,29.340875345058397,6.296290433182491,9.964540524079755,25.679642405153484,35.616242335160216,12.07298746566854,16.213920935419722,11.010644468460551,5.754902051940611,6.285425738405132,5.764313118546353,18.85613183307755,21.491847848375034,91.611667,0.002640672112073493,1.938378259537231,1.140751994909707,1.5798868788468354,-1.806705368501602,1.3005348428377435,0.6201518352104485,2.061205440481895,-2.0981884831088324,2.0568589926227205,1.710776293256749,-0.2702494823736436,1.3065814893209622,-0.9411717488610255,-1.557928174515529,-0.5844685783504028,1.484990183878819,-0.30382490162241543,-0.8942178502666609,0.7428872012651255,0.9365197067208414,0.18129016102470333,0.49219817746872985,0.3251351364932003
43,Anthony Edwards,All Around Guard-Movement Shooter-Post Scorer-Rim Runner/Protector,All Around Guard,Movement Shooter,Post Scorer,Rim Runner/Protector,115.94285714285715,104.49642857142858,11.457142857142856,56.0,All Around Guard,Movement Shooter,Post Scorer,Rim Runner/Protector,0.2598928571428571,0.4816071428571429,0.08399999999999999,0.07257142857142858,0.6281428571428572,0.3718571428571429,0.656,0.6816785714285715,56.0,All Around Guard,Movement Shooter,Post Scorer,Rim Runner/Protector,0.5713630538727421,0.4606128675403771,31.008407838911207,33.62083863714989,28.410474638169028,23.260479183079717,11.180531226748831,8.636350324910415,31.855762244155397,25.01291844337679,17.25640235422246,15.496252231649855,7.776935978961289,10.332117978451722,5.186136448502159,2.552804109396081,18.077668744188863,20.64899650435799,55.721667000000004,0.706416256868787,0.7620429598342422,-0.28389252283206184,-1.828780714112696,1.2503229524676194,-1.1433823143211526,0.8381842108959003,0.284516025127884,-0.27497988461430933,2.5270496536255354,2.3838988326602535,1.9326862306737238,1.2875159228557556,0.6452741683424273,1.2573418237202383,0.8502289307979772,-1.6022184152345138,0.6766939756013912,-0.8773872043945633,0.9322913642916844,0.9019352658497464,0.17269826044270434,0.4216574728580939,0.3091956307658493
6,Anthony Edwards,All Around Guard-Movement Shooter-Wing Shot Creator-Wing Shot Creator,All Around Guard,Movement Shooter,Wing Shot Creator,Wing Shot Creator,116.55806451612902,109.29061583577712,7.33841642228739,341.0,All Around Guard,Movement Shooter,Wing Shot Creator,Wing Shot Creator,0.39847507331378296,0.39851906158357764,0.11931378299120235,0.03819354838709678,0.62758357771261,0.3724721407624633,0.5918563049853373,0.6242228739002932,341.0,All Around Guard,Movement Shooter,Wing Shot Creator,Wing Shot Creator,0.4974199769818336,0.45978664072660025,25.982124775901575,25.981170613327205,27.089645179441813,24.14326005897612,8.484181028562057,12.113161421209206,31.58907321280247,31.872421176414353,12.2637815353943,15.114024383101064,7.3199099406344645,7.072805413523756,6.226642274740707,4.908835671972658,19.347037851688146,20.036354691089752,340.09833199999997,0.32747935330889055,0.8616735250889628,0.1747258961681202,0.7151464086837463,-0.7796902828410743,0.21939061165682283,-0.6775706130449615,0.2742813231698713,-0.26343087253934533,0.9560486584407848,0.9306522229224533,0.6363557513983977,0.7565979907692524,-0.9311435887846311,0.061703029142370226,-0.27067017309868224,-0.4946359318642143,0.06601043439628967,-0.3854425279669425,0.6251271306270807,0.3274226555570702,-0.019433058896370994,0.6926014611902377,0.2595009654988183
